qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
Q13794.1	drXP_053769378.1	0.888	54	6	0	1	54	1	54	3.815e-23	95
Q14296.1	drXP_045054636.1	0.918	381	31	0	169	549	82	462	3.928e-232	726
Q15070.4	drXP_053783920.1	0.798	436	88	0	1	435	1	436	2.6220000000000003e-225	700
Q15388.1	drXP_024417506.2	1.0	145	0	0	1	145	1	145	2.3420000000000002e-85	279
Q8IXM3.1	drXP_024418080.1	0.737	137	35	0	1	137	1	135	4.115e-61	209
Q8TCC3.1	drXP_024433948.2	0.839	143	23	0	1	143	1	143	2.162e-76	254
Q8WV93.2	drXP_024407554.2	0.916	481	40	0	1	481	25	504	4.363e-292	895
Q96EL2.1	drXP_053767753.1	0.868	167	22	0	1	167	75	241	5.2630000000000005e-96	311
Q96GC5.2	drXP_024428346.2	0.872	211	27	0	1	211	50	260	3.168e-115	369
Q99689.1	drXP_024413080.1	0.966	392	13	0	1	392	1	391	2.287e-234	723
Q9BQ48.1	drXP_024416618.1	0.768	95	21	0	1	92	1	95	3.249e-40	146
Q9BYD1.1	drXP_024428054.2	0.921	178	14	0	1	178	1	178	5.453e-111	355
Q9NQ50.1	drXP_045048624.1	0.806	186	36	0	21	206	154	339	8.589e-92	301
Q9NZE8.3	drXP_024414361.1	0.829	188	32	0	1	188	1	188	9.371e-95	309
Q9UDX5.1	drXP_024422815.2	0.891	166	18	0	1	166	1	166	7.126999999999999e-93	302
Q9UH62.1	drXP_024434513.1	0.949	379	19	0	1	379	1	379	6.67e-235	724
Q9UQM7.2	drXP_024432644.3	0.997	477	1	0	1	477	1	477	0.0	988
Q9Y2Z2.2	drXP_053769990.1	0.874	693	84	0	1	693	1	668	0.0	1223
Q9Y5Z4.1	drXP_024407673.1	0.878	205	25	0	1	205	1	202	1.14e-111	359
Q9Y6G3.1	drXP_024426146.1	0.873	142	18	0	1	142	1	142	4.519e-80	264
XP_054208573.1	drXP_024419073.1	0.831	859	145	0	1	858	1	859	0.0	1516
XP_054220447.1	drXP_024416997.1	0.889	163	18	0	1	163	1	160	3.307e-91	299
EAW70196.1	raXP_015986601.1	0.79	291	61	0	1	291	1	291	5.55e-142	451
NP_001153583.1	raXP_016019455.2	0.957	378	16	0	207	584	1	378	1.8080000000000001e-246	771
NP_001177793.1	raXP_015989577.2	0.823	176	31	0	1	174	1	176	2.247e-87	288
NP_001179.1	raXP_016002456.2	0.905	211	20	0	1	211	1	211	8.061e-122	388
NP_001184044.1	raXP_016009361.1	0.91	637	54	0	1	599	1	637	0.0	1190
NP_001186768.2	raXP_015975977.1	0.989	193	2	0	1	193	1	193	5.702e-124	393
NP_001188.1	raXP_036093501.1	0.53	66	28	0	57	122	45	105	3.59e-07	54
NP_001274364.1	raXP_015988754.2	0.919	344	28	0	1	344	65	408	2.5599999999999997e-190	593
NP_001275684.1	raXP_016008006.1	0.986	597	8	0	1	597	35	631	0.0	1226
NP_001278360.1	raXP_015977886.2	0.939	115	7	0	1	114	43	157	1.2609999999999999e-67	226
NP_001289201.1	raXP_015998015.2	0.902	185	18	0	1	184	1	185	1.921e-100	326
NP_001304107.1	raXP_036086803.1	0.944	125	7	0	1	125	1	125	7.109e-63	214
NP_001308657.1	raXP_015986175.1	0.81	458	81	0	1	426	1	458	6.145e-225	698
NP_001308926.1	raXP_015998371.1	0.861	217	30	0	47	263	213	429	9.255000000000001e-121	388
NP_001309749.1	raXP_016008203.1	0.886	176	20	0	1	176	47	222	1.99e-108	347
NP_001310513.1	raXP_015988574.2	0.906	655	61	0	1	655	1	655	0.0	1226
NP_001317309.1	raXP_036092556.1	0.992	712	6	0	1	712	1	712	0.0	1396
NP_001339859.1	raXP_036081090.1	0.979	838	18	0	1	838	1	837	0.0	1563
NP_001341754.1	raXP_036083449.1	0.966	780	26	0	24	803	13	792	0.0	1463
NP_001352690.1	raXP_016000430.1	0.77	109	25	0	32	140	10	118	1.565e-49	176
NP_001361015.1	raXP_036092068.1	0.952	252	12	0	1	252	168	419	8.606000000000001e-162	506
NP_001362219.1	raXP_016016562.2	0.871	39	5	0	54	92	102	140	1.722e-14	72
NP_001363732.1	raXP_036092913.1	0.847	309	47	0	1	309	1	309	6.011e-176	550
NP_001364194.1	raXP_015995325.1	0.941	308	18	0	528	833	81	388	8.106e-170	559
NP_001364230.1	raXP_015989553.1	0.936	457	29	0	1	457	1	457	5.343e-299	914
NP_001365933.1	raXP_015992627.1	0.983	557	9	0	1	557	1	557	0.0	1133
NP_001372664.1	raXP_015982727.1	0.61	313	86	0	1	222	1	313	3.961e-112	361
NP_001387053.1	raXP_036079852.1	0.93	460	32	0	5	464	221	680	6.808e-266	818
NP_001397864.1	raXP_016012424.1	0.892	93	10	0	1	93	1	93	1.44e-52	182
NP_004322.1	raXP_016009779.1	0.977	179	4	0	41	219	1	179	7.929e-108	348
NP_004620.1	raXP_036094958.1	0.791	595	124	0	28	622	19	613	2.218e-294	910
NP_054765.1	raXP_015976146.2	0.799	258	52	0	1	258	1	258	5.003e-137	435
NP_056195.3	raXP_015991233.1	0.963	469	17	0	1	469	1	469	1.567e-313	956
NP_057155.1	raXP_015988494.1	0.83	106	18	0	1	106	1	106	6.872e-48	169
NP_060762.3	raXP_016011227.2	0.911	511	45	0	1	511	69	578	3.352999999999998e-309	947
NP_061764.2	raXP_015999291.2	0.792	284	58	0	1	284	1	279	4.2189999999999996e-148	468
NP_115682.1	raXP_016000723.2	0.913	220	19	0	1	220	1	220	2.758e-129	410
NP_116205.3	raXP_015988723.2	0.797	769	156	0	1	769	1	769	0.0	1131
NP_116784.1	raXP_015974042.1	0.781	168	37	0	1	168	1	168	1.201e-73	247
NP_203526.1	raXP_016020745.1	0.833	138	23	0	1	138	1	138	1.302e-72	242
NP_852090.1	raXP_036073732.1	0.716	162	45	0	1	161	1	162	3.796e-62	215
O00411.2	raXP_036090157.1	0.704	1166	342	0	65	1230	6	1163	0.0	1632
O60220.1	raXP_015987689.1	0.979	97	2	0	1	97	1	97	3.838e-57	195
O60296.2	raXP_015986559.2	0.913	914	79	0	1	914	1	913	0.0	1588
O75431.1	raXP_015989971.1	0.977	263	6	0	1	263	1	263	9.686e-171	532
O96008.1	raXP_016005678.1	0.958	361	15	0	1	361	1	359	2.263e-226	698
P14406.1	raXP_015997171.2	0.855	83	12	0	1	83	1	83	2.6329999999999998e-39	143
P20336.1	raXP_016022021.1	0.99	220	2	0	1	220	1	220	2.057e-143	451
P42765.2	raXP_036085929.1	0.848	397	60	0	1	397	1	397	1.8829999999999997e-220	683
P48507.1	raXP_015989709.1	0.974	274	7	0	1	274	1	274	6.31e-171	533
P49406.2	raXP_015986126.2	0.839	292	47	0	1	292	1	292	2.752e-157	495
P52815.2	raXP_016019355.1	0.858	198	28	0	1	198	1	198	2.714e-97	317
P56181.2	raXP_015998959.2	0.777	108	23	0	3	108	2	109	1.366e-43	157
P82663.1	raXP_015977530.1	0.916	131	11	0	43	173	17	147	1.0670000000000001e-76	256
Q12887.3	raXP_016016699.1	0.871	444	57	0	1	443	1	444	1.307e-259	799
Q13084.4	raXP_036081870.1	0.877	254	31	0	1	254	1	254	1.278e-150	474
Q13405.1	raXP_015974879.1	0.855	166	24	0	1	166	1	166	2.2149999999999997e-94	306
Q13794.1	raXP_016011221.1	0.888	54	6	0	1	54	1	54	1.472e-23	96
Q14296.1	raXP_016019448.1	0.939	549	33	0	1	549	1	549	0.0	1054
Q15070.4	raXP_015976007.2	0.788	436	92	0	1	435	1	436	2.894e-226	702
Q15388.1	raXP_016018911.1	1.0	145	0	0	1	145	1	145	2.3420000000000002e-85	279
Q8IXM3.1	raXP_015986483.1	0.744	137	34	0	1	137	1	135	5.643e-61	209
Q8TCC3.1	raXP_036080237.1	0.844	161	25	0	1	161	1	161	7.989e-90	293
Q8WV93.2	raXP_016015677.1	0.946	426	23	0	56	481	1	426	5.018e-271	834
Q96EL2.1	raXP_016003313.1	0.85	167	25	0	1	167	1	167	1.754e-91	298
Q96GC5.2	raXP_016016906.1	0.876	211	26	0	1	211	1	211	5.952e-115	368
Q99689.1	raXP_015978145.1	0.974	392	10	0	1	392	1	392	2.028e-236	729
Q9BQ48.1	raXP_016013160.1	0.8	85	17	0	8	92	11	95	7.694e-39	142
Q9BYD1.1	raXP_016012082.1	0.915	178	15	0	1	178	1	178	2.901e-111	356
Q9NQ50.1	raXP_016022400.2	0.8	206	41	0	1	206	1	206	7.878e-101	327
Q9NZE8.3	raXP_015992021.2	0.851	188	28	0	1	188	1	188	3.105e-100	325
Q9UDX5.1	raXP_015991134.1	0.927	166	12	0	1	166	1	166	9.436e-96	310
Q9UH62.1	raXP_015987668.1	0.949	379	19	0	1	379	1	379	1.1359999999999999e-233	721
Q9UQM7.2	raXP_015974243.1	0.997	478	1	0	1	478	1	478	0.0	991
Q9Y2Z2.2	raXP_036075331.1	0.87	643	80	0	75	717	1	618	0.0	1131
Q9Y5Z4.1	raXP_015988170.1	0.897	205	21	0	1	205	1	205	7.818999999999999e-118	376
Q9Y6G3.1	raXP_036092623.1	0.85	127	19	0	1	127	1	127	1.492e-68	231
XP_054208573.1	raXP_036081259.1	0.824	859	151	0	1	858	1	859	0.0	1482
XP_054220447.1	raXP_016020483.2	0.895	163	17	0	1	163	1	162	4.986e-92	302
EAW70196.1	pvXP_023391721.1	0.79	291	61	0	1	291	1	291	2.956e-142	452
NP_001153583.1	pvXP_011375875.1	0.933	557	37	0	1	557	1	554	0.0	1088
NP_001177793.1	pvXP_011361410.1	0.886	123	14	0	60	182	1	123	1.0340000000000001e-69	237
NP_001179.1	pvXP_023394266.1	0.948	97	5	0	115	211	6	102	1.7329999999999998e-54	194
NP_001184044.1	pvXP_011377392.1	0.908	637	55	0	1	599	1	637	0.0	1189
NP_001186768.2	pvXP_011371114.1	0.989	193	2	0	1	193	1	193	5.702e-124	393
NP_001188.1	pvXP_023391672.1	0.414	153	80	0	6	158	2	139	8.495e-11	65
NP_001274364.1	pvXP_011370152.1	0.93	344	24	0	1	344	15	356	4.263e-192	599
NP_001275684.1	pvXP_011358325.1	0.986	597	8	0	1	597	35	631	0.0	1226
NP_001278360.1	pvXP_011372877.1	0.939	115	7	0	1	114	43	157	1.2609999999999999e-67	226
NP_001289201.1	pvXP_011357535.1	0.908	185	17	0	1	184	1	185	1.541e-101	329
NP_001304107.1	pvXP_023386078.1	0.944	125	7	0	1	125	1	125	7.109e-63	214
NP_001308657.1	pvXP_011356396.1	0.814	458	79	0	1	426	1	458	1.2730000000000001e-225	700
NP_001308926.1	pvXP_011380320.1	0.866	217	29	0	47	263	213	429	3.597e-121	389
NP_001309749.1	pvXP_011378660.1	0.892	176	19	0	1	176	47	222	1.452e-108	348
NP_001310513.1	pvXP_011370455.1	0.909	655	60	0	1	655	133	787	0.0	1228
NP_001317309.1	pvXP_023388172.1	0.992	712	6	0	1	712	1	712	0.0	1396
NP_001339859.1	pvXP_023384270.1	0.932	838	54	0	1	838	227	1022	0.0	1463
NP_001341754.1	pvXP_011363519.1	0.965	803	28	0	1	803	1	803	0.0	1510
NP_001352690.1	pvXP_023394345.1	0.831	77	13	0	32	108	10	86	2.069e-35	135
NP_001361015.1	pvXP_023385543.1	0.944	252	14	0	1	252	168	419	2.7600000000000003e-160	501
NP_001362219.1	pvXP_011354591.1	0.871	39	5	0	54	92	102	140	4.844e-15	74
NP_001363732.1	pvXP_011361182.1	0.854	310	45	0	1	310	1	310	7.297e-178	556
NP_001364194.1	pvXP_011375394.1	0.941	308	18	0	528	833	81	388	8.106e-170	559
NP_001364230.1	pvXP_011375311.1	0.938	457	28	0	1	457	1	457	1.106e-299	915
NP_001365933.1	pvXP_011373441.1	0.982	557	10	0	1	557	1	557	0.0	1131
NP_001372664.1	pvXP_011354168.1	0.61	313	86	0	1	222	1	313	1.123e-112	362
NP_001387053.1	pvXP_011368108.1	0.934	460	30	0	5	464	221	680	9.327999999999999e-266	818
NP_001397864.1	pvXP_011353529.1	0.913	93	8	0	1	93	1	93	3.5410000000000005e-55	190
NP_004322.1	pvXP_023386510.1	0.977	179	4	0	41	219	1	179	1.087e-107	348
NP_004620.1	pvXP_011379756.1	0.805	613	119	0	10	622	14	626	9.916e-312	960
NP_054765.1	pvXP_011382280.1	0.833	258	43	0	1	258	1	257	7.162e-144	454
NP_056195.3	pvXP_023380608.1	0.83	507	80	0	1	469	1	507	5.12e-280	859
NP_057155.1	pvXP_011357779.1	0.839	106	17	0	1	106	1	106	2.661e-48	170
NP_060762.3	pvXP_011359002.1	0.909	387	35	0	1	387	1	387	4.08e-229	716
NP_061764.2	pvXP_011376726.1	0.804	286	55	0	1	284	1	286	7.734e-151	476
NP_115682.1	pvXP_011371894.1	0.927	220	16	0	1	220	1	220	4.573000000000001e-131	415
NP_116205.3	pvXP_023393423.1	0.793	619	128	0	165	783	18	636	3.8160000000000005e-290	906
NP_116784.1	pvXP_011367031.1	0.792	168	35	0	1	168	1	168	7.02e-75	250
NP_203526.1	pvXP_023393699.1	0.847	138	21	0	1	138	1	138	7.59e-74	246
NP_852090.1	pvXP_023380357.1	0.695	161	48	0	1	160	1	161	8.034999999999999e-60	209
O00411.2	pvXP_023376242.1	0.536	906	310	0	274	1179	84	753	7.833e-272	874
O60220.1	pvXP_011382108.1	0.989	97	1	0	1	97	1	97	1.486e-57	196
O60296.2	pvXP_011367459.1	0.882	925	108	0	1	914	1	925	0.0	1531
O75431.1	pvXP_011355318.1	0.981	214	4	0	50	263	1	214	2.385e-140	445
O96008.1	pvXP_011366271.1	0.958	361	15	0	1	361	1	359	1.651e-226	699
P14406.1	pvXP_011381860.1	0.879	83	10	0	1	83	1	83	7.422e-40	145
P20336.1	pvXP_011365103.1	0.99	220	2	0	1	220	1	220	2.057e-143	451
P42765.2	pvXP_011359056.1	0.863	397	54	0	1	397	37	433	7.017999999999999e-227	702
P48507.1	pvXP_023383893.1	0.989	186	2	0	89	274	1	186	3.1959999999999997e-112	364
P49406.2	pvXP_011356384.1	0.835	292	48	0	1	292	1	292	6.429000000000001e-156	491
P52815.2	pvXP_011371998.1	0.867	174	23	0	25	198	4	177	2.777e-84	279
P56181.2	pvXP_023388450.1	0.7	108	32	0	1	108	77	183	2.988e-34	130
P82663.1	pvXP_023384844.1	0.914	129	11	0	45	173	42	170	2.502e-75	252
Q12887.3	pvXP_023385722.1	0.869	443	58	0	1	443	1	441	2.7629999999999998e-257	792
Q13084.4	pvXP_011375050.1	0.874	255	32	0	1	255	1	255	6.182e-150	472
Q13405.1	pvXP_011367097.1	0.873	166	21	0	1	166	1	166	4.02e-97	314
Q13794.1	pvXP_011359378.1	0.888	54	6	0	1	54	1	54	3.815e-23	95
Q15070.4	pvXP_011371069.1	0.807	436	84	0	1	435	48	483	3.462e-231	717
Q15388.1	pvXP_023375547.1	0.988	89	1	0	57	145	27	115	1.6309999999999998e-47	170
Q8IXM3.1	pvXP_011384857.1	0.729	137	36	0	1	137	1	135	9.680999999999999e-60	205
Q8TCC3.1	pvXP_023380994.1	0.832	161	27	0	1	161	1	161	9.977999999999999e-89	290
Q8WV93.2	pvXP_023389171.1	0.967	338	11	0	144	481	1	338	3.278e-213	667
