qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
NP_004589.1	rfXP_032952429.1	0.968	439	14	0	1	439	1	439	1.1790000000000002e-302	923
NP_004941.2	rfXP_032973324.1	0.916	322	27	0	1	322	1	321	1.6710000000000002e-193	601
NP_005005.1	rfXP_032978548.1	0.807	421	80	0	1	421	1	418	5.75e-230	712
NP_005520.4	rfXP_032969663.1	0.895	4403	461	0	1	4391	1	4403	0.0	8279
NP_005798.2	rfXP_032949564.1	0.584	1401	455	0	4	1404	4	1097	0.0	1242
NP_006084.2	rfXP_032975040.1	0.648	225	78	0	1	225	1	223	4.763e-87	289
NP_008966.1	rfXP_032972439.1	0.906	352	33	0	1	352	1	352	9.228e-219	676
NP_008967.1	rfXP_032965673.1	0.836	183	30	0	2	184	3	184	5.226e-101	327
NP_037359.3	rfXP_032955996.1	0.66	2530	708	0	1	2530	1	2082	0.0	3073
NP_054776.1	rfXP_032978550.1	0.929	298	21	0	1	298	5	302	6.834e-180	561
NP_055174.1	rfXP_032949326.1	0.6	244	96	0	5	244	5	248	1.177e-65	232
NP_055582.1	rfXP_032985761.1	0.948	424	22	0	1	424	1	424	2.487e-278	852
NP_057331.2	rfXP_032991389.1	0.78	1245	272	0	1	1238	1	1245	0.0	1886
NP_058646.2	rfXP_032991202.1	0.935	436	28	0	1	436	1	435	6.7169999999999995e-276	846
NP_060150.4	rfXP_032978549.1	0.87	377	48	0	1	377	1	370	4.5089999999999996e-215	667
NP_068589.1	rfXP_032949723.1	0.92	340	27	0	1	339	1	340	1.8599999999999998e-218	674
NP_068767.3	rfXP_032949397.1	0.887	911	102	0	1	911	1	901	0.0	1635
NP_072089.1	rfXP_032964969.1	0.855	476	69	0	6	481	1	476	7.411000000000001e-256	790
NP_075378.1	rfXP_032990851.1	0.947	402	21	0	1	402	4	405	3.532e-263	807
NP_079101.3	rfXP_032990447.1	0.879	488	59	0	12	496	6	493	2.1489999999999998e-277	854
NP_148935.1	rfXP_032978550.1	0.929	298	21	0	1	298	5	302	6.834e-180	561
NP_598010.1	rfXP_032972436.1	0.875	361	45	0	1	359	1	361	2.3340000000000003e-208	646
NP_598011.1	rfXP_032972436.1	0.612	361	97	0	1	250	1	361	2.956e-129	412
NP_598012.1	rfXP_032969925.1	0.557	156	67	0	61	212	215	370	3.752e-49	179
NP_598013.1	rfXP_032978549.1	0.517	85	40	0	88	172	288	371	8.744e-24	103
NP_598014.1	rfXP_032972436.1	0.767	73	16	0	1	71	1	73	2.6379999999999996e-29	114
NP_612490.1	rfXP_032972744.1	0.831	761	127	0	1	761	1	750	0.0	1259
NP_714914.2	rfXP_032971775.1	0.928	613	44	0	49	661	1	613	0.0	1146
NP_839946.1	rfXP_032955859.1	0.81	358	68	0	1	358	31	388	5.409e-200	622
NP_940819.1	rfXP_032949397.1	0.861	649	89	0	1	649	1	639	0.0	1075
NP_958505.1	rfXP_032949121.1	0.885	382	43	0	1	382	1	379	1.549e-222	689
XP_005245472.1	rfXP_032949723.1	0.92	340	27	0	1	339	1	340	1.8599999999999998e-218	674
XP_005259802.1	rfXP_032990793.1	0.754	1346	325	0	1	1321	1	1346	0.0	2021
XP_005259803.1	rfXP_032990793.1	0.754	1346	325	0	1	1321	1	1346	0.0	2021
XP_005268750.1	rfXP_032972436.1	0.875	361	45	0	1	359	1	361	2.3340000000000003e-208	646
XP_005270514.1	rfXP_032971775.1	0.928	613	44	0	1	613	1	613	0.0	1143
XP_005272689.1	rfXP_032964969.1	0.855	476	69	0	6	481	1	476	7.411000000000001e-256	790
XP_006719333.1	rfXP_032972436.1	0.875	361	45	0	1	359	1	361	2.3340000000000003e-208	646
NP_001035249.1	drXP_053767961.1	0.909	433	39	0	1	433	1	431	7.595e-269	825
NP_001119808.1	drXP_053780625.1	0.405	310	176	0	38	347	54	350	8.213e-61	229
NP_001121180.1	drXP_053772254.1	0.576	1363	486	0	1	1363	11	1157	0.0	1172
NP_001121181.1	drXP_053772255.1	0.571	1311	468	0	1	1311	11	1101	0.0	1159
NP_001121182.1	drXP_053772256.1	0.562	1270	459	0	1	1270	1	1050	0.0	1069
NP_001126.3	drXP_053768992.1	0.609	2431	812	0	1	2431	1	2077	0.0	2717
NP_001129076.1	drXP_024427726.3	0.505	185	64	0	5	134	92	276	1.6690000000000001e-46	167
NP_001139726.1	drXP_024412849.3	0.872	488	62	0	10	494	6	493	7.771000000000001e-275	847
NP_001139727.1	drXP_024412849.3	0.7	488	119	0	10	405	6	493	2.347e-205	641
NP_001157569.1	drXP_045053839.2	0.737	2409	629	0	1	2409	1	2393	0.0	3388
NP_001157570.1	drXP_045053840.2	0.659	1335	415	0	1	1335	1	1217	0.0	1637
NP_001180264.1	drXP_045044103.2	0.846	241	36	0	1	241	1	234	1.231e-127	407
NP_001186009.1	drXP_024427000.3	0.939	613	37	0	30	642	1	611	0.0	1139
NP_001186010.1	drXP_024427000.3	0.939	613	37	0	30	642	1	611	0.0	1139
NP_001186011.1	drXP_024427000.3	0.714	611	134	0	49	519	1	611	8.355e-259	801
NP_001191281.1	drXP_053767961.1	0.905	370	35	0	16	385	64	431	2.068e-230	711
NP_001191282.1	drXP_053767961.1	0.911	316	28	0	1	316	116	431	1.86e-197	612
NP_001191283.1	drXP_053767961.1	0.909	344	31	0	1	344	88	431	5.913e-215	664
NP_001191284.1	drXP_053767961.1	0.908	317	29	0	24	340	115	431	5.671e-197	612
NP_001191285.1	drXP_053767961.1	0.822	431	70	0	1	393	1	431	1.112e-236	730
NP_001191287.1	drXP_053767961.1	0.893	310	33	0	1	310	1	308	2.1169999999999998e-190	592
NP_001230174.1	drXP_053780828.1	0.619	142	50	0	80	210	83	224	3.9090000000000003e-56	199
NP_001231879.1	drXP_045051970.2	0.93	429	30	0	1	424	1	429	1.036e-269	827
NP_001238896.1	drXP_053767960.1	0.743	429	87	0	1	338	48	476	1.962e-200	622
NP_001258.2	drXP_053766703.1	0.952	356	17	0	4	359	6	361	3.715e-229	706
NP_001269297.1	drXP_053770075.1	0.64	811	257	0	1	715	1	811	1.1899999999999999e-299	930
NP_001278789.1	drXP_053776224.1	0.888	4404	492	0	1	4392	1	4404	0.0	8209
NP_001554.2	drXP_053770075.1	0.712	811	228	0	1	793	1	811	0.0	1080
NP_001702.1	drXP_024426872.1	0.556	358	156	0	10	367	10	361	5.447e-124	403
NP_001875.1	drXP_024419358.2	0.949	354	18	0	1	354	1	354	3.006e-239	735
NP_001911.1	drXP_024426872.1	0.879	361	43	0	1	359	1	361	2.572e-209	649
NP_002014.2	drXP_024427140.1	0.938	376	23	0	1	376	1	376	3.6019999999999997e-240	739
NP_002336.1	drXP_024414839.1	0.864	339	46	0	1	338	1	339	3.773e-197	613
NP_002716.1	drXP_024427151.1	0.872	382	48	0	1	382	1	379	5.063999999999999e-218	676
NP_002718.2	drXP_024417020.2	0.623	154	54	0	5	158	4	147	1.181e-51	183
NP_002719.3	drXP_053780828.1	0.647	142	50	0	80	221	83	224	7.474e-61	213
NP_004376.2	drXP_045053840.2	0.69	3396	1011	0	1	3396	1	3261	0.0	4356
NP_004377.2	drXP_045051506.2	0.743	1355	339	0	1	1321	1	1355	0.0	1993
NP_004589.1	drXP_053769169.1	0.933	439	29	0	1	439	1	437	5.1480000000000005e-288	881
NP_004941.2	drXP_024415046.3	0.922	322	25	0	1	322	1	320	1.8410000000000002e-194	604
NP_005005.1	drXP_024436535.2	0.814	421	77	0	1	421	1	417	1.314e-231	717
NP_005520.4	drXP_053776224.1	0.888	4404	492	0	1	4391	1	4404	0.0	8213
NP_005798.2	drXP_053772253.1	0.585	1404	493	0	1	1404	1	1188	0.0	1261
NP_006084.2	drXP_053780828.1	0.613	220	85	0	5	224	5	224	9.857999999999999e-88	291
NP_008966.1	drXP_045047519.1	0.897	352	36	0	1	352	1	352	9.453e-216	667
NP_008967.1	drXP_024427726.3	0.715	185	51	0	5	184	92	276	4.075e-85	281
NP_037359.3	drXP_053768992.1	0.642	2530	743	0	1	2530	1	2077	0.0	2965
NP_054776.1	drXP_024436537.1	0.882	298	35	0	1	298	1	297	6.693e-170	532
NP_055174.1	drXP_024428561.2	0.654	332	114	0	1	332	1	331	4.216e-118	384
NP_055582.1	drXP_045051970.2	0.93	429	30	0	1	424	1	429	1.036e-269	827
NP_057331.2	drXP_045049507.2	0.774	1258	280	0	1	1238	1	1258	0.0	1875
NP_058646.2	drXP_053767961.1	0.903	436	42	0	1	436	1	431	7.1769999999999995e-267	820
NP_060150.4	drXP_024436536.2	0.872	377	47	0	1	377	1	370	4.5089999999999996e-215	667
NP_068589.1	drXP_053771450.1	0.935	340	22	0	1	339	1	340	7.046e-222	684
NP_068767.3	drXP_053771477.1	0.889	911	101	0	1	911	1	911	0.0	1633
NP_072089.1	drXP_045043517.2	0.845	474	73	0	6	479	1	474	5.504999999999999e-253	782
NP_075378.1	drXP_045051834.2	0.93	402	28	0	1	402	1	402	1.0499999999999999e-257	791
NP_079101.3	drXP_024412849.3	0.872	488	62	0	12	496	6	493	2.187e-274	846
NP_148935.1	drXP_024436537.1	0.882	298	35	0	1	298	1	297	6.693e-170	532
NP_598010.1	drXP_024426872.1	0.879	361	43	0	1	359	1	361	2.572e-209	649
NP_598011.1	drXP_024426872.1	0.593	361	101	0	1	250	1	361	2.5020000000000003e-124	398
NP_598012.1	drXP_024436536.2	0.5	156	76	0	61	212	216	371	8.688e-48	175
NP_598013.1	drXP_024436536.2	0.505	85	41	0	88	172	288	371	8.744e-24	103
NP_598014.1	drXP_024426872.1	0.684	73	22	0	1	71	1	73	4.893e-25	102
NP_612490.1	drXP_024435139.2	0.807	762	145	0	1	762	1	750	0.0	1225
NP_714914.2	drXP_024427000.3	0.939	613	37	0	49	661	1	611	0.0	1139
NP_839946.1	drXP_053780625.1	0.54	318	145	0	45	360	35	352	5.979e-116	379
NP_940819.1	drXP_053771477.1	0.869	649	85	0	1	649	1	649	0.0	1080
NP_958505.1	drXP_024427151.1	0.872	382	48	0	1	382	1	379	5.063999999999999e-218	676
XP_005245472.1	drXP_053771450.1	0.935	340	22	0	1	339	1	340	7.046e-222	684
XP_005259802.1	drXP_045051506.2	0.743	1355	339	0	1	1321	1	1355	0.0	1993
XP_005259803.1	drXP_045051506.2	0.743	1355	339	0	1	1321	1	1355	0.0	1993
XP_005268750.1	drXP_024426872.1	0.879	361	43	0	1	359	1	361	2.572e-209	649
XP_005270514.1	drXP_024427000.3	0.939	613	37	0	1	613	1	611	0.0	1137
XP_005272689.1	drXP_045043517.2	0.845	474	73	0	6	479	1	474	5.504999999999999e-253	782
XP_006719333.1	drXP_024426872.1	0.879	361	43	0	1	359	1	361	2.572e-209	649
NP_001035249.1	raXP_015976599.1	0.933	434	29	0	1	433	1	434	7.264000000000001e-275	842
NP_001119808.1	raXP_036081396.1	0.934	656	43	0	1	655	1	656	0.0	1354
NP_001121180.1	raXP_036090403.1	0.53	1363	490	0	1	1363	1	1044	0.0	1067
NP_001121181.1	raXP_036090400.1	0.536	1311	442	0	1	1311	1	954	0.0	1065
NP_001121182.1	raXP_036090402.1	0.525	1270	433	0	1	1270	1	913	1.49e-305	975
NP_001126.3	raXP_016007113.2	0.649	2431	709	0	1	2431	1	2021	0.0	2869
NP_001129076.1	raXP_015997833.2	0.594	183	54	0	1	134	1	183	1.2429999999999999e-60	207
NP_001139726.1	raXP_036089716.1	0.883	488	57	0	10	494	6	493	8.279e-282	867
NP_001139727.1	raXP_036089718.1	0.768	329	71	0	98	405	15	343	2.347e-152	488
NP_001157569.1	raXP_036081395.1	0.759	2409	580	0	1	2409	1	2408	0.0	3509
NP_001157570.1	raXP_015978662.2	0.718	1335	359	0	1	1335	1	1274	0.0	1819
NP_001180264.1	raXP_015984329.1	0.838	241	38	0	1	241	1	233	4.91e-125	399
NP_001186009.1	raXP_015975931.2	0.934	613	40	0	30	642	1	613	0.0	1147
NP_001186010.1	raXP_015975931.2	0.934	613	40	0	30	642	1	613	0.0	1147
NP_001186011.1	raXP_015975931.2	0.711	613	136	0	49	519	1	613	7.447e-261	807
NP_001191281.1	raXP_015976599.1	0.929	371	26	0	16	385	64	434	1.3079999999999999e-235	726
NP_001191282.1	raXP_015976600.1	0.924	317	24	0	1	316	29	345	5.274e-198	614
NP_001191283.1	raXP_015976600.1	0.927	345	25	0	1	344	1	345	7.177e-217	670
NP_001191284.1	raXP_015976600.1	0.921	318	25	0	24	340	28	345	1.608e-197	614
NP_001191285.1	raXP_015976599.1	0.843	434	62	0	1	393	1	434	9.643e-242	745
NP_001191287.1	raXP_015976599.1	0.935	310	20	0	1	310	1	310	7.619e-200	619
NP_001230174.1	raXP_016015542.2	0.503	141	66	0	78	211	81	221	6.068e-39	149
NP_001231879.1	raXP_016017797.1	0.952	424	20	0	1	424	1	424	3.756e-279	854
NP_001238896.1	raXP_015976600.1	0.938	276	17	0	64	338	70	345	1.977e-171	539
NP_001258.2	raXP_016013989.1	0.955	359	16	0	1	359	1	359	4.968e-232	715
NP_001269297.1	raXP_015997151.2	0.666	815	240	0	1	719	1	815	2.643e-319	987
NP_001278789.1	raXP_036085696.1	0.9	4380	437	0	22	4392	73	4452	0.0	8296
NP_001554.2	raXP_015997151.2	0.749	815	200	0	1	797	1	815	0.0	1156
NP_001702.1	raXP_015988499.1	0.953	369	17	0	1	368	4	372	4.227e-239	736
NP_001875.1	raXP_015978643.1	0.923	354	27	0	1	354	1	354	5.935999999999999e-233	717
NP_001911.1	raXP_016016000.1	0.91	359	32	0	1	359	1	353	5.083e-216	668
NP_002014.2	raXP_015995182.1	0.946	376	20	0	1	376	1	376	2.1139999999999998e-241	743
NP_002336.1	raXP_016016002.1	0.878	338	41	0	1	337	1	338	2.963e-201	625
NP_002716.1	raXP_015995198.1	0.884	382	44	0	1	382	1	379	4.395e-223	690
NP_002718.2	raXP_015988572.2	0.624	157	55	0	2	158	1	147	1.298e-52	186
NP_002719.3	raXP_016015542.2	0.531	145	66	0	78	222	81	221	1.158e-43	163
NP_004376.2	raXP_015978662.2	0.729	3396	903	0	1	3396	1	3333	0.0	4655
NP_004377.2	raXP_015987902.2	0.757	1359	321	0	1	1321	1	1359	0.0	2034
NP_004589.1	raXP_036081040.1	0.945	439	24	0	1	439	1	439	8.182999999999999e-296	903
NP_004941.2	raXP_016015999.1	0.916	322	27	0	1	322	1	321	2.5230000000000002e-194	604
NP_005005.1	raXP_015984328.1	0.809	421	79	0	1	421	1	417	1.45e-232	720
NP_005520.4	raXP_036085696.1	0.9	4380	437	0	22	4391	73	4452	0.0	8300
NP_005798.2	raXP_036090403.1	0.556	1404	463	0	1	1404	1	1044	0.0	1178
NP_006084.2	raXP_016015542.2	0.582	225	92	0	1	225	1	221	4.093e-79	266
NP_008966.1	raXP_016015994.2	0.909	352	32	0	1	352	1	352	1.148e-217	673
NP_008967.1	raXP_015997833.2	0.832	184	31	0	1	184	1	183	9.822e-101	326
NP_037359.3	raXP_016007110.2	0.667	2530	685	0	1	2530	1	2059	0.0	3052
NP_054776.1	raXP_015984335.1	0.909	298	27	0	1	298	1	298	1.317e-176	551
NP_055174.1	raXP_015995243.2	0.737	332	87	0	1	332	1	330	2.226e-143	457
NP_055582.1	raXP_016017797.1	0.952	424	20	0	1	424	1	424	3.756e-279	854
NP_057331.2	raXP_036074889.1	0.798	1245	250	0	1	1238	1	1245	0.0	1935
NP_058646.2	raXP_015976596.1	0.933	437	29	0	1	436	1	437	1.391e-276	848
NP_060150.4	raXP_015984329.1	0.875	377	46	0	1	377	1	370	1.2789999999999998e-215	668
NP_068589.1	raXP_016021627.2	0.923	340	26	0	1	339	1	340	3.4929999999999997e-218	674
NP_068767.3	raXP_016021670.2	0.879	879	105	0	1	879	1	869	0.0	1574
NP_072089.1	raXP_016012032.2	0.865	476	64	0	6	481	1	475	1.1210000000000001e-256	793
NP_075378.1	raXP_015987807.1	0.94	402	24	0	1	402	1	399	3.617e-260	798
NP_079101.3	raXP_036089716.1	0.883	488	57	0	12	496	6	493	2.3309999999999998e-281	866
NP_148935.1	raXP_015984335.1	0.909	298	27	0	1	298	1	298	1.317e-176	551
NP_598010.1	raXP_016016000.1	0.91	359	32	0	1	359	1	353	5.083e-216	668
NP_598011.1	raXP_016016000.1	0.626	353	93	0	1	250	1	353	5.4090000000000004e-132	420
NP_598012.1	raXP_016016000.1	0.532	353	99	0	1	212	1	353	3.5009999999999995e-103	334
NP_598013.1	raXP_015984329.1	0.517	85	40	0	88	172	288	371	4.671e-24	104
NP_598014.1	raXP_015984329.1	0.388	84	43	0	1	71	1	84	0.0002492	42
NP_612490.1	raXP_015995107.2	0.84	688	109	0	1	688	1	680	0.0	1139
NP_714914.2	raXP_015975931.2	0.934	613	40	0	49	661	1	613	0.0	1147
NP_839946.1	raXP_016007116.1	0.826	358	62	0	1	358	1	358	2.818e-203	632
NP_940819.1	raXP_016021670.2	0.849	649	96	0	1	649	1	639	0.0	1071
NP_958505.1	raXP_015995198.1	0.884	382	44	0	1	382	1	379	4.395e-223	690
XP_005245472.1	raXP_016021627.2	0.923	340	26	0	1	339	1	340	3.4929999999999997e-218	674
XP_005259802.1	raXP_015987902.2	0.757	1359	321	0	1	1321	1	1359	0.0	2034
XP_005259803.1	raXP_015987902.2	0.757	1359	321	0	1	1321	1	1359	0.0	2034
XP_005268750.1	raXP_016016000.1	0.91	359	32	0	1	359	1	353	5.083e-216	668
XP_005270514.1	raXP_015975931.2	0.934	613	40	0	1	613	1	613	0.0	1144
XP_005272689.1	raXP_016012032.2	0.865	476	64	0	6	481	1	475	1.1210000000000001e-256	793
XP_006719333.1	raXP_016016000.1	0.91	359	32	0	1	359	1	353	5.083e-216	668
NP_001035249.1	pvXP_011362021.1	0.944	434	24	0	1	433	1	434	7.102e-278	851
NP_001119808.1	pvXP_011376043.1	0.392	310	180	0	38	347	55	351	7.309e-59	224
NP_001121180.1	pvXP_023389006.1	0.517	1363	498	0	1	1363	1	1032	1.422e-318	1017
NP_001121181.1	pvXP_023389005.1	0.506	1245	428	0	67	1311	97	964	4.199e-277	893
NP_001121182.1	pvXP_023389005.1	0.506	1245	428	0	26	1270	97	964	3.555e-277	892
NP_001126.3	pvXP_023378766.1	0.604	2431	840	0	1	2431	1	2121	0.0	2698
NP_001129076.1	pvXP_011378911.1	0.834	133	22	0	2	134	3	133	1.101e-69	233
NP_001139726.1	pvXP_023381404.1	0.887	496	55	0	10	500	11	506	1.8589999999999998e-286	880
NP_001139727.1	pvXP_023381404.1	0.715	496	114	0	10	411	11	506	9.561e-216	671
NP_001157569.1	pvXP_011376028.1	0.775	2409	541	0	1	2409	1	2404	0.0	3589
NP_001157570.1	pvXP_023378917.1	0.732	1335	345	0	1	1335	4	1292	0.0	1873
NP_001180264.1	pvXP_023378335.1	0.846	241	36	0	1	241	15	247	1.532e-126	404
NP_001186009.1	pvXP_011368769.1	0.933	613	41	0	30	642	1	613	0.0	1148
NP_001186010.1	pvXP_011368769.1	0.933	613	41	0	30	642	1	613	0.0	1148
NP_001186011.1	pvXP_011368769.1	0.707	613	138	0	49	519	1	613	3.969e-261	808
NP_001191281.1	pvXP_011362021.1	0.94	371	22	0	16	385	64	434	3.29e-238	734
NP_001191282.1	pvXP_011362031.1	0.936	317	20	0	1	316	1	317	1.323e-200	621
NP_001191283.1	pvXP_011362025.1	0.939	345	21	0	1	344	1	345	1.802e-219	677
NP_001191284.1	pvXP_011362028.1	0.941	341	20	0	1	340	1	341	4.906999999999999e-215	664
NP_001191285.1	pvXP_011362023.1	0.941	394	23	0	1	393	1	394	3.853e-252	775
NP_001191287.1	pvXP_011362021.1	0.951	310	15	0	1	310	1	310	7.423999999999999e-203	628
NP_001230174.1	pvXP_011377338.1	0.482	221	109	0	1	211	3	223	1.267e-48	177
NP_001231879.1	pvXP_011353496.2	0.95	424	21	0	1	424	112	535	5.148e-279	854
NP_001238896.1	pvXP_011362029.1	0.949	339	17	0	1	338	1	339	5.047e-213	659
NP_001258.2	pvXP_011363358.1	0.955	359	16	0	1	359	1	359	6.808e-232	714
NP_001269297.1	pvXP_011381874.1	0.734	719	186	0	1	719	1	702	1.14e-320	991
NP_001278789.1	pvXP_023385164.1	0.862	4274	564	0	119	4392	17	4105	0.0	7706
NP_001554.2	pvXP_011381874.1	0.743	699	176	0	99	797	17	702	2.161e-315	980
NP_001702.1	pvXP_011373886.1	0.951	351	17	0	1	350	4	354	5.248e-225	695
NP_001875.1	pvXP_011376043.1	0.932	354	24	0	1	354	1	354	1.353e-234	722
NP_001911.1	pvXP_011360072.1	0.924	359	27	0	1	359	1	353	4.965e-219	677
NP_002014.2	pvXP_011371349.1	0.944	376	21	0	1	376	1	376	2.1139999999999998e-241	743
NP_002336.1	pvXP_011360071.1	0.893	339	36	0	1	338	1	339	2.562e-206	639
NP_002716.1	pvXP_011371348.1	0.89	382	42	0	1	382	1	381	2.3410000000000002e-223	691
NP_002718.2	pvXP_011370453.1	0.656	157	50	0	2	158	1	147	1.4259999999999998e-53	188
NP_002719.3	pvXP_011377338.1	0.5	222	110	0	1	222	3	223	6.201999999999999e-53	190
NP_004376.2	pvXP_023378917.1	0.745	3396	852	0	1	3396	4	3347	0.0	4784
NP_004377.2	pvXP_011365016.1	0.766	1339	309	0	1	1321	1	1339	0.0	2035
NP_004589.1	pvXP_011360669.1	0.949	439	22	0	1	439	1	439	9.019e-297	906
NP_004941.2	pvXP_011360068.1	0.928	322	23	0	1	322	1	321	4.1959999999999995e-196	609
NP_005005.1	pvXP_023378333.1	0.84	313	50	0	1	313	1	313	4.0569999999999995e-179	565
NP_005520.4	pvXP_023385164.1	0.862	4273	564	0	119	4391	17	4105	0.0	7710
NP_005798.2	pvXP_023389006.1	0.543	1404	471	0	1	1404	1	1032	0.0	1128
NP_006084.2	pvXP_011377338.1	0.626	225	82	0	1	225	3	223	1.226e-86	287
NP_008966.1	pvXP_011360070.1	0.914	352	30	0	1	352	1	352	4.914e-219	677
NP_008967.1	pvXP_011378910.1	0.842	183	29	0	2	184	3	184	2.028e-101	328
NP_037359.3	pvXP_023378766.1	0.631	2530	782	0	1	2530	1	2121	0.0	2900
NP_054776.1	pvXP_011377249.1	0.908	296	27	0	3	298	61	356	2.536e-173	542
NP_055174.1	pvXP_011371347.1	0.76	334	79	0	1	332	1	334	6.101e-150	476
NP_055582.1	pvXP_011353496.2	0.95	424	21	0	1	424	112	535	5.148e-279	854
NP_057331.2	pvXP_011354002.2	0.791	1252	259	0	1	1241	1	1252	0.0	1928
NP_058646.2	pvXP_011362019.1	0.945	437	24	0	1	436	1	437	1.36e-279	856
NP_060150.4	pvXP_023378335.1	0.883	377	43	0	1	377	15	384	8.281999999999999e-218	675
NP_068589.1	pvXP_023382520.1	0.637	102	36	0	145	245	1	102	1.934e-38	153
NP_068767.3	pvXP_011364679.1	0.877	907	110	0	1	907	1	897	0.0	1616
NP_072089.1	pvXP_011379065.1	0.876	468	58	0	14	481	23	490	5.410000000000001e-256	791
NP_075378.1	pvXP_023390336.1	0.942	401	23	0	2	402	71	468	4.956e-260	798
NP_079101.3	pvXP_023381404.1	0.887	496	55	0	12	502	11	506	5.237e-286	879
NP_148935.1	pvXP_011377249.1	0.908	296	27	0	3	298	61	356	2.536e-173	542
NP_598010.1	pvXP_011360072.1	0.924	359	27	0	1	359	1	353	4.965e-219	677
NP_598011.1	pvXP_011360072.1	0.637	353	90	0	1	250	1	353	1.356e-134	427
NP_598012.1	pvXP_011360072.1	0.537	353	98	0	1	212	1	353	1.091e-104	339
NP_598013.1	pvXP_023378335.1	0.517	85	40	0	88	172	302	385	3.414e-24	104
NP_598014.1	pvXP_011373886.1	0.486	72	31	0	10	71	13	84	6.167e-12	64
NP_612490.1	pvXP_023391670.1	0.835	760	123	0	1	760	72	818	0.0	1259
NP_714914.2	pvXP_011368769.1	0.933	613	41	0	49	661	1	613	0.0	1148
NP_839946.1	pvXP_023382520.1	0.854	103	15	0	163	265	1	103	2.043e-54	201
NP_940819.1	pvXP_011364679.1	0.846	649	98	0	1	649	1	639	0.0	1061
