qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
NP_001239537.1	rfXP_032949362.1	0.855	956	121	0	1	836	1	956	0.0	1690
NP_001240764.1	rfXP_032961435.1	0.945	277	15	0	1	277	1	277	3.593e-176	549
NP_001243028.1	rfXP_032982361.1	0.863	227	30	0	3	229	28	244	4.337e-130	413
NP_001245139.1	rfXP_032976426.1	0.865	357	48	0	1	353	1	357	2.302e-201	626
NP_001254824.1	rfXP_032954256.1	0.845	459	68	0	1	441	1	459	2.964e-246	760
NP_001258875.1	rfXP_032952287.1	0.939	1530	93	0	1	1530	1	1523	0.0	3067
NP_001258966.1	rfXP_032947209.1	0.841	600	95	0	1	600	70	668	0.0	1061
NP_001258975.1	rfXP_032987227.1	0.844	753	117	0	1	753	1	753	0.0	1316
NP_001264198.1	rfXP_032977453.1	0.859	2872	403	0	64	2925	45	2916	0.0	5203
NP_001265571.1	rfXP_032967054.1	0.95	480	23	0	1	470	1	480	0.0	1002
NP_001265841.1	rfXP_032966838.1	0.694	777	216	0	1	706	1	777	1.9779999999999998e-255	801
NP_001265842.1	rfXP_032966838.1	0.666	777	214	0	1	643	1	777	4.399e-231	728
NP_001265843.1	rfXP_032966838.1	0.704	777	207	0	1	700	1	777	9.134e-257	805
NP_001265844.1	rfXP_032966838.1	0.706	777	214	0	1	730	1	777	1.019e-263	827
NP_001265845.1	rfXP_032966838.1	0.664	777	221	0	1	658	1	777	7.4189999999999995e-233	734
NP_001265846.1	rfXP_032966838.1	0.7	777	214	0	1	714	1	777	1.822e-257	808
NP_001269792.1	rfXP_032981642.1	0.695	243	54	0	1	179	1	243	1.87e-106	342
NP_001271246.1	rfXP_032974430.1	0.746	328	77	0	1	303	1	328	8.159e-169	530
NP_001271247.1	rfXP_032974430.1	0.728	328	81	0	1	299	1	328	6.442e-162	510
NP_001273358.1	rfXP_032965186.1	0.954	658	30	0	1	658	1	657	0.0	1370
NP_001273594.1	rfXP_032960782.1	0.948	809	42	0	1	809	1	809	0.0	1557
NP_001273595.1	rfXP_032960786.1	0.911	779	67	0	1	749	1	779	0.0	1425
NP_001273596.1	rfXP_032960789.1	0.909	751	66	0	1	721	1	751	0.0	1370
NP_001275642.1	rfXP_032974860.1	0.922	838	63	0	1	838	1	810	0.0	1723
NP_001275643.1	rfXP_032974860.1	0.886	810	86	0	1	753	1	810	0.0	1595
NP_001276064.1	rfXP_032962192.1	0.971	1526	44	0	1	1525	1	1526	0.0	3191
NP_001276065.1	rfXP_032962193.1	0.971	1522	44	0	1	1521	1	1522	0.0	3182
NP_001277033.1	rfXP_032957677.1	0.632	736	263	0	1	736	1	717	1.3159999999999998e-299	931
NP_001278112.1	rfXP_032961405.1	0.718	558	157	0	1	556	1	558	2.457e-240	750
NP_001384.1	rfXP_032978546.1	0.775	638	140	0	62	699	4	624	2.623e-309	957
NP_001543.2	rfXP_032946332.1	0.957	258	11	0	1	258	1	258	4.281e-175	544
NP_001544.1	rfXP_032961435.1	0.946	282	15	0	1	282	1	282	2.143e-179	558
NP_001545.2	rfXP_032971885.1	0.939	382	23	0	1	381	1	382	1.949e-254	781
NP_001892.1	rfXP_032959304.1	0.934	349	23	0	1	349	1	348	3.7740000000000003e-234	720
NP_001928.2	rfXP_032947952.1	0.91	201	18	0	1	201	1	201	2.3179999999999997e-134	424
NP_001987.2	rfXP_032974027.1	0.879	687	83	0	1	683	1	687	0.0	1331
NP_001989.2	rfXP_032945203.1	0.822	1184	210	0	1	1184	27	1208	0.0	2087
NP_001990.2	rfXP_032967056.1	0.98	2912	58	0	1	2912	1	2912	0.0	6476
NP_002017.1	rfXP_032968613.1	0.908	2381	217	0	1	2355	1	2381	0.0	4567
NP_002151.2	rfXP_032979242.1	0.895	2201	231	0	1	2201	1	2201	0.0	4199
NP_002169.1	rfXP_032974463.1	0.828	239	40	0	1	239	1	236	2.968e-124	397
NP_002281.3	rfXP_032958997.1	0.909	1817	165	0	1	1816	1	1817	0.0	3351
NP_002282.2	rfXP_032944029.1	0.935	1786	116	0	1	1786	10	1794	0.0	3549
NP_002283.3	rfXP_032987599.1	0.897	1801	185	0	1	1798	1	1801	0.0	3422
NP_002284.3	rfXP_032948647.1	0.94	1609	96	0	1	1609	1	1607	0.0	3163
NP_002370.1	rfXP_032970697.1	0.925	496	37	0	1	496	1	496	3.9659999999999996e-297	910
NP_002371.3	rfXP_032982048.1	0.908	956	88	0	1	956	1	956	0.0	1839
NP_002372.1	rfXP_032980971.1	0.879	483	58	0	8	486	3	485	9.567e-285	874
NP_002394.1	rfXP_032970752.1	0.939	183	11	0	1	183	1	183	2.402e-110	353
NP_002395.1	rfXP_032946855.1	0.96	256	10	0	1	255	1	256	6.716e-168	524
NP_002499.2	rfXP_032955333.1	0.865	1238	166	0	10	1247	10	1242	0.0	2292
NP_002505.1	rfXP_032981561.1	0.824	358	63	0	1	357	1	358	1.553e-208	647
NP_002584.2	rfXP_032966031.1	0.874	469	56	0	1	448	1	469	2.1790000000000002e-268	825
NP_003052.2	rfXP_032986858.1	0.96	1534	61	0	1	1534	1	1534	0.0	3152
NP_003053.1	rfXP_032952287.1	0.944	1523	85	0	1	1523	1	1523	0.0	3074
NP_003109.1	rfXP_032952131.1	0.976	303	7	0	1	303	1	303	6.816e-207	639
NP_003237.2	rfXP_032964429.1	0.975	1169	29	0	1	1169	1	1169	0.0	2476
NP_003238.2	rfXP_032956351.1	0.884	1174	136	0	1	1172	1	1174	0.0	2285
NP_003239.2	rfXP_032967151.1	0.933	961	64	0	1	961	1	961	0.0	1894
NP_003276.3	rfXP_032947939.1	0.927	1361	99	0	1	1358	1	1361	0.0	2620
NP_003451.1	rfXP_032957677.1	0.642	745	256	0	1	745	1	717	2.366e-307	954
NP_003471.1	rfXP_032971946.1	0.803	173	33	0	1	173	1	170	6.926e-86	282
NP_003564.2	rfXP_032984557.1	0.919	1483	120	0	107	1587	70	1552	0.0	3027
NP_003604.3	rfXP_032965277.1	0.89	1184	130	0	1	1184	10	1193	0.0	2237
NP_003871.1	rfXP_032958951.1	0.884	354	41	0	1	354	1	353	3.24e-230	709
NP_003872.1	rfXP_032950222.1	0.832	250	42	0	1	250	1	250	6.925e-151	474
NP_003873.1	rfXP_032982457.1	0.888	367	41	0	1	367	1	367	7.392e-242	743
NP_004077.1	rfXP_032963271.1	0.842	553	87	0	1	550	1	553	4.538e-318	974
NP_004397.2	rfXP_032986220.1	0.623	1291	419	0	487	1777	72	1184	0.0	1700
NP_004398.1	rfXP_032961538.1	0.745	521	131	0	1	513	1	521	2.5440000000000002e-191	606
NP_004416.2	rfXP_032948323.1	0.671	573	177	0	1	539	1	573	2.13e-258	801
NP_004458.3	rfXP_032960882.1	0.849	312	47	0	1	312	4	315	6.801e-183	570
NP_004675.3	rfXP_032961537.1	0.725	664	175	0	1	664	1	639	1.122e-291	904
NP_004778.1	rfXP_032962191.1	0.971	1530	44	0	1	1529	1	1530	0.0	3199
NP_004788.1	rfXP_032943463.1	0.819	244	44	0	1	244	1	244	5.103e-131	417
NP_004813.2	rfXP_032946113.1	0.995	604	3	0	1	604	1	604	0.0	1304
NP_004958.2	rfXP_032962144.1	0.786	314	65	0	1	314	1	307	3.302e-122	395
NP_004961.1	rfXP_032956987.1	0.806	605	117	0	1	605	1	605	0.0	1007
NP_005036.2	rfXP_032944034.1	0.961	3460	135	0	1	3460	1	3459	0.0	7240
NP_005088.1	rfXP_032985758.1	0.989	557	6	0	1	557	85	641	0.0	1156
NP_005132.2	rfXP_032991109.1	0.818	485	87	0	15	491	1	485	1.38e-279	859
NP_005413.2	rfXP_032953782.1	0.96	2155	86	0	1	2155	5	2154	0.0	4509
NP_005550.2	rfXP_032943702.1	0.812	3081	578	0	1	3074	1	3081	0.0	5289
NP_005551.3	rfXP_032950485.1	0.811	3684	695	0	15	3694	2	3685	0.0	6335
NP_005553.2	rfXP_032947834.1	0.858	1193	169	0	1	1193	1	1191	0.0	2115
NP_005668.2	rfXP_032988868.1	0.917	458	38	0	1	455	1	458	1.131e-281	863
NP_005702.3	rfXP_032967054.1	0.97	480	14	0	1	480	1	480	0.0	1027
NP_005917.2	rfXP_032964728.1	0.995	439	2	0	1	439	1	439	1.328e-258	796
NP_005918.1	rfXP_032951890.1	0.87	362	47	0	1	362	1	362	3.558e-198	617
NP_005919.2	rfXP_032956267.1	0.588	430	159	0	1	387	1	430	9.87e-162	513
NP_006050.3	rfXP_032979636.1	0.84	1575	252	0	1	1575	1	1575	0.0	2768
NP_006099.2	rfXP_032975564.1	0.969	807	25	0	1	807	1	807	0.0	1674
NP_006148.2	rfXP_032974860.1	0.954	810	37	0	1	810	1	810	0.0	1738
NP_006150.1	rfXP_032974069.1	0.985	816	12	0	1	816	1	816	0.0	1790
NP_006172.1	rfXP_032957634.1	0.917	580	48	0	1	580	1	580	0.0	1139
NP_006298.1	rfXP_032964885.1	0.961	464	18	0	1	464	1	461	1.306e-304	930
NP_006320.2	rfXP_032965388.1	0.944	448	25	0	1	448	1	448	2.034e-313	955
NP_006466.2	rfXP_032960781.1	0.949	836	43	0	1	836	1	836	0.0	1603
NP_006476.2	rfXP_032974027.1	0.868	571	75	0	1	567	1	571	0.0	1112
NP_006477.2	rfXP_032974026.1	0.879	707	85	0	1	703	1	707	0.0	1371
NP_006478.2	rfXP_032974027.1	0.87	570	73	0	1	566	1	570	0.0	1110
NP_006673.1	rfXP_032944561.1	0.886	440	50	0	1	439	1	440	1.105e-269	828
NP_008977.1	rfXP_032981344.1	0.898	1014	103	0	1	1014	1	1014	0.0	1776
NP_009043.1	rfXP_032949362.1	0.976	956	23	0	1	956	1	956	0.0	1978
NP_009046.2	rfXP_032967285.1	0.913	277	24	0	1	277	1	276	1.694e-179	558
NP_009086.4	rfXP_032966818.1	0.777	369	81	0	1	369	50	413	1.021e-193	605
NP_015568.2	rfXP_032986220.1	0.619	1312	432	0	1094	2405	51	1184	0.0	1706
NP_031377.2	rfXP_032961692.1	0.784	1228	262	0	1	1228	1	1215	0.0	1884
NP_031382.2	rfXP_032943926.1	0.774	1787	398	0	1	1760	1	1787	0.0	2935
NP_031387.3	rfXP_032964530.1	0.818	1405	250	0	1	1375	1	1405	0.0	2425
NP_036362.3	rfXP_032966818.1	0.772	110	24	0	77	186	237	343	6.959999999999999e-53	188
NP_036425.1	rfXP_032980644.1	0.892	1479	159	0	1	1479	1	1476	0.0	2777
NP_036577.1	rfXP_032961200.1	0.858	332	47	0	1	331	1	332	2.357e-189	590
NP_037495.1	rfXP_032977949.1	0.92	416	33	0	1	415	1	416	1.339e-263	809
NP_055023.2	rfXP_032961534.1	0.731	1301	347	0	1	1301	1	1290	1.703e-225	741
NP_055279.3	rfXP_032958356.1	0.928	461	33	0	16	476	20	480	7.697e-310	946
NP_055282.1	rfXP_032964464.1	0.954	465	21	0	1	465	1	465	3.215e-316	964
NP_055437.2	rfXP_032954043.1	0.764	784	184	0	1	784	1	781	0.0	1195
NP_055732.2	rfXP_032949209.1	0.97	438	13	0	1	438	1	438	8.21e-303	923
NP_056234.2	rfXP_032971318.1	0.741	2831	732	0	1	2828	1	2831	0.0	4120
NP_056244.2	rfXP_032986344.1	0.741	1277	276	0	8	1075	1	1277	0.0	1782
NP_056328.2	rfXP_032988240.1	0.938	420	26	0	1	420	1	420	9.739999999999999e-281	859
NP_056331.2	rfXP_032976426.1	0.865	357	48	0	1	353	1	357	2.302e-201	626
NP_057525.1	rfXP_032980202.1	0.91	1037	93	0	1	1036	1	1037	0.0	2143
NP_057603.1	rfXP_032961643.1	0.705	442	122	0	6	447	27	439	5.817999999999999e-190	598
NP_058634.4	rfXP_032975455.1	0.976	389	9	0	55	443	41	429	5.457e-277	849
NP_059453.1	rfXP_032970752.1	0.939	183	11	0	1	183	1	183	2.402e-110	353
NP_060029.1	rfXP_032945404.1	0.743	323	81	0	1	323	1	317	6.067e-144	458
NP_060049.2	rfXP_032986220.1	0.619	1312	432	0	1084	2395	51	1184	0.0	1706
NP_060646.2	rfXP_032962260.1	0.978	546	12	0	1	545	1	546	0.0	1093
NP_061486.2	rfXP_032947834.1	0.855	1110	161	0	1	1110	1	1108	0.0	1968
NP_061978.6	rfXP_032951683.1	0.683	4239	1280	0	1	4239	1	4039	0.0	6204
NP_064588.1	rfXP_032961407.1	0.719	527	147	0	1	525	1	527	3.587e-223	698
NP_066548.2	rfXP_032975814.1	0.914	1297	108	0	1	1256	1	1297	0.0	2599
NP_067009.1	rfXP_032955695.1	0.726	532	145	0	1	532	1	531	9.165e-260	805
NP_067052.2	rfXP_032974219.1	0.918	628	51	0	1	628	1	628	0.0	1305
NP_068656.2	rfXP_032991079.1	0.836	435	71	0	1	434	1	435	4.2949999999999996e-257	792
NP_068657.1	rfXP_032991112.1	0.58	641	236	0	1	641	1	564	3.1880000000000005e-207	659
NP_071376.1	rfXP_032949033.1	0.834	1299	215	0	1	1299	1	1296	0.0	2258
NP_071420.1	rfXP_032963165.1	0.976	434	10	0	1	434	1	434	2.577e-293	896
NP_071421.1	rfXP_032956366.1	0.936	457	29	0	1	457	1	455	3.636e-292	894
NP_071425.3	rfXP_032985162.1	0.618	199	65	0	1	171	1	199	1.458e-79	267
NP_071447.1	rfXP_032971321.1	0.908	362	33	0	106	467	1	358	1.262e-235	731
NP_073155.2	rfXP_032948324.1	0.631	448	152	0	1	414	1	448	3.811e-181	571
NP_073745.2	rfXP_032970772.1	0.791	445	87	0	1	445	1	415	1.334e-217	678
NP_077300.3	rfXP_032974430.1	0.797	331	66	0	1	331	1	328	1.369e-186	583
NP_078850.3	rfXP_032990795.1	0.917	568	47	0	1	568	1	568	0.0	1071
NP_079032.2	rfXP_032987007.1	0.745	949	237	0	1	949	1	932	0.0	1342
NP_079093.2	rfXP_032965186.1	0.942	644	37	0	375	1018	15	657	0.0	1328
NP_079350.5	rfXP_032962429.1	0.891	4012	437	0	1	4012	1	4011	0.0	7584
NP_079534.2	rfXP_032958829.1	0.876	834	103	0	1	833	1	834	0.0	1480
NP_085072.2	rfXP_032982051.1	0.909	937	85	0	1	937	1	937	0.0	1806
NP_085080.1	rfXP_032950147.1	0.871	583	70	0	1	540	1	583	0.0	1006
NP_085095.1	rfXP_032950147.1	0.809	583	95	0	1	499	1	583	1.805e-294	903
NP_113649.1	rfXP_032982332.1	0.942	500	29	0	1	500	1	500	0.0	1037
NP_113664.1	rfXP_032985085.1	0.891	497	54	0	1	497	1	497	4.364e-320	977
NP_114141.2	rfXP_032949252.1	0.916	5635	473	0	1	5635	1	5635	0.0	10855
NP_114437.2	rfXP_032943690.1	0.794	1089	217	0	1	1053	1	1089	0.0	1697
NP_115823.3	rfXP_032989269.1	0.843	2854	440	0	1	2803	1	2854	0.0	5551
NP_115859.2	rfXP_032979991.1	0.46	211	112	0	456	663	112	322	1.815e-49	195
NP_115921.2	rfXP_032958960.1	0.73	1894	507	0	1	1894	1	1877	0.0	2575
NP_115925.2	rfXP_032979166.1	0.949	530	27	0	1	529	1	530	0.0	1120
NP_116173.2	rfXP_032959564.1	0.941	273	16	0	1	272	1	273	2.1939999999999996e-171	535
NP_443078.1	rfXP_032950512.1	0.86	766	107	0	1	766	1	766	0.0	1300
NP_443204.1	rfXP_032989207.1	0.727	349	94	0	1	346	1	349	9.098000000000001e-160	505
NP_444506.2	rfXP_032981535.1	0.842	693	106	0	1	693	1	671	0.0	1174
NP_473375.2	rfXP_032968622.1	0.929	653	46	0	1	653	1	651	0.0	1395
