qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
NP_476505.3	rfXP_032968079.1	0.812	1000	188	0	31	1030	231	1230	0.0	1621
NP_476506.3	rfXP_032968079.1	0.822	1231	219	0	1	1231	1	1230	0.0	2008
NP_476507.3	rfXP_032968079.1	0.77	2730	584	0	31	2570	231	2960	0.0	4098
NP_476508.2	rfXP_032968079.1	0.836	2971	485	0	1	2971	1	2960	0.0	4924
NP_478054.2	rfXP_032986514.1	0.918	821	67	0	1	821	1	820	0.0	1511
NP_478055.2	rfXP_032986514.1	0.918	822	67	0	1	822	1	821	0.0	1512
NP_511040.2	rfXP_032959383.1	0.874	653	82	0	24	676	267	919	0.0	1120
NP_542196.2	rfXP_032948922.1	0.968	1818	58	0	1	1818	1	1818	0.0	3448
NP_542197.3	rfXP_032948927.1	0.955	1690	76	0	1	1690	1	1682	0.0	3143
NP_542376.2	rfXP_032955932.1	0.927	1878	137	0	21	1896	1185	3062	0.0	3570
NP_542410.2	rfXP_032958548.1	0.953	1629	77	0	1	1629	1	1629	0.0	3012
NP_542411.2	rfXP_032958540.1	0.951	1736	85	0	1	1736	1	1736	0.0	3206
NP_542412.2	rfXP_032958547.1	0.952	1650	79	0	1	1650	1	1650	0.0	3040
NP_542988.3	rfXP_032986764.1	0.834	562	87	0	120	645	27	588	5.52e-287	889
NP_542990.3	rfXP_032986764.1	0.866	584	74	0	136	686	5	588	1.488e-309	957
NP_542991.3	rfXP_032986764.1	0.815	584	103	0	136	695	5	588	3.154e-288	896
NP_542992.3	rfXP_032986764.1	0.811	584	101	0	136	668	5	588	2.0679999999999998e-283	880
NP_542995.3	rfXP_032985865.1	0.862	124	17	0	1	124	1	124	2.378e-52	203
NP_569712.2	rfXP_032982342.1	0.749	1333	324	0	3	1335	207	1499	0.0	1923
NP_597714.2	rfXP_032965701.1	0.927	439	32	0	1	439	1	436	3.0969999999999996e-257	792
NP_690848.1	rfXP_032982835.1	0.867	1623	212	0	4	1626	21	1616	0.0	2701
NP_690850.2	rfXP_032969176.1	0.861	1714	237	0	1	1714	1	1705	0.0	2874
NP_694996.5	rfXP_032987384.1	0.785	2526	543	0	1	2525	1	2526	0.0	3972
NP_775736.2	rfXP_032952659.1	0.889	521	57	0	20	540	20	531	1.2509999999999999e-281	868
NP_942014.1	rfXP_032962209.1	0.81	668	124	0	1	654	1	668	0.0	1044
XP_005246122.1	rfXP_032968079.1	0.777	2931	611	0	237	2977	30	2960	0.0	4440
XP_005246338.1	rfXP_032967925.1	0.823	1684	298	0	6	1688	3	1686	0.0	2689
XP_005247178.1	rfXP_032987662.1	0.82	2262	407	0	2	2263	1	2262	0.0	3699
XP_005250867.1	rfXP_032982835.1	0.878	1603	195	0	4	1606	21	1616	0.0	2711
XP_005251116.1	rfXP_032982810.1	0.916	1780	149	0	1	1780	1	1777	0.0	3306
XP_005270535.1	rfXP_032971739.1	0.96	638	25	0	66	703	1	638	0.0	1195
XP_005270536.1	rfXP_032971739.1	0.96	638	25	0	1	638	1	638	0.0	1194
XP_006710428.1	rfXP_032971591.1	0.877	687	84	0	3	689	2	688	0.0	1148
XP_006715395.1	rfXP_032958570.1	0.902	680	67	0	1	680	1	680	0.0	1185
XP_006715396.1	rfXP_032958570.1	0.902	680	67	0	1	680	1	680	0.0	1185
XP_006716576.1	rfXP_032982835.1	0.726	1596	360	0	4	1319	21	1616	0.0	2117
XP_006716714.1	rfXP_032982809.1	0.916	1796	151	0	1	1796	1	1793	0.0	3335
XP_006724679.1	rfXP_032968793.1	0.927	1691	123	0	1	1691	1	1690	0.0	3018
NP_000079.2	drXP_045038435.2	0.953	1464	69	0	1	1464	1	1459	0.0	2649
NP_000080.2	drXP_053782700.1	0.909	1368	124	0	1	1366	1	1368	0.0	2374
NP_000081.1	drXP_024419904.1	0.884	1467	170	0	1	1466	1	1467	0.0	2451
NP_000082.2	drXP_024419626.2	0.804	1674	327	0	1	1669	1	1674	0.0	2631
NP_000083.3	drXP_053775118.1	0.798	1684	340	0	8	1690	3	1686	0.0	2580
NP_000084.3	drXP_053775060.1	0.939	1846	112	0	1	1838	1	1846	0.0	3405
NP_000085.1	drXP_053785887.1	0.846	2931	451	0	1	2931	1	2929	0.0	4747
NP_000384.2	drXP_024419757.2	0.961	1499	58	0	1	1499	1	1499	0.0	2833
NP_000484.2	drXP_045044630.2	0.899	679	68	0	2	680	1	673	0.0	1188
NP_000485.3	drXP_024411423.2	0.798	1497	292	0	1	1497	1	1449	0.0	2200
NP_000486.1	drXP_024407383.2	0.918	1684	138	0	2	1685	4	1687	0.0	2999
NP_001032852.2	drXP_024432934.2	0.847	1138	172	0	1	1125	1	1138	0.0	1893
NP_001096078.1	drXP_024421677.2	0.835	2262	373	0	2	2263	3	2264	0.0	3797
NP_001123575.1	drXP_053779412.1	0.714	615	162	0	103	717	27	593	1.5079999999999998e-257	808
NP_001157243.1	drXP_053770286.1	0.3	148	102	0	47	192	75	222	1.394e-11	71
NP_001177638.1	drXP_024425845.2	0.956	1767	78	0	1	1767	8	1773	0.0	3312
NP_001243003.1	drXP_053779441.1	0.903	177	16	0	460	627	1	177	6.984e-89	313
NP_001265227.1	drXP_053786320.1	0.748	2611	656	0	1	2611	1	2605	0.0	3934
NP_001265492.1	drXP_053786399.1	0.907	441	41	0	1	441	1	437	8.081e-253	779
NP_001274688.1	drXP_024407405.2	0.739	1654	423	0	45	1666	6	1659	0.0	2295
NP_001274689.1	drXP_024407405.2	0.721	1654	443	0	45	1633	6	1659	0.0	2217
NP_001835.3	drXP_024431366.1	0.979	1487	31	0	1	1487	1	1487	0.0	2806
NP_001836.2	drXP_053772292.1	0.886	1670	190	0	1	1669	1	1670	0.0	2938
NP_001837.2	drXP_045042595.2	0.827	1712	296	0	1	1712	1	1711	0.0	2819
NP_001838.2	drXP_024407405.2	0.752	1654	408	0	46	1691	6	1659	0.0	2351
NP_001839.2	drXP_053773797.1	0.901	1028	102	0	1	1028	1	1027	0.0	1879
NP_001840.3	drXP_045052603.1	0.896	821	85	0	1	821	1	820	0.0	1475
NP_001841.2	drXP_024413955.2	0.94	744	45	0	1	744	1	743	0.0	1377
NP_001842.3	drXP_024432394.2	0.921	653	52	0	267	919	26	678	0.0	1168
NP_001843.1	drXP_053777311.1	0.915	687	58	0	3	689	2	688	0.0	1201
NP_001844.3	drXP_053782154.1	0.889	680	75	0	8	684	4	683	0.0	1131
NP_001845.3	drXP_024425844.2	0.954	1806	83	0	1	1806	8	1812	0.0	3378
NP_001846.3	drXP_053778267.1	0.77	1388	317	0	1	1388	1	1380	0.0	2063
NP_001847.3	drXP_045046700.2	0.87	1625	208	0	1	1604	1	1625	0.0	2796
NP_001849.2	drXP_045040812.2	0.854	1138	163	0	4	1141	53	1167	0.0	1922
NP_004360.2	drXP_024419969.2	0.807	3177	609	0	1	3177	1	3159	0.0	5094
NP_004361.3	drXP_053769944.1	0.934	3065	202	0	1	3063	1	3065	0.0	5816
NP_005193.1	drXP_053776911.1	0.96	638	25	0	66	703	1	638	0.0	1200
NP_056534.2	drXP_045048476.2	0.877	1748	215	0	1	1745	1	1748	0.0	2949
NP_065084.2	drXP_024413955.2	0.94	744	45	0	1	744	1	743	0.0	1377
NP_065933.2	drXP_053783376.1	0.722	1316	351	0	8	1270	47	1362	0.0	1826
NP_066933.1	drXP_045037614.2	0.906	1769	166	0	1	1769	1	1768	0.0	3252
NP_085059.2	drXP_053773720.1	0.757	1300	313	0	216	1515	36	1324	0.0	1919
NP_110447.2	drXP_053770284.1	0.894	967	101	0	1	957	1	967	0.0	1731
NP_115907.2	drXP_053779442.1	0.854	213	29	0	236	448	22	219	6.097e-99	343
NP_116277.2	drXP_053777376.1	0.861	1860	256	0	1	1860	1	1842	0.0	3072
NP_149162.2	drXP_024431366.1	0.934	1487	94	0	1	1418	1	1487	0.0	2629
NP_203699.1	drXP_024407383.2	0.914	1690	145	0	2	1691	4	1687	0.0	2993
NP_378667.1	drXP_024407405.2	0.752	1654	408	0	45	1690	6	1659	0.0	2351
NP_476505.3	drXP_024419969.2	0.786	1000	213	0	31	1030	437	1434	0.0	1567
NP_476506.3	drXP_024419969.2	0.796	1209	246	0	23	1231	228	1434	0.0	1903
NP_476507.3	drXP_024419969.2	0.739	2723	663	0	31	2570	437	3159	0.0	3942
NP_476508.2	drXP_024419969.2	0.803	2949	577	0	23	2971	228	3159	0.0	4701
NP_478054.2	drXP_045052603.1	0.896	918	95	0	1	918	1	917	0.0	1648
NP_478055.2	drXP_024418278.1	0.896	822	85	0	1	822	1	821	0.0	1476
NP_511040.2	drXP_024432393.2	0.923	653	50	0	24	676	268	920	0.0	1172
NP_542196.2	drXP_024425843.2	0.953	1818	85	0	1	1818	8	1824	0.0	3381
NP_542197.3	drXP_024425845.2	0.911	1766	150	0	1	1690	8	1773	0.0	3088
NP_542376.2	drXP_053769944.1	0.932	1881	128	0	21	1899	1185	3065	0.0	3586
NP_542410.2	drXP_024413489.2	0.952	1629	78	0	1	1629	1	1629	0.0	3010
NP_542411.2	drXP_024413487.2	0.946	1736	94	0	1	1736	1	1736	0.0	3188
NP_542412.2	drXP_024413489.2	0.94	1650	98	0	1	1650	1	1629	0.0	2998
NP_542988.3	drXP_053779412.1	0.71	526	146	0	120	645	89	593	7.997999999999999e-224	707
NP_542990.3	drXP_053779412.1	0.733	584	151	0	103	686	27	593	1.302e-256	804
NP_542991.3	drXP_053779412.1	0.738	593	148	0	103	695	27	593	1.391e-262	822
NP_542992.3	drXP_053779412.1	0.733	567	151	0	103	668	27	593	9.249000000000001e-258	806
NP_542995.3	drXP_053779412.1	0.726	567	139	0	103	610	27	593	6.445e-242	757
NP_569712.2	drXP_053773720.1	0.757	1335	321	0	1	1335	1	1324	0.0	1960
NP_597714.2	drXP_053786399.1	0.911	439	39	0	1	439	1	437	1.6839999999999999e-254	784
NP_690848.1	drXP_045037691.2	0.845	1626	246	0	1	1626	1	1590	0.0	2632
NP_690850.2	drXP_024421119.2	0.841	1675	265	0	40	1714	3	1672	0.0	2745
NP_694996.5	drXP_053786320.1	0.755	2526	618	0	1	2525	1	2526	0.0	3846
NP_775736.2	drXP_045041661.1	0.862	543	74	0	1	540	1	543	1.271e-278	859
NP_942014.1	drXP_053779442.1	0.854	213	29	0	236	448	22	219	8.730000000000001e-99	343
XP_005246122.1	drXP_024419969.2	0.755	3159	729	0	1	2977	1	3159	0.0	4670
XP_005246338.1	drXP_053775118.1	0.798	1684	340	0	8	1690	3	1686	0.0	2580
XP_005247178.1	drXP_024421677.2	0.835	2262	373	0	2	2263	3	2264	0.0	3797
XP_005250867.1	drXP_045037691.2	0.855	1606	230	0	1	1606	1	1590	0.0	2643
XP_005251116.1	drXP_045037614.2	0.906	1780	167	0	1	1780	1	1779	0.0	3276
XP_005270535.1	drXP_053776911.1	0.96	638	25	0	66	703	1	638	0.0	1200
XP_005270536.1	drXP_053776911.1	0.96	638	25	0	1	638	1	638	0.0	1200
XP_006710428.1	drXP_053777311.1	0.915	687	58	0	3	689	2	688	0.0	1201
XP_006715395.1	drXP_045044630.2	0.899	679	68	0	2	680	1	673	0.0	1188
XP_006715396.1	drXP_045044630.2	0.899	679	68	0	2	680	1	673	0.0	1188
XP_006716576.1	drXP_045037691.2	0.705	1590	389	0	1	1319	1	1590	0.0	2048
XP_006716714.1	drXP_045037614.2	0.906	1769	166	0	1	1769	1	1768	0.0	3252
XP_006724679.1	drXP_024407383.2	0.914	1690	145	0	2	1691	4	1687	0.0	2993
NP_000079.2	raXP_016014028.2	0.963	1464	54	0	1	1464	1	1459	0.0	2678
NP_000080.2	raXP_016016355.1	0.928	1366	98	0	1	1366	1	1366	0.0	2424
NP_000081.1	raXP_016004629.2	0.903	1466	142	0	1	1466	1	1466	0.0	2495
NP_000082.2	raXP_036093145.1	0.818	1680	304	0	1	1670	1	1680	0.0	2703
NP_000083.3	raXP_015974317.2	0.831	1599	270	0	93	1690	1	1599	0.0	2572
NP_000084.3	raXP_015984270.2	0.948	1842	96	0	1	1838	1	1842	0.0	3433
NP_000085.1	raXP_036075917.1	0.867	2943	390	0	1	2943	1	2936	0.0	4897
NP_000384.2	raXP_016004417.1	0.972	1499	42	0	1	1499	1	1498	0.0	2846
NP_000484.2	raXP_016019105.1	0.911	680	60	0	1	680	1	680	0.0	1194
NP_000485.3	raXP_016009945.2	0.839	1516	241	0	1	1497	1	1516	0.0	2355
NP_000486.1	raXP_036083075.1	0.928	1685	121	0	1	1685	1	1685	0.0	3033
NP_001032852.2	raXP_015989164.2	0.846	1148	173	0	1	1125	1	1148	0.0	1900
NP_001096078.1	raXP_015995750.2	0.836	2220	363	0	2	2221	3	2215	0.0	3705
NP_001123575.1	raXP_015976549.1	0.889	717	76	0	1	717	1	686	0.0	1196
NP_001177638.1	raXP_036091025.1	0.95	1806	88	0	1	1767	1	1806	0.0	3361
NP_001243003.1	raXP_036083520.1	0.92	653	51	0	1	644	1	653	0.0	1153
NP_001265227.1	raXP_015995747.2	0.776	2612	585	0	1	2612	1	2612	0.0	4060
NP_001265492.1	raXP_016001994.1	0.918	441	36	0	1	441	1	436	4.748e-254	783
NP_001274688.1	raXP_036083076.1	0.804	1686	326	0	1	1665	1	1686	0.0	2635
NP_001274689.1	raXP_036083076.1	0.786	1686	349	0	1	1632	1	1686	0.0	2556
NP_001835.3	raXP_015980006.2	0.979	1487	31	0	1	1487	1	1487	0.0	2808
NP_001836.2	raXP_016000744.1	0.902	1669	163	0	1	1669	1	1669	0.0	2982
NP_001837.2	raXP_036084700.1	0.847	1712	261	0	1	1712	1	1710	0.0	2882
NP_001838.2	raXP_036083076.1	0.816	1686	309	0	5	1690	4	1686	0.0	2684
NP_001839.2	raXP_015999036.2	0.895	1026	107	0	1	1026	1	1024	0.0	1851
NP_001840.3	raXP_036094007.1	0.922	816	64	0	6	821	6	821	0.0	1519
NP_001841.2	raXP_016000182.1	0.927	744	54	0	1	744	1	743	0.0	1354
NP_001842.3	raXP_036075030.1	0.937	654	41	0	267	920	26	679	0.0	1197
NP_001843.1	raXP_015995547.2	0.928	687	49	0	3	689	2	688	0.0	1226
NP_001844.3	raXP_015989097.2	0.908	681	62	0	8	684	4	684	0.0	1159
NP_001845.3	raXP_036091025.1	0.97	1806	54	0	1	1806	1	1806	0.0	3448
NP_001846.3	raXP_036095020.1	0.787	1388	289	0	1	1388	1	1358	0.0	2110
NP_001847.3	raXP_016005877.2	0.892	1625	173	0	1	1604	1	1625	0.0	2876
NP_001849.2	raXP_036075015.1	0.875	1141	140	0	1	1141	1	1121	0.0	1993
NP_004360.2	raXP_036092334.1	0.815	2941	544	0	237	3177	30	2968	0.0	4787
NP_004361.3	raXP_015997170.2	0.947	3065	162	0	1	3063	1	3065	0.0	5884
NP_005193.1	raXP_036087596.1	0.947	704	37	0	3	703	3	706	0.0	1300
NP_056534.2	raXP_016008923.2	0.869	1747	228	0	1	1745	1	1747	0.0	2910
NP_065084.2	raXP_016000182.1	0.927	744	54	0	1	744	1	743	0.0	1354
NP_065933.2	raXP_015991587.2	0.703	1236	342	0	1	1236	1	1152	0.0	1667
NP_066933.1	raXP_016011995.2	0.913	1796	156	0	1	1796	1	1796	0.0	3318
NP_085059.2	raXP_036093982.1	0.742	1301	333	0	216	1516	84	1374	0.0	1882
NP_110447.2	raXP_016001172.2	0.903	957	93	0	1	957	1	957	0.0	1747
NP_115907.2	raXP_036083520.1	0.818	653	116	0	1	641	1	653	0.0	1024
NP_116277.2	raXP_016008109.2	0.888	1860	207	0	1	1860	1	1847	0.0	3199
NP_149162.2	raXP_036093296.1	0.982	1418	26	0	1	1418	1	1418	0.0	2663
NP_203699.1	raXP_036083071.1	0.929	1691	120	0	1	1691	1	1691	0.0	3045
NP_378667.1	raXP_036083076.1	0.817	1689	308	0	1	1689	1	1686	0.0	2691
NP_476505.3	raXP_036092334.1	0.819	1003	181	0	31	1030	231	1233	0.0	1652
NP_476506.3	raXP_036092334.1	0.829	1233	210	0	1	1231	1	1233	0.0	2039
NP_476507.3	raXP_036092332.1	0.805	2540	495	0	31	2570	468	3005	0.0	4086
NP_476508.2	raXP_036092334.1	0.814	2971	552	0	1	2971	1	2968	0.0	4827
NP_478054.2	raXP_036094006.1	0.922	816	64	0	6	821	6	821	0.0	1518
NP_478055.2	raXP_036094006.1	0.922	817	64	0	6	822	6	822	0.0	1519
NP_511040.2	raXP_036075033.1	0.942	346	20	0	24	369	267	612	1.33e-198	635
NP_542196.2	raXP_036091026.1	0.969	1818	56	0	1	1818	1	1818	0.0	3451
NP_542197.3	raXP_036091025.1	0.91	1806	152	0	1	1690	1	1806	0.0	3176
NP_542376.2	raXP_015997170.2	0.951	1881	92	0	21	1899	1185	3065	0.0	3644
NP_542410.2	raXP_016002516.2	0.961	1629	63	0	1	1629	1	1629	0.0	3045
NP_542411.2	raXP_016002514.2	0.952	1736	83	0	1	1736	1	1736	0.0	3216
NP_542412.2	raXP_016002516.2	0.949	1650	83	0	1	1650	1	1629	0.0	3032
NP_542988.3	raXP_015976549.1	0.845	686	100	0	1	645	1	686	0.0	1090
NP_542990.3	raXP_015976549.1	0.93	686	48	0	1	686	1	686	0.0	1219
NP_542991.3	raXP_015976549.1	0.885	695	79	0	1	695	1	686	0.0	1158
NP_542992.3	raXP_015976549.1	0.883	686	78	0	1	668	1	686	0.0	1139
NP_542995.3	raXP_015976549.1	0.801	686	121	0	1	610	1	686	0.0	998
NP_569712.2	raXP_015999024.2	0.753	1312	315	0	25	1336	202	1479	0.0	1896
NP_597714.2	raXP_016001994.1	0.922	439	34	0	1	439	1	436	9.896000000000001e-256	788
NP_690848.1	raXP_016019780.2	0.836	1625	262	0	2	1626	11	1610	0.0	2597
NP_690850.2	raXP_036091812.1	0.875	1397	175	0	318	1714	39	1435	0.0	2394
NP_694996.5	raXP_015995747.2	0.782	2526	550	0	1	2526	1	2526	0.0	3957
NP_775736.2	raXP_016013857.2	0.844	540	78	0	1	540	1	504	8.915e-266	822
NP_942014.1	raXP_036083520.1	0.817	627	112	0	1	615	1	627	2.325e-318	981
XP_005246122.1	raXP_036092332.1	0.807	2977	574	0	1	2977	32	3005	0.0	4780
XP_005246338.1	raXP_015974317.2	0.831	1599	270	0	93	1690	1	1599	0.0	2572
XP_005247178.1	raXP_015995750.2	0.836	2220	363	0	2	2221	3	2215	0.0	3705
XP_005250867.1	raXP_016019780.2	0.847	1605	245	0	2	1606	11	1610	0.0	2608
XP_005251116.1	raXP_016012023.2	0.913	1780	155	0	1	1780	1	1780	0.0	3289
XP_005270535.1	raXP_036087596.1	0.947	704	37	0	3	703	3	706	0.0	1300
XP_005270536.1	raXP_036087596.1	0.96	638	25	0	1	638	69	706	0.0	1196
XP_006710428.1	raXP_015995547.2	0.928	687	49	0	3	689	2	688	0.0	1226
XP_006715395.1	raXP_016019105.1	0.911	680	60	0	1	680	1	680	0.0	1194
XP_006715396.1	raXP_016019105.1	0.911	680	60	0	1	680	1	680	0.0	1194
XP_006716576.1	raXP_016019780.2	0.701	1600	394	0	2	1319	11	1610	0.0	2029
XP_006716714.1	raXP_016011995.2	0.913	1796	156	0	1	1796	1	1796	0.0	3318
XP_006724679.1	raXP_036083071.1	0.929	1691	120	0	1	1691	1	1691	0.0	3045
NP_000079.2	pvXP_023389275.1	0.864	1464	183	0	1	1464	1	1348	0.0	2331
NP_000080.2	pvXP_023388917.1	0.932	1366	93	0	1	1366	1	1366	0.0	2432
NP_000081.1	pvXP_011354613.1	0.918	1467	120	0	1	1466	1	1467	0.0	2552
NP_000082.2	pvXP_011362401.1	0.779	1623	337	0	48	1670	116	1640	0.0	2440
NP_000083.3	pvXP_023388706.1	0.779	1687	370	0	4	1690	1	1677	0.0	2468
NP_000084.3	pvXP_023376824.1	0.819	1842	330	0	15	1838	60	1901	0.0	2952
NP_000085.1	pvXP_011373754.1	0.84	2943	452	0	1	2943	1	2825	0.0	4713
NP_000384.2	pvXP_011354575.1	0.895	1499	145	0	1	1499	1	1379	0.0	2579
NP_000484.2	pvXP_011363082.1	0.911	680	60	0	1	680	1	680	0.0	1195
NP_000485.3	pvXP_023388492.1	0.792	1497	307	0	1	1497	1	1478	0.0	2198
NP_000486.1	pvXP_011372618.1	0.948	367	19	0	1319	1685	1	367	2.0479999999999998e-215	725
NP_001032852.2	pvXP_011362935.1	0.846	1125	170	0	1	1125	1	1104	0.0	1860
NP_001096078.1	pvXP_011353063.1	0.839	2259	363	0	2	2260	3	2260	0.0	3802
NP_001123575.1	pvXP_011370487.1	0.733	555	148	0	163	717	153	707	3.2289999999999998e-229	726
NP_001177638.1	pvXP_011366519.1	0.952	1806	85	0	1	1767	1	1806	0.0	3367
NP_001243003.1	pvXP_023387182.1	0.885	627	68	0	1	627	1	589	0.0	1050
NP_001265227.1	pvXP_011383332.1	0.787	2612	556	0	1	2612	1	2612	0.0	4130
NP_001265492.1	pvXP_011369883.1	0.869	441	57	0	1	441	1	438	1.003e-235	730
NP_001274688.1	pvXP_023389915.1	0.756	1666	387	0	1	1666	1	1586	0.0	2426
NP_001274689.1	pvXP_023389915.1	0.738	1633	415	0	1	1633	1	1586	0.0	2348
NP_001835.3	pvXP_023391169.1	0.969	1487	46	0	1	1487	1	1469	0.0	2766
NP_001836.2	pvXP_023375539.1	0.904	1605	154	0	65	1669	1	1605	0.0	2874
NP_001837.2	pvXP_011372233.1	0.853	1712	252	0	1	1712	1	1712	0.0	2912
NP_001838.2	pvXP_023389915.1	0.768	1687	367	0	5	1691	4	1586	0.0	2475
NP_001839.2	pvXP_023379525.1	0.786	666	129	0	16	681	2	603	0.0	1024
NP_001840.3	pvXP_011385878.1	0.982	226	4	0	595	820	1	226	5.187e-135	463
NP_001841.2	pvXP_011352819.1	0.934	744	49	0	1	744	1	743	0.0	1367
NP_001842.3	pvXP_023386970.1	0.924	914	69	0	7	920	1	914	0.0	1693
NP_001843.1	pvXP_011376275.1	0.931	687	47	0	3	689	2	688	0.0	1226
NP_001844.3	pvXP_023375667.1	0.906	525	49	0	8	528	4	528	1.5979999999999998e-286	890
NP_001845.3	pvXP_011366519.1	0.972	1806	51	0	1	1806	1	1806	0.0	3454
NP_001846.3	pvXP_023390003.1	0.724	1371	354	0	1	1371	1	1282	0.0	1890
NP_001847.3	pvXP_023385040.1	0.896	1566	161	0	60	1604	1	1566	0.0	2777
NP_001849.2	pvXP_011359498.1	0.885	1139	131	0	1	1139	1	1138	0.0	2018
NP_004360.2	pvXP_023382380.1	0.811	2110	394	0	1	2110	1	2084	0.0	3398
NP_004361.3	pvXP_023380870.1	0.877	3060	359	0	1	3060	1	2916	0.0	5361
NP_005193.1	pvXP_023385139.1	0.962	638	24	0	66	703	1	638	0.0	1199
NP_056534.2	pvXP_023379166.1	0.881	1718	204	0	28	1745	24	1741	0.0	2920
NP_065084.2	pvXP_011352819.1	0.934	744	49	0	1	744	1	743	0.0	1367
NP_065933.2	pvXP_023375668.1	0.642	1359	455	0	1	1272	1	1359	0.0	1586
NP_066933.1	pvXP_023386754.1	0.838	1796	275	0	1	1796	1	1700	0.0	2985
NP_085059.2	pvXP_023379523.1	0.651	1052	365	0	215	1260	160	1211	0.0	1287
