qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
NP_597714.2	drXP_053786399.1	0.86	439	61	0	1	439	1	437	1.781e-254	784
NP_690848.1	drXP_045037691.2	0.792	1626	331	0	1	1626	1	1590	0.0	2632
NP_690850.2	drXP_024421119.2	0.8	1675	334	0	40	1714	3	1672	0.0	2745
NP_694996.5	drXP_053786320.1	0.752	2526	626	0	1	2525	1	2526	0.0	3846
NP_775736.2	drXP_045041661.1	0.775	543	121	0	1	540	1	543	1.344e-278	859
NP_942014.1	drXP_045041661.1	0.374	618	316	0	37	654	39	543	6.395999999999999e-114	387
XP_005246122.1	drXP_024419969.2	0.733	3159	795	0	1	2977	1	3159	0.0	4670
XP_005246338.1	drXP_053775118.1	0.756	1684	410	0	8	1690	3	1686	0.0	2580
XP_005247178.1	drXP_024421677.2	0.817	2262	414	0	2	2263	3	2264	0.0	3797
XP_005250867.1	drXP_045037691.2	0.803	1606	313	0	1	1606	1	1590	0.0	2643
XP_005251116.1	drXP_045037614.2	0.885	1780	204	0	1	1780	1	1779	0.0	3276
XP_005270535.1	drXP_053776909.1	0.9	692	69	0	12	703	23	714	0.0	1299
XP_005270536.1	drXP_053776911.1	0.901	638	63	0	1	638	1	638	0.0	1200
XP_006710428.1	drXP_053777311.1	0.846	687	106	0	3	689	2	688	0.0	1201
XP_006715395.1	drXP_045044630.2	0.846	679	103	0	2	680	1	673	0.0	1188
XP_006715396.1	drXP_045044630.2	0.846	679	103	0	2	680	1	673	0.0	1188
XP_006716576.1	drXP_045037691.2	0.653	1590	457	0	1	1319	1	1590	0.0	2048
XP_006716714.1	drXP_024428114.2	0.885	1796	206	0	1	1796	1	1795	0.0	3303
XP_006724679.1	drXP_024407383.2	0.856	1690	242	0	2	1691	4	1687	0.0	2993
NP_000079.2	raXP_016014028.2	0.88	1464	175	0	1	1464	1	1459	0.0	2678
NP_000080.2	raXP_016016355.1	0.857	1366	195	0	1	1366	1	1366	0.0	2424
NP_000081.1	raXP_016004629.2	0.827	1466	253	0	1	1466	1	1466	0.0	2495
NP_000082.2	raXP_036093145.1	0.788	1680	354	0	1	1670	1	1680	0.0	2703
NP_000083.3	raXP_015974313.2	0.787	1688	359	0	4	1690	1	1688	0.0	2713
NP_000084.3	raXP_015984270.2	0.895	1842	193	0	1	1838	1	1842	0.0	3433
NP_000085.1	raXP_036075917.1	0.811	2943	555	0	1	2943	1	2936	0.0	4897
NP_000384.2	raXP_016004417.1	0.909	1499	136	0	1	1499	1	1498	0.0	2846
NP_000484.2	raXP_016019105.1	0.849	680	103	0	1	680	1	680	0.0	1194
NP_000485.3	raXP_016009945.2	0.765	1516	352	0	1	1497	1	1516	0.0	2355
NP_000486.1	raXP_036083075.1	0.868	1685	222	0	1	1685	1	1685	0.0	3033
NP_001032852.2	raXP_015989164.2	0.807	1148	217	0	1	1125	1	1148	0.0	1900
NP_001096078.1	raXP_015995748.2	0.805	2259	439	0	2	2260	3	2254	0.0	3728
NP_001123575.1	raXP_015976549.1	0.812	717	129	0	1	717	1	686	0.0	1196
NP_001157243.1	raXP_016002516.2	0.868	267	35	0	1	267	1	267	6.247e-153	482
NP_001177638.1	raXP_036091025.1	0.894	1806	187	0	1	1767	1	1806	0.0	3361
NP_001243003.1	raXP_036083520.1	0.852	653	95	0	1	644	1	653	0.0	1153
NP_001265227.1	raXP_015995747.2	0.765	2612	614	0	1	2612	1	2612	0.0	4060
NP_001265492.1	raXP_016001994.1	0.856	441	63	0	1	441	1	436	5.023e-254	783
NP_001274688.1	raXP_036083076.1	0.769	1686	384	0	1	1665	1	1686	0.0	2635
NP_001274689.1	raXP_036083076.1	0.749	1686	409	0	1	1632	1	1686	0.0	2556
NP_001835.3	raXP_015980006.2	0.905	1487	141	0	1	1487	1	1487	0.0	2808
NP_001836.2	raXP_016000744.1	0.862	1669	230	0	1	1669	1	1669	0.0	2982
NP_001837.2	raXP_036084700.1	0.819	1712	309	0	1	1712	1	1710	0.0	2882
NP_001838.2	raXP_036083076.1	0.781	1686	368	0	5	1690	4	1686	0.0	2684
NP_001839.2	raXP_015999036.2	0.869	1026	134	0	1	1026	1	1024	0.0	1851
NP_001840.3	raXP_036094006.1	0.875	1014	127	0	6	1019	6	1019	0.0	1843
NP_001841.2	raXP_016000182.1	0.876	744	92	0	1	744	1	743	0.0	1354
NP_001842.3	raXP_036075030.1	0.879	654	79	0	267	920	26	679	0.0	1197
NP_001843.1	raXP_015995547.2	0.861	687	95	0	3	689	2	688	0.0	1226
NP_001844.3	raXP_015989097.2	0.826	681	118	0	8	684	4	684	0.0	1159
NP_001845.3	raXP_036091025.1	0.914	1806	155	0	1	1806	1	1806	0.0	3448
NP_001846.3	raXP_036095020.1	0.75	1388	339	0	1	1388	1	1358	0.0	2110
NP_001847.3	raXP_016005877.2	0.855	1625	232	0	1	1604	1	1625	0.0	2876
NP_001849.2	raXP_036075015.1	0.846	1141	172	0	1	1141	1	1121	0.0	1993
NP_004360.2	raXP_036092331.1	0.791	3177	663	0	1	3177	1	3174	0.0	5133
NP_004361.3	raXP_015997170.2	0.919	3065	248	0	1	3063	1	3065	0.0	5884
NP_005193.1	raXP_036087596.1	0.887	704	79	0	3	703	3	706	0.0	1300
NP_056534.2	raXP_016008923.2	0.812	1747	328	0	1	1745	1	1747	0.0	2910
NP_065084.2	raXP_016000182.1	0.876	744	92	0	1	744	1	743	0.0	1354
NP_065933.2	raXP_015991587.2	0.678	1236	371	0	1	1236	1	1152	0.0	1667
NP_066933.1	raXP_016011995.2	0.888	1796	201	0	1	1796	1	1796	0.0	3318
NP_085059.2	raXP_015999024.2	0.671	1511	484	0	6	1516	9	1479	0.0	2012
NP_110447.2	raXP_016001172.2	0.878	957	117	0	1	957	1	957	0.0	1747
NP_115907.2	raXP_036083520.1	0.77	653	147	0	1	641	1	653	0.0	1024
NP_116277.2	raXP_016008109.2	0.834	1860	306	0	1	1860	1	1847	0.0	3199
NP_149162.2	raXP_036093296.1	0.901	1418	140	0	1	1418	1	1418	0.0	2663
NP_203699.1	raXP_036083071.1	0.868	1691	223	0	1	1691	1	1691	0.0	3045
NP_378667.1	raXP_036083076.1	0.781	1689	369	0	1	1689	1	1686	0.0	2691
NP_476505.3	raXP_036092336.1	0.8	1032	206	0	1	1030	1	1032	0.0	1691
NP_476506.3	raXP_036092334.1	0.806	1233	239	0	1	1231	1	1233	0.0	2039
NP_476507.3	raXP_036092337.1	0.787	2570	547	0	1	2570	32	2598	0.0	4125
NP_476508.2	raXP_036092334.1	0.795	2971	608	0	1	2971	1	2968	0.0	4827
NP_478054.2	raXP_036094007.1	0.886	913	104	0	6	918	6	918	0.0	1683
NP_478055.2	raXP_036094006.1	0.892	817	88	0	6	822	6	822	0.0	1519
NP_511040.2	raXP_036075030.1	0.872	679	87	0	1	677	1	679	0.0	1230
NP_542196.2	raXP_036091026.1	0.909	1818	165	0	1	1818	1	1818	0.0	3451
NP_542197.3	raXP_036091025.1	0.851	1806	252	0	1	1690	1	1806	0.0	3176
NP_542376.2	raXP_015997170.2	0.926	1881	139	0	21	1899	1185	3065	0.0	3644
NP_542410.2	raXP_016002516.2	0.897	1629	168	0	1	1629	1	1629	0.0	3045
NP_542411.2	raXP_016002514.2	0.89	1736	191	0	1	1736	1	1736	0.0	3216
NP_542412.2	raXP_016002516.2	0.884	1650	189	0	1	1650	1	1629	0.0	3032
NP_542988.3	raXP_015976549.1	0.778	686	143	0	1	645	1	686	0.0	1090
NP_542990.3	raXP_015976549.1	0.858	686	97	0	1	686	1	686	0.0	1219
NP_542991.3	raXP_015976539.1	0.785	725	149	0	1	695	1	725	0.0	1163
NP_542992.3	raXP_015976539.1	0.776	725	149	0	1	668	1	725	0.0	1148
NP_542995.3	raXP_015976539.1	0.697	725	185	0	1	610	1	725	0.0	1011
NP_569712.2	raXP_015999024.2	0.719	1312	359	0	25	1336	202	1479	0.0	1896
NP_597714.2	raXP_016001994.1	0.864	439	59	0	1	439	1	436	1.047e-255	788
NP_690848.1	raXP_016019780.2	0.783	1625	347	0	2	1626	11	1610	0.0	2597
NP_690850.2	raXP_036091786.1	0.824	1714	300	0	1	1714	1	1708	0.0	2904
NP_694996.5	raXP_015995747.2	0.77	2526	581	0	1	2526	1	2526	0.0	3957
NP_775736.2	raXP_016013857.2	0.75	540	126	0	1	540	1	504	9.429e-266	822
NP_942014.1	raXP_036083520.1	0.768	627	142	0	1	615	1	627	2.459e-318	981
XP_005246122.1	raXP_036092332.1	0.787	2977	633	0	1	2977	32	3005	0.0	4780
XP_005246338.1	raXP_015974313.2	0.787	1688	359	0	4	1690	1	1688	0.0	2713
XP_005247178.1	raXP_015995748.2	0.805	2259	439	0	2	2260	3	2254	0.0	3728
XP_005250867.1	raXP_016019780.2	0.795	1605	328	0	2	1606	11	1610	0.0	2608
XP_005251116.1	raXP_016012023.2	0.888	1780	199	0	1	1780	1	1780	0.0	3289
XP_005270535.1	raXP_036087596.1	0.887	704	79	0	3	703	3	706	0.0	1300
XP_005270536.1	raXP_036087596.1	0.898	638	65	0	1	638	69	706	0.0	1196
XP_006710428.1	raXP_015995547.2	0.861	687	95	0	3	689	2	688	0.0	1226
XP_006715395.1	raXP_016019105.1	0.849	680	103	0	1	680	1	680	0.0	1194
XP_006715396.1	raXP_016019105.1	0.849	680	103	0	1	680	1	680	0.0	1194
XP_006716576.1	raXP_016019780.2	0.645	1600	468	0	2	1319	11	1610	0.0	2029
XP_006716714.1	raXP_016011995.2	0.888	1796	201	0	1	1796	1	1796	0.0	3318
XP_006724679.1	raXP_036083071.1	0.868	1691	223	0	1	1691	1	1691	0.0	3045
NP_000079.2	pvXP_023389275.1	0.781	1464	295	0	1	1464	1	1348	0.0	2331
NP_000080.2	pvXP_023388917.1	0.86	1366	191	0	1	1366	1	1366	0.0	2432
NP_000081.1	pvXP_011354613.1	0.843	1467	230	0	1	1466	1	1467	0.0	2552
NP_000082.2	pvXP_011362401.1	0.744	1623	390	0	48	1670	116	1640	0.0	2440
NP_000083.3	pvXP_023388706.1	0.727	1687	458	0	4	1690	1	1677	0.0	2468
NP_000084.3	pvXP_023376824.1	0.785	1842	392	0	15	1838	60	1901	0.0	2952
NP_000085.1	pvXP_011373754.1	0.785	2943	607	0	1	2943	1	2825	0.0	4713
NP_000384.2	pvXP_011354575.1	0.835	1499	227	0	1	1499	1	1379	0.0	2579
NP_000484.2	pvXP_011363082.1	0.849	680	103	0	1	680	1	680	0.0	1195
NP_000485.3	pvXP_023388492.1	0.729	1497	400	0	1	1497	1	1478	0.0	2198
NP_000486.1	pvXP_011364365.2	0.796	1265	244	0	1	1265	1	1199	0.0	2061
NP_001032852.2	pvXP_011362935.1	0.806	1125	214	0	1	1125	1	1104	0.0	1860
NP_001096078.1	pvXP_011353063.1	0.819	2259	409	0	2	2260	3	2260	0.0	3802
NP_001123575.1	pvXP_011370487.1	0.66	555	188	0	163	717	153	707	3.415e-229	726
NP_001157243.1	pvXP_011371734.1	0.855	272	39	0	1	272	1	272	3.327e-153	483
NP_001177638.1	pvXP_011366519.1	0.895	1806	185	0	1	1767	1	1806	0.0	3367
NP_001243003.1	pvXP_023387182.1	0.815	627	109	0	1	627	1	589	0.0	1050
NP_001265227.1	pvXP_011383332.1	0.777	2612	582	0	1	2612	1	2612	0.0	4130
NP_001265492.1	pvXP_011369883.1	0.805	441	85	0	1	441	1	438	1.0609999999999999e-235	730
NP_001274688.1	pvXP_023389915.1	0.724	1666	437	0	1	1666	1	1586	0.0	2426
NP_001274689.1	pvXP_023389915.1	0.716	1633	450	0	1	1633	1	1586	0.0	2348
NP_001835.3	pvXP_023391169.1	0.893	1487	157	0	1	1487	1	1469	0.0	2766
NP_001836.2	pvXP_023375539.1	0.864	1605	218	0	65	1669	1	1605	0.0	2874
NP_001837.2	pvXP_011372233.1	0.827	1712	296	0	1	1712	1	1712	0.0	2912
NP_001838.2	pvXP_023389915.1	0.728	1687	430	0	5	1691	4	1586	0.0	2475
NP_001839.2	pvXP_023379525.1	0.757	666	146	0	16	681	2	603	0.0	1024
NP_001840.3	pvXP_023381581.1	0.585	785	244	0	1	785	1	590	8.107999999999999e-279	885
NP_001841.2	pvXP_011352819.1	0.883	744	87	0	1	744	1	743	0.0	1367
NP_001842.3	pvXP_023386970.1	0.889	914	101	0	7	920	1	914	0.0	1693
NP_001843.1	pvXP_011376275.1	0.861	687	95	0	3	689	2	688	0.0	1226
NP_001844.3	pvXP_023375667.1	0.823	525	92	0	8	528	4	528	1.69e-286	890
NP_001845.3	pvXP_011366519.1	0.915	1806	153	0	1	1806	1	1806	0.0	3454
NP_001846.3	pvXP_023390003.1	0.691	1371	396	0	1	1371	1	1282	0.0	1890
NP_001847.3	pvXP_011356117.1	0.855	1625	232	0	1	1604	1	1625	0.0	2876
NP_001849.2	pvXP_011359498.1	0.856	1139	164	0	1	1139	1	1138	0.0	2018
NP_004360.2	pvXP_023382380.1	0.789	2110	440	0	1	2110	1	2084	0.0	3398
NP_004361.3	pvXP_023380870.1	0.848	3060	443	0	1	3060	1	2916	0.0	5361
NP_005193.1	pvXP_011356281.1	0.888	704	78	0	3	703	3	706	0.0	1302
NP_056534.2	pvXP_023379166.1	0.826	1718	299	0	28	1745	24	1741	0.0	2920
NP_065084.2	pvXP_011352819.1	0.883	744	87	0	1	744	1	743	0.0	1367
