qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
P62277	sbXP_066109950.1	1.0	151	0	0	1	151	1	151	1.3529999999999998e-93	303
P00558	ajXP_036988102.2	0.988	417	5	0	1	417	1	417	1.3950000000000001e-272	835
P04406	ajXP_037016013.2	0.936	332	21	0	4	335	2	333	1.207e-206	640
P05388	ajXP_037012157.1	0.987	318	4	0	1	317	1	318	5.765e-195	605
P60709	ajXP_036990721.1	1.0	375	0	0	1	375	1	375	3.173e-252	774
P62277	ajXP_037006476.1	1.0	151	0	0	1	151	1	151	1.3529999999999998e-93	303
P00558	pnCAK6450513.1	0.99	417	4	0	1	417	1	417	1.695e-274	841
P04406	pnCAK6443759.1	0.936	332	21	0	4	335	2	333	1.8220000000000003e-207	642
P05388	pnCAK6440417.1	0.99	317	3	0	1	317	1	317	2.4669999999999995e-196	609
P60709	pnCAK6446397.1	1.0	375	0	0	1	375	1	375	3.173e-252	774
P62277	pnCAK6449231.1	1.0	151	0	0	1	151	1	151	1.3529999999999998e-93	303
P00558	enKAK1346678.1	0.9	150	15	0	1	150	54	203	1.0990000000000002e-78	274
P04406	enKAK1346704.1	0.923	171	13	0	165	335	512	682	4.075e-98	327
P05388	enKAK1328699.1	0.971	318	9	0	1	317	1	318	6.675e-190	591
P60709	enKAK1343605.1	1.0	375	0	0	1	375	1	375	3.173e-252	774
P62277	enKAK1335914.1	1.0	151	0	0	1	151	1	151	1.3529999999999998e-93	303
