qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
NP_000577.2	XP_036170214.1	63.399	153	53	1	1	153	1	150	4.6300000000000005e-59	181.0
NP_000580.1	XP_036168497.1	59.091	154	44	3	1	153	1	136	1.57e-50	159.0
NP_000581.1	XP_036168495.1	68.033	122	39	0	18	139	18	139	8.63e-59	180.0
NP_000585.2	XP_036212554.1	81.013	237	41	1	1	233	1	237	7.93e-130	367.0
NP_000586.2	XP_036212554.1	35.294	153	84	4	62	205	91	237	3.51e-21	89.0
NP_000587.1	XP_036183086.1	49.561	228	95	1	28	255	32	239	3.87e-74	227.0
NP_000588.2	XP_036174912.1	73.214	280	51	5	39	318	27	282	5.1899999999999995e-138	393.0
NP_000589.2	XP_036183089.1	69.531	256	73	2	36	291	36	286	2.39e-126	362.0
NP_000590.1	XP_036174914.1	92.157	255	19	1	19	272	18	272	9.03e-177	489.0
NP_000591.1	XP_036183813.1	58.571	210	84	1	1	210	1	207	2.3700000000000002e-85	252.0
NP_000592.3	XP_036184239.1	92.466	730	53	1	1	728	1	730	0.0	1398.0
NP_000593.1	XP_036165563.1	83.831	402	65	0	1	402	1	402	0.0	711.0
NP_000596.2	XP_036185018.1	55.056	178	79	1	12	188	12	189	7.51e-65	199.0
NP_000600.1	XP_036211840.1	92.473	93	7	0	1	93	1	93	4.7099999999999995e-54	164.0
NP_000603.1	XP_036171736.1	84.146	164	23	1	1	161	1	164	6.47e-92	266.0
NP_000604.1	XP_036181133.1	75.647	464	109	2	1	462	1	462	0.0	730.0
NP_000605.1	XP_036181688.1	83.417	199	33	0	1	199	1	199	2.9999999999999997e-115	327.0
NP_000609.1	XP_036155908.1	92.81	153	11	0	1	153	1	153	1.23e-105	299.0
NP_000610.2	XP_036156165.1	57.831	166	69	1	1	166	1	165	2.75e-61	188.0
NP_000615.3	XP_036171668.1	65.686	408	124	3	15	406	26	433	0.0	517.0
NP_000618.3	XP_036190786.1	94.263	1377	77	1	19	1395	328	1702	0.0	2694.0
NP_000629.3	XP_036197865.1	73.795	477	122	3	1	477	1	474	0.0	653.0
NP_000630.1	XP_036200609.1	85.409	281	40	1	1	281	1	280	5.94e-156	437.0
NP_000632.1	XP_036162624.1	91.457	199	17	0	1	199	1	199	6.52e-78	233.0
NP_000651.3	XP_036201733.1	88.011	367	44	0	24	390	24	390	0.0	662.0
NP_000691.1	XP_036186722.1	87.536	345	43	0	1	345	1	345	0.0	634.0
NP_000748.3	XP_036198684.1	65.889	557	181	7	1	554	73	623	0.0	643.0
NP_000749.2	XP_036170037.1	67.361	144	47	0	1	144	1	144	5.67e-68	203.0
NP_000750.1	XP_036198039.1	78.0	200	39	2	10	207	1	197	3.55e-108	309.0
NP_000790.2	XP_036166871.1	83.832	167	26	1	28	193	72	238	1.2300000000000001e-97	284.0
NP_000791.1	XP_036170252.1	95.484	155	7	0	1	155	1	155	6.48e-111	312.0
NP_000811.1	XP_036171777.1	82.695	653	112	1	25	677	22	673	0.0	1150.0
NP_000870.1	XP_036169882.1	62.712	118	44	0	17	134	15	132	3.7e-47	149.0
NP_000871.1	XP_036194648.1	66.667	177	58	1	1	177	1	176	2.74e-75	224.0
NP_000873.2	XP_036204470.1	75.377	199	34	2	56	253	22	206	7.05e-103	298.0
NP_000884.1	XP_036204442.1	64.186	430	135	2	1	427	1	414	0.0	561.0
NP_000890.1	XP_036153665.1	81.181	271	50	1	4	273	19	289	4.58e-161	449.0
NP_000891.2	XP_036157648.1	79.612	103	21	0	1	103	1	103	5.48e-50	154.0
NP_000908.2	XP_036192950.1	98.315	534	9	0	1	534	5	538	0.0	1095.0
NP_000921.1	XP_036156553.1	81.883	563	101	1	1	562	2	564	0.0	988.0
NP_000925.2	XP_036196897.1	79.749	479	97	0	13	491	13	491	0.0	779.0
NP_000926.2	XP_036205468.1	94.166	737	43	0	1	737	1	737	0.0	1456.0
NP_000939.1	XP_036203100.1	57.261	241	67	1	23	227	26	266	1.87e-92	273.0
NP_001001437.2	XP_036197844.1	76.344	93	22	0	1	93	1	93	8.76e-51	155.0
NP_001001557.1	XP_036193448.1	87.931	464	46	6	1	455	1	463	0.0	732.0
NP_001001851.1	XP_036197533.1	84.101	673	106	1	8	680	8	679	0.0	1171.0
NP_001001991.1	XP_036182071.1	92.222	720	56	0	1	720	1	720	0.0	1383.0
NP_001002036.3	XP_036162674.1	74.038	416	92	5	4	415	1	404	0.0	561.0
NP_001002235.1	XP_036171654.1	71.292	418	112	2	1	418	1	410	0.0	597.0
NP_001002236.1	XP_036171654.1	71.292	418	112	2	1	418	1	410	0.0	597.0
NP_001002857.1	XP_036159324.1	97.345	339	9	0	1	339	1	339	0.0	676.0
NP_001002858.1	XP_036159283.1	95.198	354	13	1	4	357	17	366	0.0	682.0
NP_001003954.1	XP_036193445.1	91.638	287	24	0	71	357	1	287	0.0	530.0
NP_001004019.1	XP_036205541.1	81.32	1242	206	5	1	1231	1	1227	0.0	1971.0
NP_001004419.1	XP_036156491.1	52.174	92	42	1	75	166	216	305	6.5e-27	105.0
NP_001005609.1	XP_036161016.1	93.316	389	26	0	1	389	1	389	0.0	543.0
NP_001005610.2	XP_036161019.1	86.364	132	18	0	1	132	1	132	3.26e-57	177.0
NP_001005612.2	XP_036161018.1	93.264	386	26	0	1	386	1	386	0.0	537.0
NP_001005613.1	XP_036161019.1	86.364	132	18	0	1	132	1	132	6.44e-57	176.0
NP_001005914.1	XP_036189372.1	88.259	741	81	3	9	748	1	736	0.0	1318.0
NP_001006947.1	XP_036191153.1	68.75	320	89	4	1	310	1	319	7.839999999999999e-134	384.0
NP_001007034.1	XP_036156992.1	71.698	212	57	2	1	209	2	213	4.53e-111	317.0
NP_001007140.2	XP_036171736.1	84.146	164	23	1	1	161	1	164	6.47e-92	266.0
NP_001007538.1	XP_036157647.1	87.349	332	42	0	1	332	1	332	0.0	560.0
NP_001007564.1	XP_036185020.1	85.714	245	35	0	34	278	28	272	6.99e-149	418.0
NP_001008224.1	XP_036152395.1	97.899	238	5	0	1	238	1	238	3.57e-168	464.0
NP_001008388.1	XP_036158204.1	66.857	175	58	0	1	175	1	175	1.46e-85	250.0
NP_001008536.1	XP_036199056.1	50.381	919	320	21	1	904	1	798	0.0	706.0
NP_001008693.2	XP_036179572.1	48.673	113	48	2	12	124	7	109	1.4200000000000001e-27	101.0
NP_001009931.1	XP_036199049.1	51.237	687	261	13	1	621	1	679	3.17e-77	286.0
NP_001010848.2	XP_036193281.1	87.668	446	29	3	276	696	45	489	0.0	808.0
NP_001010908.1	XP_036202191.1	99.608	255	1	0	1	255	1	255	0.0	519.0
NP_001010909.2	XP_036212157.1	52.229	314	141	3	234	540	8	319	3.52e-50	179.0
NP_001010931.1	XP_036184239.1	93.403	288	19	0	1	288	1	288	0.0	542.0
NP_001010932.1	XP_036184241.1	92.414	725	53	1	1	723	1	725	0.0	1387.0
NP_001010933.1	XP_036184241.1	93.286	283	19	0	1	283	1	283	0.0	532.0
NP_001010934.1	XP_036184239.1	93.75	208	13	0	1	208	1	208	2.9e-129	381.0
NP_001011880.2	XP_036201068.1	84.065	433	59	2	23	454	27	450	0.0	739.0
NP_001012303.1	XP_036203384.1	83.5	400	66	0	16	415	5	404	0.0	686.0
NP_001012333.1	XP_036187371.1	82.031	128	22	1	1	128	10	136	3.62e-67	201.0
NP_001012334.1	XP_036187371.1	82.031	128	22	1	1	128	10	136	3.62e-67	201.0
NP_001013416.1	XP_036183089.1	68.321	262	72	2	36	297	36	286	2.26e-126	363.0
NP_001014364.1	XP_036199046.1	52.261	199	91	2	1	199	1	195	2.5399999999999997e-54	212.0
NP_001017402.1	XP_036198275.1	85.922	1172	165	0	1	1172	1	1172	0.0	2043.0
NP_001017962.1	XP_036192949.1	98.315	534	9	0	1	534	5	538	0.0	1095.0
NP_001017973.1	XP_036169609.1	93.058	533	37	0	1	533	1	533	0.0	1034.0
NP_001017974.1	XP_036169609.1	93.058	533	37	0	1	533	1	533	0.0	1034.0
NP_001018016.1	XP_036200530.1	73.762	202	49	3	63	264	466	663	1.04e-87	275.0
NP_001018017.1	XP_036200530.1	73.762	202	49	3	54	255	466	663	1.13e-87	274.0
NP_001019381.1	XP_036200119.1	68.478	92	29	0	1	92	1	92	8.079999999999999e-42	133.0
NP_001019382.1	XP_036200119.1	68.478	92	29	0	1	92	1	92	8.079999999999999e-42	133.0
NP_001019383.1	XP_036200119.1	68.478	92	29	0	1	92	1	92	8.079999999999999e-42	133.0
NP_001019384.1	XP_036200119.1	68.478	92	29	0	1	92	1	92	8.079999999999999e-42	133.0
NP_001020537.2	XP_036172778.1	84.314	204	14	2	209	412	1	186	7.85e-110	322.0
NP_001020538.2	XP_036172778.1	89.84	187	12	2	209	389	1	186	6.88e-108	316.0
NP_001020539.2	XP_036172778.1	79.679	187	13	2	209	371	1	186	6.94e-103	302.0
NP_001020540.2	XP_036172778.1	77.515	169	13	2	209	353	1	168	3.37e-89	267.0
NP_001020541.2	XP_036172778.1	88.496	113	12	1	209	321	1	112	5.9e-69	214.0
NP_001025042.2	XP_036167493.1	85.217	230	34	0	1	230	1	230	3.89e-137	385.0
NP_001026872.2	XP_036207732.1	94.053	1093	65	0	59	1151	1	1093	0.0	2109.0
NP_001026887.1	XP_036188039.1	81.509	411	73	2	1	408	1	411	0.0	632.0
NP_001027018.1	XP_036179600.1	83.058	242	41	0	1	242	1	242	7.79e-148	418.0
NP_001027019.1	XP_036207440.1	87.105	380	49	0	1	380	1	380	0.0	704.0
NP_001027449.1	XP_036195324.1	72.656	128	35	0	1	128	1	128	1.23e-45	153.0
NP_001027466.1	XP_036181717.1	67.742	496	131	4	16	500	17	494	0.0	655.0
NP_001028219.1	XP_036199986.1	89.204	565	61	0	1	565	1	565	0.0	1008.0
NP_001028928.1	XP_036172778.1	79.006	181	13	2	209	365	1	180	4.4e-98	290.0
NP_001029058.1	XP_036211839.1	93.617	94	6	0	1	94	1	94	6.749999999999999e-55	168.0
NP_001030024.1	XP_036167249.1	97.926	434	9	0	1	434	1	434	0.0	884.0
NP_001032852.2	XP_036183979.1	83.406	1145	161	3	1	1124	1	1137	0.0	1588.0
NP_001033722.1	XP_036208828.1	91.418	268	18	1	1	263	1	268	6.14e-174	481.0
NP_001034437.1	XP_036190399.1	92.216	501	31	1	1	493	1	501	0.0	955.0
NP_001034438.1	XP_036190399.1	92.216	501	31	1	1	493	1	501	0.0	955.0
NP_001034589.2	XP_036206683.1	78.342	1182	228	5	48	1215	3	1170	0.0	1879.0
NP_001034756.1	XP_036171258.1	68.204	412	87	5	1	368	1	412	0.0	511.0
NP_001034860.1	XP_036210269.1	94.634	205	11	0	1	205	1	205	8.07e-117	332.0
NP_001035096.1	XP_036167494.1	85.714	168	24	0	1	168	1	168	1.17e-96	278.0
NP_001035147.1	XP_036195179.1	77.07	314	72	0	1	314	1	314	1.09e-145	413.0
NP_001035149.1	XP_036195179.1	69.427	314	69	1	1	287	1	314	1.8e-119	346.0
NP_001035167.2	XP_036197224.1	72.958	355	95	1	1	355	1	354	0.0	510.0
NP_001035173.1	XP_036190148.1	56.962	316	135	1	11	326	4	318	4.65e-124	359.0
NP_001035194.1	XP_036165204.1	58.759	274	111	2	4222	4493	1	274	1.77e-107	347.0
NP_001035237.1	XP_036178355.1	72.441	381	104	1	1	380	2	382	0.0	584.0
NP_001035249.1	XP_036171460.1	94.444	396	22	0	1	396	1	396	0.0	762.0
NP_001035362.3	XP_036187126.1	91.105	1765	154	2	1	1762	1	1765	0.0	3325.0
NP_001035835.1	XP_036171734.1	86.667	60	8	0	1	60	1	60	1.38e-19	81.3
NP_001035972.1	XP_036201882.1	74.815	135	34	0	2	136	5	139	6.190000000000001e-75	220.0
NP_001035983.1	XP_036171650.1	65.918	267	89	2	68	334	156	420	3.84e-113	336.0
NP_001036009.1	XP_036202140.1	92.469	1474	106	2	151	1624	84	1552	0.0	2552.0
NP_001036010.1	XP_036202140.1	92.036	1557	119	2	1	1557	1	1552	0.0	2627.0
NP_001036150.1	XP_036197224.1	73.446	354	94	0	1	354	1	354	0.0	515.0
NP_001037855.1	XP_036200530.1	83.478	115	16	2	89	203	552	663	4.81e-49	170.0
NP_001037856.1	XP_036200530.1	84.0	75	9	2	76	150	592	663	2.96e-36	132.0
NP_001037857.1	XP_036200530.1	84.0	75	9	2	85	159	592	663	3.72e-36	132.0
NP_001037858.1	XP_036164079.1	31.373	51	31	1	16	62	1019	1069	3.0	29.6
NP_001038944.2	XP_036207924.1	48.958	96	49	0	17	112	6	101	5.31e-32	109.0
NP_001070883.1	XP_036188039.1	94.286	420	24	0	1	420	1	420	0.0	763.0
NP_001072998.1	XP_036189749.1	52.174	69	33	0	90	158	64	132	2.78e-19	82.8
NP_001073291.1	XP_036172310.1	89.58	3119	316	4	1	3117	9	3120	0.0	5815.0
NP_001073380.1	XP_036161819.1	68.824	510	125	7	1	497	1	489	7.07e-178	509.0
NP_001073906.1	XP_036174837.1	77.571	1400	250	7	16	1413	16	1353	0.0	2197.0
NP_001073909.1	XP_036208516.1	78.333	480	95	2	1	477	1	474	0.0	686.0
NP_001073920.1	XP_036171651.1	74.292	424	100	2	1	422	1	417	0.0	639.0
NP_001073966.2	XP_036185742.1	83.748	603	96	2	1	602	1	602	0.0	884.0
NP_001073969.1	XP_036174430.1	99.099	222	2	0	1	222	1	222	1.41e-161	446.0
NP_001073980.2	XP_036184967.1	96.262	214	8	0	1	214	1	214	5.24e-151	419.0
NP_001075.1	XP_036165506.1	94.429	718	40	0	21	738	24	741	0.0	1420.0
NP_001075221.1	XP_036165203.1	87.407	135	12	2	114	243	152	286	9.990000000000001e-35	142.0
NP_001075222.1	XP_036165203.1	87.97	133	11	2	131	258	154	286	4.38e-34	140.0
NP_001075223.1	XP_036165203.1	87.97	133	11	2	131	258	154	286	3.23e-34	141.0
NP_001075224.1	XP_036165198.1	87.407	135	12	2	124	253	152	286	1.5199999999999998e-34	142.0
NP_001076.2	XP_036171652.1	57.143	420	172	6	7	423	4	418	1.93e-154	444.0
NP_001087239.2	XP_036193287.1	75.403	248	61	0	16	263	1	248	2.61e-114	329.0
NP_001092010.1	XP_036194065.1	81.154	520	98	0	24	543	25	544	0.0	878.0
NP_001092138.1	XP_036193287.1	75.0	248	62	0	1	248	1	248	2.4399999999999997e-115	331.0
NP_001092315.2	XP_036190148.1	56.962	316	135	1	11	326	4	318	3.2800000000000002e-124	360.0
NP_001092901.1	XP_036157690.1	73.469	196	50	2	1	195	1	195	2.69e-105	301.0
NP_001093161.1	XP_036190096.1	86.624	157	20	1	4	159	51	207	8.76e-87	253.0
NP_001094077.1	XP_036171665.1	70.766	431	105	3	14	444	75	484	0.0	628.0
NP_001094790.1	XP_036154814.1	65.553	389	121	7	14	395	45	427	2.2500000000000002e-166	476.0
NP_001094811.1	XP_036158083.1	36.957	46	23	2	49	93	20	60	1.6	28.1
NP_001095886.1	XP_036204442.1	68.7	377	115	1	1	374	1	377	0.0	539.0
NP_001096078.1	XP_036188538.1	85.531	2260	326	1	2	2260	3	2262	0.0	3949.0
NP_001096124.1	XP_036157371.1	97.037	270	8	0	1	270	1	270	0.0	546.0
NP_001098676.2	XP_036172971.1	90.236	1823	174	1	1	1823	65	1883	0.0	3464.0
NP_001098677.2	XP_036172969.1	90.253	1816	173	1	1	1816	1	1812	0.0	3457.0
NP_001098678.1	XP_036172969.1	69.412	85	10	3	1	73	1	81	5.31e-30	114.0
NP_001098679.1	XP_036172969.1	69.412	85	10	3	1	73	1	81	5.31e-30	114.0
NP_001099013.1	XP_036184551.1	96.044	455	17	1	4	458	1	454	0.0	896.0
NP_001100.3	XP_036191627.1	62.428	873	266	10	1	815	1	869	0.0	1006.0
NP_001101.1	XP_036158811.1	94.256	766	26	1	1	748	1	766	0.0	1508.0
NP_001103824.1	XP_036166197.1	75.179	419	90	4	1	419	1	405	0.0	619.0
NP_001104753.1	XP_036155907.1	89.937	159	15	1	1	158	1	159	3.6e-100	285.0
NP_001104754.1	XP_036155909.1	92.701	137	10	0	1	137	1	137	5.539999999999999e-95	271.0
NP_001104755.1	XP_036155904.1	87.166	187	23	1	1	186	1	187	2.44e-116	329.0
NP_001106697.1	XP_036200157.1	96.154	520	20	0	1	520	1	520	0.0	1053.0
NP_001106699.1	XP_036200154.1	96.312	461	17	0	1	461	1	461	0.0	937.0
NP_001107573.1	XP_036207813.1	78.241	216	47	0	30	245	34	249	1.32e-119	342.0
NP_001107645.1	XP_036180623.1	84.874	119	18	0	18	136	19	137	4.94e-72	213.0
NP_001108086.1	XP_036211596.1	54.499	389	123	3	1	335	1	389	7.97e-139	400.0
NP_001112359.1	XP_036159802.1	80.404	495	96	1	1	495	1	494	0.0	862.0
NP_001112360.1	XP_036159803.1	73.79	496	77	2	1	444	1	495	0.0	766.0
NP_001116224.1	XP_036203292.1	89.367	395	42	0	16	410	16	410	0.0	746.0
NP_001116437.1	XP_036199055.1	62.748	655	193	7	126	776	222	829	0.0	639.0
NP_001116838.1	XP_036179600.1	62.609	115	39	1	1	115	33	143	1.2299999999999999e-46	155.0
NP_001119808.1	XP_036164915.1	92.214	655	51	0	1	655	1	655	0.0	1257.0
NP_001120.3	XP_036183029.1	80.952	1155	174	12	22	1158	21	1147	0.0	1621.0
NP_001121070.1	XP_036171736.1	84.146	164	23	1	57	217	1	164	6.44e-92	269.0
NP_001121113.1	XP_036198275.1	85.922	1172	165	0	1	1172	1	1172	0.0	2043.0
NP_001121167.1	XP_036177442.1	89.583	480	47	1	1	480	19	495	0.0	889.0
NP_001121172.1	XP_036171654.1	71.292	418	112	2	1	418	1	410	0.0	597.0
NP_001121173.1	XP_036171654.1	71.292	418	112	2	1	418	1	410	0.0	597.0
NP_001121174.1	XP_036171654.1	71.292	418	112	2	1	418	1	410	0.0	597.0
NP_001121175.1	XP_036171654.1	71.292	418	112	2	1	418	1	410	0.0	597.0
NP_001121176.1	XP_036171654.1	71.292	418	112	2	1	418	1	410	0.0	597.0
NP_001121177.1	XP_036171654.1	71.292	418	112	2	1	418	1	410	0.0	597.0
NP_001121178.1	XP_036171654.1	71.292	418	112	2	1	418	1	410	0.0	597.0
NP_001121179.1	XP_036171654.1	71.292	418	112	2	1	418	1	410	0.0	597.0
NP_001121180.1	XP_036199449.1	71.429	399	110	4	967	1363	550	946	0.0	563.0
NP_001121181.1	XP_036199452.1	71.429	399	110	4	915	1311	459	855	2.15e-180	556.0
NP_001121182.1	XP_036199449.1	71.429	399	110	4	874	1270	550	946	0.0	561.0
NP_001121189.1	XP_036177605.1	71.563	3302	802	16	46	3277	32	3266	0.0	4815.0
NP_001121190.1	XP_036177608.1	72.554	1727	414	5	1	1668	1	1726	0.0	2540.0
NP_001121363.1	XP_036202278.1	86.557	610	82	0	1	610	48	657	0.0	1116.0
NP_001121637.1	XP_036171764.1	78.072	415	46	1	24	393	38	452	0.0	655.0
NP_001121676.1	XP_036194366.1	94.489	871	46	2	1	871	1	869	0.0	1690.0
NP_001121677.1	XP_036194366.1	94.489	871	46	2	1	871	1	869	0.0	1690.0
NP_001121678.1	XP_036194366.1	94.489	871	46	2	1	871	1	869	0.0	1690.0
NP_001121782.1	XP_036195143.1	71.893	676	150	5	1	664	12	659	0.0	938.0
NP_001121797.1	XP_036182386.1	86.446	332	44	1	1	331	1	332	0.0	567.0
NP_001121798.1	XP_036167419.1	66.99	103	34	0	30	132	28	130	8.05e-52	161.0
NP_001122108.1	XP_036171469.1	76.527	835	156	14	1	828	1	802	0.0	1149.0
NP_001123470.1	XP_036152630.1	78.261	276	60	0	1	276	1	276	6.31e-148	416.0
NP_001123518.1	XP_036176532.1	61.053	95	37	0	1	95	2	96	3.3699999999999997e-40	129.0
NP_001123554.1	XP_036189563.1	87.056	2140	268	4	1	2135	1	2136	0.0	3623.0
NP_001123575.1	XP_036192848.1	81.129	726	67	7	19	717	19	701	0.0	741.0
NP_001123614.1	XP_036209200.1	68.949	818	212	6	6	785	8	821	0.0	1102.0
NP_001123616.1	XP_036182559.1	94.41	1306	64	3	1	1303	1	1300	0.0	2328.0
NP_001124175.1	XP_036169915.1	63.377	770	267	4	1	770	1	755	0.0	1014.0
NP_001124176.1	XP_036169915.1	63.377	770	267	4	1	770	1	755	0.0	1014.0
NP_001124177.1	XP_036169915.1	63.377	770	267	4	1	770	1	755	0.0	1014.0
NP_001124183.1	XP_036156491.1	70.455	132	39	0	41	172	199	330	7.58e-66	205.0
NP_001126.3	XP_036211712.1	94.257	296	17	0	57	352	1	296	0.0	612.0
NP_001127890.1	XP_036206148.1	93.738	527	33	0	1	527	180	706	0.0	1035.0
NP_001127906.1	XP_036192909.1	88.235	68	8	0	1	68	1	68	1.44e-26	101.0
NP_001128509.1	XP_036168120.1	95.775	213	9	0	1	213	148	360	1.39e-150	423.0
NP_001128530.1	XP_036209864.1	94.0	550	32	1	1	550	1	549	0.0	1054.0
NP_001128563.1	XP_036181568.1	63.376	314	107	5	48	361	21	326	4.82e-126	366.0
NP_001128564.1	XP_036181568.1	49.045	314	102	6	48	311	21	326	5.47e-78	241.0
NP_001128573.1	XP_036167163.1	69.129	379	64	3	27	402	26	354	0.0	511.0
NP_001128642.1	XP_036185007.1	95.27	296	14	0	1	296	4	299	0.0	534.0
NP_001128643.1	XP_036185007.1	96.194	289	11	0	1	289	11	299	0.0	526.0
NP_001128719.1	XP_036206708.1	95.055	182	9	0	1	182	1	182	1.13e-103	296.0
NP_001128720.1	XP_036206708.1	95.055	182	9	0	1	182	1	182	1.13e-103	296.0
NP_001129071.1	XP_036210824.1	98.19	442	8	0	1	442	1	442	0.0	905.0
NP_001129076.1	XP_036166963.1	46.341	164	36	3	21	134	113	274	1.1900000000000001e-35	124.0
NP_001129383.1	XP_036209113.1	76.282	156	37	0	17	172	22	177	5.31e-84	246.0
NP_001129386.1	XP_036184640.1	67.993	1684	323	24	24	1503	25	1696	0.0	1963.0
