drXP_053771866.1	drXP_053771866.1	0.000E+00	98.800	548	1	548	1	548
drXP_024417191.2	drXP_024417191.2	7.796E-164	97.100	245	1	245	1	245
ajXP_053513076.1	sbXP_066118416.1	0.000E+00	96.000	1893	1	1893	1	1893
efXP_054568949.1	efXP_054568949.1	1.226E-244	98.400	357	1	357	1	357
mbXP_005871416.1	mbXP_005871416.1	9.254E-131	98.000	195	1	195	1	195
mbXP_005886304.1	mdXP_059564734.1	0.000E+00	100.000	462	1	462	1	462
mbXP_005886304.1	efXP_008158071.1	1.144E-316	98.000	462	1	462	1	462
mdXP_059537300.1	mdXP_059537298.1	0.000E+00	97.100	1840	1	1840	1	1840
pdXP_035875243.1	pdXP_035875243.1	9.396E-134	99.400	196	1	196	1	196
pdXP_035875243.1	pdXP_035875245.1	1.423E-71	98.300	112	1	112	1	112
pdXP_035875666.1	pdXP_035875665.1	0.000E+00	97.200	1842	1	1842	1	1842
phXP_045680492.1	phXP_045680492.1	0.000E+00	96.300	809	1	809	1	809
pkXP_036283117.1	sbXP_066118416.1	0.000E+00	96.600	1893	1	1893	1	1893
pkXP_036283117.1	mdXP_059567795.1	2.629E-286	97.200	456	1	456	1	456
ajXP_037004680.1	pdXP_035887268.1	1.156E-181	95.300	277	1	277	1	277
ajXP_037004680.1	enKAK1332002.1	1.124E-135	96.400	208	70	277	1	208
ajXP_037007261.1	mdXP_059536429.1	0.000E+00	95.600	1872	1	1872	1	1872
efXP_054572229.1	efXP_054572231.1	0.000E+00	95.200	595	1	592	1	595
mbXP_005884098.1	mbXP_005884098.1	7.134E-125	100.000	175	1	175	1	175
mbXP_005884098.1	mlXP_023617290.1	2.458E-117	98.300	175	1	175	1	175
drXP_053767744.1	drXP_024409532.2	4.127E-190	98.400	279	1	279	1	279
drXP_053770597.1	drXP_053770598.1	0.000E+00	97.100	956	1	956	1	956
enKAK1335128.1	enKAK1335128.1	0.000E+00	97.900	1201	1	1201	1	1201
drXP_024410885.2	sbXP_066118416.1	0.000E+00	96.300	1893	1	1893	1	1893
mlXP_014315769.2	mdXP_059546864.1	6.442E-162	96.200	245	1	245	61	305
mmXP_036157259.1	mmXP_036157259.1	2.070E-162	97.800	241	1	241	1	241
pkXP_045443700.1	pkXP_045443700.1	1.879E-137	100.000	196	1	196	1	196
pkXP_036299854.1	pkXP_036299851.1	1.141E-166	97.900	247	1	247	1	247
pkXP_036298283.1	pkXP_036298281.1	0.000E+00	97.400	762	1	762	68	829
raXP_015997401.1	raXP_015997401.1	5.110E-168	98.200	248	1	248	1	248
mmXP_036156993.1	mmXP_036156993.1	5.103E-150	100.000	211	1	211	1	211
moXP_036108850.1	moXP_036108850.1	1.099E-177	97.500	264	1	264	1	264
moXP_036127194.1	moXP_036127194.1	0.000E+00	97.600	1890	1	1890	1	1890
mdXP_059536956.1	drXP_024431115.1	6.725E-156	95.600	238	1	238	1	238
mdXP_059536956.1	mbXP_005877469.1	6.483E-87	100.000	131	108	238	1	131
mlXP_006090105.2	mlXP_006090105.2	0.000E+00	100.000	1429	1	1429	1	1429
pdXP_035875245.1	pdXP_035875245.1	5.000E-90	97.700	137	1	137	1	137
pdXP_035875245.1	pdXP_035875243.1	3.368E-72	97.700	112	1	112	1	112
pgXP_039735432.1	pgXP_039735433.1	0.000E+00	96.700	820	1	820	1	820
pgXP_039735432.1	pvXP_011384389.1	0.000E+00	96.000	615	16	630	1	613
pgXP_039696934.1	pgXP_039696934.1	0.000E+00	98.500	495	1	495	1	495
mdXP_059520803.1	mdXP_059520800.1	0.000E+00	96.500	2135	1	2135	1	2135
pgXP_039731083.1	paXP_006918419.1	0.000E+00	97.700	2178	1	2178	1	2178
pgXP_039731083.1	pgXP_039731320.1	0.000E+00	100.000	699	1480	2178	17	715
pgXP_039731083.1	raXP_036095294.1	0.000E+00	95.700	699	1480	2178	17	715
paXP_006917858.1	ajXP_053513406.1	4.030E-167	99.500	243	3	245	3	245
paXP_006917858.1	phXP_045703969.1	9.434E-166	98.800	243	3	245	85	327
paXP_006917858.1	mmXP_036166713.1	5.322E-160	98.100	237	9	245	61	297
pdXP_028387280.1	pdXP_035877339.1	0.000E+00	98.200	554	1	554	14	567
pgXP_039730186.1	pgXP_039730186.1	1.190E-135	100.000	197	1	197	1	197
mmXP_036184400.1	mbXP_005875093.1	9.408E-126	98.900	186	1	186	1	186
mmXP_036184400.1	mdXP_059568002.1	8.562E-125	95.500	192	1	192	1	191
moXP_036123037.1	mdXP_059520677.1	0.000E+00	96.900	754	1	754	1	754
pdXP_028371893.1	mbXP_005856937.1	3.040E-71	95.900	116	128	243	1	116
pvXP_011380373.1	pgXP_039712374.1	0.000E+00	100.000	663	1	663	1	663
rfXP_032973919.1	drXP_024431115.1	2.374E-155	95.300	238	1	238	1	238
rfXP_032973919.1	mbXP_005877469.1	6.483E-87	100.000	131	108	238	1	131
pdXP_028389031.1	pdXP_028389031.1	2.388E-163	97.900	242	1	242	1	242
pdXP_028389031.1	pdXP_035875244.1	3.366E-101	96.400	158	1	158	1	158
pdXP_028374428.1	pdXP_028374428.1	0.000E+00	96.100	544	1	544	1	544
pgXP_039705743.1	pgXP_039705743.1	0.000E+00	97.100	632	1	632	1	632
phXP_045695725.1	phXP_045695727.1	2.817E-188	97.700	280	50	329	1	280
pkXP_036265230.1	phXP_045703969.1	9.713E-163	96.600	245	1	245	83	327
pkXP_036265230.1	mmXP_036166713.1	8.829E-162	95.400	247	2	245	51	297
pkXP_036265230.1	ajXP_053513406.1	2.274E-161	95.900	245	1	245	1	245
rfXP_032951609.1	rfXP_032951607.1	0.000E+00	96.200	818	1	818	1	818
sbXP_066117946.1	sbXP_066117939.1	0.000E+00	97.200	762	1	762	30	791
ajXP_037013913.1	ajXP_037013908.1	2.197E-190	98.500	279	1	279	1	279
ajXP_053512974.1	ajXP_053512974.1	0.000E+00	96.600	816	1	816	1	816
mdXP_059527407.1	mmXP_036196591.1	2.052E-186	96.800	279	1	279	1	279
mdXP_059527407.1	mmXP_036196590.1	2.052E-186	96.800	279	1	279	85	363
pgXP_039735430.1	pgXP_039735433.1	0.000E+00	96.700	820	1	820	1	820
pgXP_039735430.1	pvXP_011384389.1	0.000E+00	96.000	615	16	630	1	613
ajXP_036988366.1	drXP_024422799.2	0.000E+00	95.400	556	1	555	1	556
drXP_024407147.2	drXP_024407147.2	2.520E-322	97.500	473	1	473	1	473
drXP_053775511.1	drXP_053775506.1	0.000E+00	95.500	824	1	824	1	824
efXP_054565621.1	efXP_054565619.1	4.009E-192	98.700	281	1	281	1	281
mbXP_005871402.1	mbXP_005871402.1	2.739E-115	100.000	168	1	168	1	168
mbXP_005871402.1	mmXP_036157263.1	1.423E-108	95.500	168	1	168	1	168
mbXP_005871402.1	efXP_008138629.2	7.839E-106	95.100	165	1	165	1	165
mbXP_005867005.1	sbXP_066103320.1	0.000E+00	95.000	1910	1	1910	89	1998
moXP_036119034.1	moXP_036119034.1	2.420E-115	98.400	172	1	172	1	172
moXP_036119034.1	efXP_008145771.2	5.679E-114	97.500	172	1	172	124	295
moXP_036119034.1	enKAK1333030.1	5.541E-107	99.800	158	15	172	135	292
moXP_036119034.1	pgXP_039742931.1	5.485E-80	97.000	125	48	172	1	125
mdXP_059537585.1	mbXP_005883281.1	5.458E-92	100.000	135	1	135	1	135
mdXP_059537585.1	pnCAK6443906.1	5.177E-88	97.100	135	1	135	1	135
mlXP_023617290.1	mlXP_023617290.1	5.203E-125	100.000	175	1	175	1	175
mlXP_023617290.1	mbXP_005884098.1	8.684E-117	98.000	175	1	175	1	175
pdXP_035889260.1	pdXP_035889260.1	6.429E-215	99.300	311	1	311	1	311
pgXP_039730231.1	pgXP_039730231.1	1.535E-303	100.000	428	1	428	1	428
pgXP_039730231.1	pvXP_011364053.1	9.110E-165	100.000	241	188	428	1	241
pgXP_039730231.1	pvXP_011364055.1	8.738E-117	100.000	173	1	173	1	173
phXP_045691893.1	phXP_045691889.1	1.323E-188	97.700	279	1	279	17	295
phXP_045695676.1	phXP_045695676.1	2.401E-185	98.800	271	1	271	1	271
mbXP_005880095.1	mdXP_059568158.1	0.000E+00	100.000	772	1	772	1	772
mdXP_059527407.1	mmXP_036196591.1	2.052E-186	96.800	279	1	279	1	279
mdXP_059527407.1	mmXP_036196590.1	2.052E-186	96.800	279	1	279	85	363
mlXP_006083054.1	mlXP_006083054.1	0.000E+00	96.900	559	1	559	1	559
pdXP_028368305.1	pdXP_035877466.1	0.000E+00	98.800	2180	1	2180	1	2180
pdXP_028368305.1	pdXP_035877474.1	0.000E+00	98.900	709	1472	2180	9	716
pnCAK6443718.1	pnCAK6443718.1	6.649E-163	99.500	237	1	237	1	237
pvXP_011353632.1	pvXP_011353632.1	6.184E-170	99.100	248	1	248	1	248
raXP_016005742.2	paXP_015441762.2	0.000E+00	96.700	1894	1	1894	67	1955
mmXP_036165574.1	pdXP_035876168.1	0.000E+00	99.700	1073	1	1073	1	1073
mmXP_036165574.1	paXP_006915922.1	0.000E+00	97.300	1073	1	1073	1	1071
pdXP_035884132.1	pdXP_035884132.1	9.573E-257	98.500	374	1	374	1	374
pgXP_039734170.1	mdXP_059568158.1	0.000E+00	98.900	772	1	772	1	772
phXP_045672945.1	phXP_045672945.1	0.000E+00	95.700	703	1	703	1	703
pkXP_045428124.1	pnCAK6438581.1	2.048E-185	95.800	281	1	281	1	281
mdXP_059538166.1	mdXP_059538166.1	9.721E-164	97.800	243	1	243	1	243
mmXP_036157567.1	mmXP_036157567.1	1.686E-179	96.800	269	1	269	1	269
raXP_016020272.2	raXP_016020272.2	0.000E+00	97.700	500	1	500	1	500
raXP_016020272.2	mlXP_014305826.2	3.446E-157	95.900	246	85	330	46	291
raXP_036087834.1	raXP_036087833.1	0.000E+00	98.000	818	1	818	1	818
sbXP_066119366.1	sbXP_066119366.1	1.545E-221	98.900	322	1	322	1	322
sbXP_066110851.1	sbXP_066110865.1	0.000E+00	97.400	1843	1	1843	1	1843
drXP_053775812.1	drXP_053775805.1	0.000E+00	97.400	1845	1	1845	10	1854
pdXP_035887875.1	drXP_024424490.3	5.201E-213	95.200	324	1	324	1	324
pdXP_035887875.1	mmXP_036169912.1	6.028E-208	95.100	317	8	324	8	324
pgXP_039716985.1	sbXP_066118416.1	0.000E+00	96.800	1893	1	1893	1	1893
pkXP_045426831.1	pkXP_045426831.1	1.187E-91	98.500	138	1	138	1	138
pnCAK6448636.1	mbXP_014403371.1	8.261E-95	100.000	144	148	291	30	173
mdXP_059550788.1	pdXP_035876168.1	0.000E+00	99.400	1073	1	1073	1	1073
mdXP_059550788.1	paXP_006915922.1	0.000E+00	97.200	1073	1	1073	1	1071
moXP_036130675.1	moXP_036130675.1	0.000E+00	100.000	451	1	451	1	451
moXP_036130675.1	sbXP_066099835.1	2.707E-301	96.200	450	1	450	1	450
moXP_036130675.1	pdXP_028357700.1	6.966E-301	95.900	451	1	451	1	451
mdXP_059527149.1	mdXP_059527147.1	0.000E+00	96.700	1223	1	1223	1	1223
moXP_036108909.1	drXP_024431115.1	4.460E-155	95.100	238	1	238	1	238
moXP_036108909.1	mbXP_005877469.1	5.874E-86	100.000	130	109	238	2	131
paXP_024894254.1	paXP_024894251.1	8.493E-112	100.000	158	1	158	1	158
paXP_024894254.1	paXP_015450830.1	8.493E-112	100.000	158	1	158	62	219
raXP_016015328.1	moXP_036119034.1	2.007E-113	97.100	172	1	172	1	172
raXP_016015328.1	efXP_008145771.2	4.709E-112	96.100	172	1	172	124	295
raXP_016015328.1	rfXP_032981153.1	1.515E-110	95.000	172	1	172	128	299
raXP_016015328.1	enKAK1333030.1	3.351E-105	98.400	158	15	172	135	292
raXP_016015328.1	pgXP_039742931.1	9.078E-82	98.700	125	48	172	1	125
raXP_016006229.1	drXP_024422799.2	0.000E+00	95.200	556	1	555	1	556
rfXP_032971844.1	rfXP_032971843.1	6.257E-165	97.700	245	1	245	1	245
rfXP_032979786.1	rfXP_032979786.1	0.000E+00	99.000	2179	1	2179	1	2179
rfXP_032979786.1	rfXP_032979790.1	0.000E+00	100.000	699	1481	2179	17	715
mbXP_005871835.1	mmXP_036193287.1	1.534E-162	95.500	248	1	248	1	248
mbXP_005881398.1	efXP_054568950.1	6.888E-210	96.100	316	1	316	1	316
mlXP_006096734.1	mmXP_036201880.1	1.708E-91	97.800	139	1	139	1	139
mlXP_006084398.1	mbXP_005871410.1	1.713E-162	99.700	236	1	236	1	236
mlXP_006084398.1	mmXP_036156157.1	1.871E-153	95.000	236	1	236	1	233
moXP_036118318.1	moXP_036118318.1	2.609E-121	100.000	175	1	175	1	175
moXP_036127194.1	moXP_036127194.1	0.000E+00	97.600	1890	1	1890	1	1890
moXP_036107793.1	moXP_036107794.1	2.760E-153	100.000	212	1	212	1	212
paXP_006905062.1	paXP_006905062.1	1.914E-218	96.700	326	1	326	1	326
paXP_006905062.1	pvXP_023380581.1	3.793E-186	97.700	277	50	326	61	337
pgXP_039708110.1	raXP_015978394.2	0.000E+00	96.000	554	1	554	1	554
moXP_036118750.1	moXP_036118750.1	0.000E+00	99.100	834	1	834	1	834
moXP_036118750.1	enKAK1332781.1	3.400E-278	95.400	431	1	431	1	431
paXP_024900828.1	paXP_024900826.1	0.000E+00	96.900	854	1	854	1	854
pgXP_039734168.1	mdXP_059568158.1	0.000E+00	98.900	772	1	772	1	772
pkXP_045441907.1	pkXP_045441907.1	3.315E-163	100.000	229	1	229	1	229
pkXP_045441907.1	pkXP_045441906.1	8.802E-160	95.300	244	1	229	1	244
rfXP_032977289.1	raXP_016014858.2	0.000E+00	98.300	1093	1	1093	36	1128
rfXP_032977289.1	mmXP_036207732.1	0.000E+00	97.700	1093	1	1093	1	1093
ajXP_053516659.1	ajXP_053516657.1	6.883E-166	98.200	245	1	245	1	245
drXP_045057652.1	ajXP_053526079.1	0.000E+00	95.700	1073	1	1073	1	1073
mbXP_014389810.1	mdXP_059546864.1	9.713E-163	96.600	245	1	245	61	305
mmXP_036152909.1	drXP_024422799.2	0.000E+00	95.400	556	1	555	1	556
moXP_036098008.1	moXP_036098008.1	0.000E+00	96.600	826	1	826	1	826
paXP_006909944.1	raXP_036087255.1	7.951E-314	100.000	447	1	447	1	447
pdXP_028371692.2	pdXP_028371692.2	2.025E-269	98.900	390	1	390	1	390
enKAK1334665.1	enKAK1334665.1	0.000E+00	98.500	1358	1	1358	1	1358
enKAK1334665.1	efXP_054583200.1	0.000E+00	95.000	843	1	843	1	843
mdXP_059516606.1	mmXP_036191325.1	4.062E-176	95.800	267	1	267	104	370
mmXP_036169912.1	mmXP_036169912.1	3.107E-224	99.400	324	1	324	1	324
mmXP_036169912.1	rfXP_032991413.1	3.535E-209	95.600	317	8	324	8	324
mmXP_036169912.1	pvXP_011358589.1	8.261E-208	95.100	317	8	324	8	324
mmXP_036169912.1	moXP_036097301.1	8.261E-208	95.100	317	8	324	8	324
mmXP_036167189.1	mdXP_059537298.1	0.000E+00	96.500	1840	1	1840	1	1840
mmXP_036156927.1	mmXP_036156927.1	2.582E-163	99.700	237	1	237	1	237
moXP_036106696.1	moXP_036106696.1	0.000E+00	96.700	1572	1	1572	1	1572
phXP_045703969.1	phXP_045703969.1	1.198E-229	100.000	327	1	327	1	327
phXP_045703969.1	ajXP_053513406.1	5.644E-167	99.500	245	83	327	1	245
phXP_045684442.1	pdXP_028373378.1	0.000E+00	95.900	737	1	737	1	737
pkXP_036301664.1	mmXP_036207732.1	0.000E+00	100.000	1093	1	1093	1	1093
pkXP_036301664.1	raXP_016014858.2	0.000E+00	97.100	1093	1	1093	36	1128
raXP_016020000.2	raXP_036087255.1	0.000E+00	100.000	447	1	447	1	447
rfXP_032949432.1	rfXP_032949431.1	0.000E+00	98.400	760	1	760	1	760
rfXP_032977837.1	rfXP_032977838.1	3.795E-213	95.200	324	1	324	1	324
phXP_045684770.1	mdXP_059568158.1	0.000E+00	98.200	772	1	772	1	772
phXP_045684770.1	drXP_024414857.2	0.000E+00	95.100	772	1	772	1	771
phXP_045684770.1	sbXP_066095794.1	0.000E+00	95.000	772	1	772	1	771
pkXP_036264208.1	pkXP_036264208.1	1.093E-93	99.700	139	1	139	1	139
rfXP_032974541.1	rfXP_032974539.1	2.436E-197	99.100	287	1	287	1	287
efXP_028005860.1	efXP_008142886.1	3.111E-177	96.700	266	1	266	1	266
mbXP_014394461.1	mbXP_014394461.1	0.000E+00	98.400	622	1	622	1	622
mbXP_014394461.1	efXP_054585911.1	0.000E+00	97.100	489	134	622	5	493
mdXP_059517885.1	mmXP_036193287.1	5.415E-162	95.200	248	1	248	1	248
mdXP_059513240.1	mbXP_005882844.1	0.000E+00	100.000	664	1	664	65	728
mmXP_036193287.1	mmXP_036193287.1	1.087E-165	97.000	248	1	248	1	248
moXP_036128624.1	moXP_036128624.1	0.000E+00	98.200	789	1	789	1	789
pdXP_028361714.1	drXP_045057659.1	0.000E+00	96.400	999	1	999	1	999
pgXP_039698720.1	paXP_006915922.1	0.000E+00	100.000	1073	1	1073	1	1071
pgXP_039698720.1	pdXP_035876168.1	0.000E+00	99.000	1073	1	1073	1	1073
paXP_015445052.1	pgXP_039715728.1	1.370E-267	95.000	406	1	406	1	405
pdXP_035886267.1	pdXP_035886264.1	0.000E+00	96.400	2132	1	2132	1	2132
phXP_045695704.1	phXP_045695704.1	1.796E-195	95.200	298	1	298	1	298
sbXP_066110851.1	sbXP_066110865.1	0.000E+00	97.400	1843	1	1843	1	1843
drXP_045041570.2	drXP_045041570.2	5.048E-93	99.700	138	1	138	1	138
drXP_045041570.2	pdXP_028386140.2	3.182E-88	95.500	138	1	138	14	151
drXP_053780525.1	drXP_053780525.1	0.000E+00	98.400	2215	1	2215	1	2215
drXP_053780525.1	drXP_045049668.2	0.000E+00	98.200	708	1508	2215	9	715
enKAK1327651.1	enKAK1327651.1	0.000E+00	96.900	2105	1	2105	1	2105
mmXP_036184242.1	enKAK1334945.1	0.000E+00	97.700	723	29	751	33	755
paXP_006911245.1	pgXP_039716215.1	3.942E-215	98.600	314	1	314	1	314
rfXP_032961226.1	rfXP_032961222.1	1.465E-194	97.300	289	1	289	14	302
rfXP_032944827.1	mdXP_059568158.1	0.000E+00	98.600	772	1	772	1	772
sbXP_066109217.1	sbXP_066109217.1	2.177E-151	100.000	211	1	211	1	211
ajXP_053512974.1	ajXP_053512974.1	0.000E+00	96.600	816	1	816	1	816
sbXP_066091074.1	sbXP_066091074.1	1.534E-179	97.400	267	1	267	1	267
sbXP_066124230.1	sbXP_066124233.1	4.518E-112	100.000	158	1	158	1	158
ajXP_036988548.2	ajXP_036988547.2	0.000E+00	98.100	759	1	759	30	788
drXP_024422518.2	drXP_024422518.2	0.000E+00	95.900	3169	1	3169	1	3169
mbXP_005862405.1	mmXP_036187896.1	0.000E+00	98.200	770	1	770	1	770
mlXP_006093799.2	mlXP_006093799.2	1.174E-216	99.500	313	1	313	1	313
mmXP_036202657.1	mmXP_036202657.1	1.610E-138	98.900	204	1	204	1	204
mmXP_036202657.1	mlXP_014318121.2	8.626E-86	97.000	134	71	204	5	138
mmXP_036202657.1	mbXP_014397226.1	1.510E-68	99.200	107	98	204	1	107
mmXP_036158204.1	mmXP_036158204.1	9.781E-125	100.000	175	1	175	1	175
enKAK1346351.1	enKAK1346351.1	0.000E+00	97.900	2055	1	2055	1	2055
mmXP_036157471.1	mmXP_036157471.1	0.000E+00	96.400	1572	1	1572	1	1572
moXP_036130675.1	moXP_036130675.1	0.000E+00	100.000	451	1	451	1	451
moXP_036130675.1	sbXP_066099835.1	2.707E-301	96.200	450	1	450	1	450
moXP_036130675.1	pdXP_028357700.1	6.966E-301	95.900	451	1	451	1	451
phXP_045695578.1	pdXP_028372914.1	0.000E+00	100.000	464	1	464	1	464
phXP_045695578.1	drXP_024425095.2	4.532E-313	96.900	463	1	463	1	463
phXP_045695578.1	ajXP_036990426.2	9.596E-311	96.300	463	1	463	1	463
pkXP_036291402.1	moXP_036119034.1	1.172E-114	97.900	172	1	172	1	172
