qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
NP_001338763.1	rfXP_032976336.1	0.9	3058	306	0	1	3056	1	3058	0.0	5591
NP_001341605.1	rfXP_032988930.1	0.915	675	57	0	20	694	1	674	0.0	1309
NP_001341799.1	rfXP_032982619.1	0.922	439	34	0	15	453	1	439	2.237e-253	782
NP_001341856.1	rfXP_032978289.1	1.0	761	0	0	1	761	46	806	0.0	1525
NP_001341946.1	rfXP_032952080.1	0.923	897	69	0	49	945	210	1104	0.0	1670
NP_001341969.1	rfXP_032952701.1	0.985	271	4	0	8	275	162	432	9.556e-181	562
NP_001342049.1	rfXP_032947495.1	0.877	603	74	0	1	603	14	616	0.0	1081
NP_001351113.1	rfXP_032951800.1	0.911	778	69	0	1	778	1	773	0.0	1415
NP_001361554.1	rfXP_032953545.1	0.989	592	7	0	1	592	1	592	0.0	1217
NP_001361577.1	rfXP_032972885.1	0.97	603	18	0	1	602	74	676	0.0	1187
NP_001369360.1	rfXP_032964394.1	0.967	465	15	0	16	480	109	573	5.336999999999999e-307	938
NP_001369556.1	rfXP_032962400.1	0.903	971	94	0	1	968	1	971	0.0	1765
NP_001369725.1	rfXP_032946110.1	0.903	1259	119	0	1	1226	1	1259	0.0	2376
NP_001371922.1	rfXP_032945772.1	1.0	715	0	0	1	715	1	715	0.0	1452
NP_001380876.1	rfXP_032988593.1	0.6	90	36	0	162	251	177	266	1.1150000000000001e-26	115
NP_001393707.1	rfXP_032960089.1	0.517	316	151	0	462	777	367	679	4.2129999999999997e-94	335
NP_001393912.1	rfXP_032948957.1	0.965	664	23	0	1	664	1	664	0.0	1180
NP_001394198.1	rfXP_032947085.1	0.797	288	58	0	5	292	31	318	7.48e-146	463
NP_001397663.1	rfXP_032966828.1	0.698	248	72	0	1	248	15	252	3.069e-107	349
NP_001400936.1	rfXP_032973105.1	0.977	134	3	0	1	134	1	134	3.251e-84	276
NP_001609.2	rfXP_032955560.1	0.933	1014	68	0	1	1014	1	1014	0.0	1903
NP_001955.1	rfXP_032952665.1	0.944	543	30	0	1	543	1	542	6.666e-315	964
NP_002599.1	rfXP_032973915.1	0.929	241	17	0	1	241	1	241	1.9739999999999998e-145	458
NP_004371.2	rfXP_032957030.1	0.949	2442	124	0	1	2442	1	2436	0.0	4519
NP_004786.2	rfXP_032959731.1	0.888	1012	113	0	1	1012	1	1009	0.0	1923
NP_005216.1	rfXP_032951367.1	0.926	437	32	0	1	437	1	436	1.308e-255	787
NP_005339.3	rfXP_032964775.1	0.989	733	8	0	1	732	1	733	0.0	1395
NP_005535.1	rfXP_032968095.1	0.926	1242	92	0	1	1242	1	1238	0.0	2275
NP_006252.4	rfXP_032952795.1	0.8	226	45	0	1	226	1	226	2.518e-112	362
NP_072054.1	rfXP_032947352.1	0.576	216	75	0	1	177	1	216	5.171e-67	228
O60934.1	rfXP_032981727.1	0.765	755	177	0	1	754	1	755	0.0	1107
P01100.1	rfXP_032965440.1	0.952	380	18	0	1	380	1	380	5.1520000000000004e-225	696
P01138.3	rfXP_032948947.1	0.875	240	30	0	1	240	1	240	2.0899999999999998e-139	441
P01286.1	rfXP_032951315.1	0.777	108	24	0	1	108	1	107	4.385e-45	161
P08138.1	rfXP_032947374.1	0.96	428	17	0	1	427	1	428	4.6759999999999995e-276	846
P10599.3	rfXP_032963797.1	0.904	105	10	0	1	105	1	105	5.633e-60	204
P11387.2	rfXP_032950594.1	0.977	769	18	0	1	765	1	769	0.0	1455
P16885.4	rfXP_032984025.1	0.954	1265	58	0	1	1265	1	1265	0.0	2511
P17535.3	rfXP_032989959.1	0.945	347	19	0	1	347	73	418	2.771e-189	591
P17936.2	rfXP_032944756.1	0.812	293	55	0	1	291	1	293	1.995e-157	496
P28069.1	rfXP_032990223.1	0.969	291	9	0	1	291	1	291	9.538e-183	569
P42229.1	rfXP_032947733.1	0.963	794	29	0	1	794	1	793	0.0	1545
P42338.1	rfXP_032988607.1	0.972	1070	30	0	1	1070	1	1070	0.0	2156
P51692.2	rfXP_032947737.1	0.973	787	21	0	1	787	1	786	0.0	1553
P61278.1	rfXP_032989327.1	0.991	116	1	0	1	116	1	116	1.6530000000000002e-65	220
Q02880.3	rfXP_032987648.1	0.97	1626	49	0	1	1626	1	1620	0.0	3150
Q13526.1	rfXP_032990905.1	0.981	163	3	0	1	163	1	163	4.796e-100	323
Q9Y4H2.2	rfXP_032960997.1	0.883	1339	156	0	1	1338	1	1339	0.0	2250
XHV15032.1	rfXP_032947479.1	0.732	1452	388	0	1	1452	1	1450	0.0	1934
XHV15035.1	rfXP_032959670.1	0.642	2279	815	0	1	2277	1	2279	0.0	2649
XP_054180712.1	rfXP_032979818.1	0.978	92	2	0	1	92	1	92	4.1129999999999998e-53	183
XP_054194228.1	rfXP_032949000.1	0.965	376	13	0	1	376	57	432	5.453e-243	751
NP_000112.1	drXP_045048517.2	0.838	508	82	0	1	508	1	507	3.559e-277	854
NP_000544.2	drXP_053772323.1	0.715	1431	405	0	1	1431	1	1421	0.0	2044
NP_000577.2	drXP_024424779.1	0.545	154	69	0	1	153	1	154	7.093e-45	163
NP_000648.2	drXP_053769415.1	0.907	195	17	0	1	195	1	187	3.053e-111	357
NP_001073285.1	drXP_053768376.1	0.938	1370	85	0	1	1370	1	1367	0.0	2698
NP_001119603.1	drXP_045052469.2	0.852	1239	180	0	1	1239	1	1218	0.0	2160
NP_001123914.1	drXP_053781745.1	1.0	151	0	0	1	151	1	151	2.63e-94	308
NP_001124339.1	drXP_024425231.1	0.969	389	12	0	1	389	25	413	9.978999999999998e-249	766
NP_001180305.1	drXP_024434335.2	0.662	1108	361	0	1	1069	1	1108	0.0	1421
NP_001229389.1	drXP_045042364.2	0.766	642	144	0	1	616	1	642	0.0	1010
NP_001230013.1	drXP_024423159.1	0.95	815	41	0	36	850	12	823	0.0	1531
NP_001265547.1	drXP_024415651.2	0.863	359	48	0	1	359	74	424	1.51e-208	647
NP_001274177.1	drXP_053769258.1	0.866	929	123	0	1	916	377	1305	0.0	1651
NP_001277214.1	drXP_045042302.1	0.917	241	20	0	3	243	43	283	1.0899999999999999e-151	476
NP_001278787.1	drXP_024417688.1	0.956	1368	60	0	1	1366	1	1368	0.0	2746
NP_001278791.1	drXP_053780666.1	0.851	182	26	0	1	178	1	182	2.603e-95	310
NP_001278826.1	drXP_053780668.1	0.809	110	20	0	1	110	1	106	7.197999999999999e-53	184
NP_001291646.4	drXP_024419198.2	0.995	403	2	0	174	576	1	402	2.422e-271	841
NP_001303939.1	drXP_024413494.2	0.813	214	36	0	1	191	391	604	3.555e-112	361
NP_001306120.2	drXP_045052122.2	0.744	343	88	0	3	345	91	433	3.619e-183	573
NP_001309136.1	drXP_053772463.1	0.965	261	9	0	223	483	168	428	1.771e-157	506
NP_001309864.1	drXP_045047332.2	0.866	900	115	0	1	858	1	900	0.0	1522
NP_001333870.1	drXP_053783317.1	0.892	913	98	0	31	943	299	1209	0.0	1730
NP_001338708.1	drXP_045058243.1	0.859	651	92	0	1	651	1	651	0.0	1070
NP_001338763.1	drXP_024426571.2	0.877	3056	374	0	1	3056	1	3044	0.0	5445
NP_001341605.1	drXP_045048239.2	0.918	675	55	0	20	694	1	674	0.0	1314
NP_001341799.1	drXP_024428103.1	0.897	439	45	0	15	453	1	439	8.19e-247	763
NP_001341856.1	drXP_045051102.1	0.998	761	2	0	1	761	1	761	0.0	1524
NP_001341946.1	drXP_045041055.2	0.894	897	95	0	49	945	210	1104	0.0	1618
NP_001341969.1	drXP_045039907.1	0.996	271	1	0	5	275	135	405	1.4020000000000002e-184	573
NP_001342049.1	drXP_024420599.2	0.882	601	71	0	1	601	14	614	0.0	1081
NP_001351113.1	drXP_045039816.1	0.874	781	98	0	1	778	1	781	0.0	1384
NP_001361554.1	drXP_024422434.1	0.991	593	5	0	1	592	1	593	0.0	1214
NP_001361577.1	drXP_045042924.2	0.963	603	22	0	1	602	1	603	0.0	1177
NP_001369360.1	drXP_053784504.1	0.966	480	16	0	1	480	1	480	4.431e-318	970
NP_001369556.1	drXP_045039689.1	0.884	958	111	0	14	968	1	958	0.0	1699
NP_001369725.1	drXP_053766313.1	0.898	1253	125	0	1	1226	1	1253	0.0	2365
NP_001371922.1	drXP_024409277.1	0.997	715	2	0	1	715	1	715	0.0	1445
NP_001380876.1	drXP_053769650.1	0.744	98	25	0	72	169	45	141	6.04e-42	160
NP_001393707.1	drXP_024411299.2	0.501	328	162	0	462	789	365	689	3.113e-94	335
NP_001393912.1	drXP_045060597.2	0.971	664	19	0	1	664	1	664	0.0	1193
NP_001394198.1	drXP_053777404.1	0.602	196	77	0	58	251	67	262	5.715000000000001e-72	249
NP_001397663.1	drXP_024434359.2	0.73	248	65	0	1	248	1	242	1.905e-115	373
NP_001400936.1	drXP_045042885.1	0.962	108	4	0	27	134	1	108	5.0610000000000005e-65	221
NP_001609.2	drXP_024431829.1	0.93	1014	71	0	1	1014	1	1014	0.0	1894
NP_001955.1	drXP_024430967.1	0.955	543	24	0	1	543	1	542	9.892e-319	975
NP_002599.1	drXP_053775564.1	0.829	241	40	0	1	241	1	235	2.121e-126	403
NP_004371.2	drXP_024409068.1	0.948	2442	127	0	1	2442	1	2435	0.0	4509
NP_004786.2	drXP_024425995.3	0.844	1012	158	0	1	1012	1	1011	0.0	1839
NP_005216.1	drXP_024415029.3	0.887	435	49	0	3	437	1	434	1.419e-243	752
NP_005339.3	drXP_024423636.2	0.984	733	12	0	1	732	1	733	0.0	1386
NP_005535.1	drXP_024419883.2	0.898	1242	126	0	1	1242	1	1234	0.0	2192
NP_006252.4	drXP_024406978.2	0.791	216	45	0	11	226	11	224	4.12e-104	338
NP_072054.1	drXP_045038321.1	0.53	207	83	0	1	177	1	207	1.453e-57	201
O60934.1	drXP_024422290.1	0.778	754	167	0	1	754	1	752	0.0	1136
P01100.1	drXP_024423524.2	0.95	380	19	0	1	380	1	380	1.202e-223	692
P01138.3	drXP_024426175.1	0.896	241	25	0	1	241	1	241	1.347e-141	447
P01286.1	drXP_053783094.1	0.787	108	22	0	1	108	1	106	1.95e-43	156
P08138.1	drXP_045038519.2	0.958	413	17	0	15	427	9	421	4.894000000000001e-270	828
P10599.3	drXP_053777840.1	0.923	105	8	0	1	105	1	105	4.493e-61	207
P11387.2	drXP_024415586.1	0.973	766	21	0	1	765	1	766	0.0	1449
P16885.4	drXP_053772217.1	0.943	1265	72	0	1	1265	1	1265	0.0	2481
P17535.3	drXP_053773790.1	0.936	347	22	0	1	347	1	344	3.88e-186	582
P17936.2	drXP_053783253.1	0.757	291	70	0	1	291	1	290	5.235e-141	448
P28069.1	drXP_045049497.2	0.95	284	14	0	10	291	16	299	3.0009999999999997e-171	535
P42229.1	drXP_053767320.1	0.963	794	29	0	1	794	1	793	0.0	1541
P42338.1	drXP_024422030.1	0.969	1070	33	0	1	1070	1	1070	0.0	2147
P51692.2	drXP_053766601.1	0.966	685	23	0	103	787	1	684	0.0	1338
P61278.1	drXP_024416756.1	0.965	116	4	0	1	116	1	116	7.328e-64	216
Q02880.3	drXP_053786228.1	0.971	1626	47	0	1	1626	1	1624	0.0	3152
Q13526.1	drXP_053767535.1	0.975	163	4	0	1	163	1	163	1.126e-98	319
Q9Y4H2.2	drXP_053772376.1	0.87	1338	174	0	1	1338	1	1337	0.0	2213
XHV15032.1	drXP_053786491.1	0.671	1452	469	0	1	1452	1	1428	0.0	1697
XHV15035.1	drXP_053776657.1	0.615	2275	872	0	1	2275	1	2265	0.0	2463
XP_054180712.1	drXP_024418347.1	0.978	92	2	0	1	92	1	92	1.5919999999999998e-53	184
XP_054194228.1	drXP_024429388.2	0.96	376	15	0	1	376	167	542	8.409e-241	744
NP_000112.1	raXP_016009027.1	0.833	502	84	0	1	502	1	501	1.276e-273	843
NP_000544.2	raXP_015991647.2	0.756	1271	301	0	1	1271	1	1236	0.0	1905
NP_000577.2	raXP_015990989.1	0.664	152	51	0	1	152	1	152	2.6350000000000002e-58	202
NP_000648.2	raXP_015988205.2	0.898	198	20	0	1	198	1	193	1.786e-112	361
NP_001073285.1	raXP_016018574.2	0.948	1370	71	0	1	1370	1	1366	0.0	2735
NP_001119603.1	raXP_016007097.2	0.886	1233	139	0	1	1233	1	1217	0.0	2250
NP_001123914.1	raXP_015993633.2	1.0	151	0	0	1	151	1	151	2.63e-94	308
NP_001124339.1	raXP_036088371.1	0.964	389	14	0	1	389	36	424	2.8950000000000004e-246	758
NP_001180305.1	raXP_015980177.2	0.668	1105	355	0	1	1069	1	1105	0.0	1448
NP_001229389.1	raXP_036081979.1	0.827	616	106	0	1	616	1	615	0.0	1069
NP_001230013.1	raXP_036094865.1	0.947	815	43	0	36	850	12	823	0.0	1523
NP_001265547.1	raXP_015999234.2	0.85	359	52	0	1	359	74	423	3.603e-204	634
NP_001274177.1	raXP_036087808.1	0.841	1053	166	0	1	1042	373	1425	0.0	1775
NP_001277214.1	raXP_036081621.1	0.941	238	14	0	6	243	46	283	1.319e-153	482
NP_001278787.1	raXP_036087915.1	0.934	1366	90	0	1	1366	1	1366	0.0	2693
NP_001278791.1	raXP_036077103.1	0.811	186	34	0	1	180	1	186	6.708e-95	309
NP_001278826.1	raXP_016005239.1	0.758	112	26	0	1	110	1	112	1.781e-48	171
NP_001291646.4	raXP_015983715.1	0.997	403	1	0	174	576	1	403	1.579e-273	847
NP_001303939.1	raXP_015984227.1	0.937	191	12	0	1	191	1	190	2.688e-119	381
NP_001306120.2	raXP_015976316.2	0.797	345	70	0	1	345	89	433	5.263e-203	630
NP_001309136.1	raXP_015991653.2	0.977	261	6	0	223	483	168	428	1.5990000000000002e-159	512
NP_001309864.1	raXP_016010031.2	0.88	900	103	0	1	858	1	900	0.0	1543
NP_001333870.1	raXP_036086401.1	0.876	913	112	0	31	943	298	1204	0.0	1702
NP_001338708.1	raXP_036090088.1	0.823	651	112	0	1	651	1	635	5e-324	997
NP_001338763.1	raXP_036076106.1	0.896	2965	308	0	94	3056	1	2965	0.0	5387
NP_001341605.1	raXP_016011875.1	0.913	682	59	0	13	694	122	802	0.0	1317
NP_001341799.1	raXP_015992304.1	0.92	440	35	0	15	453	1	440	1.837e-251	776
NP_001341856.1	raXP_015985904.2	1.0	761	0	0	1	761	46	806	0.0	1525
NP_001341946.1	raXP_036080175.1	0.912	900	79	0	49	945	211	1110	0.0	1647
NP_001341969.1	raXP_015979655.1	0.996	271	1	0	5	275	101	371	1.4020000000000002e-184	573
NP_001342049.1	raXP_015994412.1	0.897	603	62	0	1	603	14	616	0.0	1105
NP_001351113.1	raXP_036079863.1	0.907	778	72	0	1	778	1	778	0.0	1427
NP_001361554.1	raXP_016005245.1	0.986	593	8	0	1	592	1	593	0.0	1210
NP_001361577.1	raXP_016018338.2	0.953	603	28	0	1	602	1	603	0.0	1165
NP_001369360.1	raXP_036095364.1	0.962	480	18	0	1	480	1	480	1.034e-316	966
NP_001369556.1	raXP_016014549.2	0.906	971	91	0	1	968	1	971	0.0	1768
NP_001369725.1	raXP_016020258.2	0.908	1254	113	0	1	1226	1	1254	0.0	2398
NP_001371922.1	raXP_016006357.1	0.998	715	1	0	1	715	1	715	0.0	1448
NP_001380876.1	raXP_036074548.1	0.6	90	36	0	162	251	177	266	1.1150000000000001e-26	115
NP_001393707.1	raXP_016010755.1	0.517	316	151	0	462	777	369	681	4.2129999999999997e-94	335
NP_001393912.1	raXP_016021734.2	0.966	665	23	0	1	664	1	665	0.0	1184
NP_001394198.1	raXP_016010259.1	0.867	173	23	0	121	292	1	173	9.752e-95	315
NP_001397663.1	raXP_015997931.1	0.765	235	55	0	1	234	1	235	1.905e-115	373
NP_001400936.1	raXP_015982542.1	0.973	153	4	0	1	153	1	153	2.806e-96	311
NP_001609.2	raXP_016012951.2	0.923	1014	78	0	1	1014	1	1012	0.0	1874
NP_001955.1	raXP_016016158.1	0.944	543	30	0	1	543	1	541	2.592e-315	966
NP_002599.1	raXP_015984386.2	0.912	241	21	0	1	241	1	241	2.235e-143	452
NP_004371.2	raXP_016022065.1	0.95	2442	122	0	1	2442	1	2434	0.0	4518
NP_004786.2	raXP_015974425.2	0.837	1012	164	0	1	1012	1	1010	0.0	1813
NP_005216.1	raXP_016017730.2	0.922	437	34	0	1	437	1	436	2.507e-252	778
NP_005339.3	raXP_016021504.2	0.994	733	4	0	1	732	1	733	0.0	1399
NP_005535.1	raXP_015974374.1	0.899	1242	125	0	1	1242	1	1237	0.0	2194
NP_006252.4	raXP_016013771.1	0.796	226	46	0	1	226	1	226	4.73e-112	361
NP_072054.1	raXP_015984836.1	0.589	216	72	0	1	177	1	216	6.252e-69	234
O60934.1	raXP_015994114.2	0.739	615	160	0	1	615	1	613	1.045e-274	860
P01100.1	raXP_015978079.2	0.944	380	21	0	1	380	1	380	1.6480000000000001e-223	691
P01138.3	raXP_015979895.2	0.841	246	38	0	1	241	1	246	1.612e-133	424
P01286.1	raXP_036085712.1	0.801	101	20	0	1	101	1	100	4.2129999999999995e-41	150
P08138.1	raXP_016014031.1	0.948	427	22	0	1	427	1	427	1.357e-273	839
P10599.3	raXP_015985530.1	0.885	105	12	0	1	105	1	105	3.7529999999999997e-59	201
P11387.2	raXP_015993033.1	0.981	767	15	0	1	765	1	767	0.0	1463
P16885.4	raXP_036087407.1	0.953	1094	51	0	172	1265	1	1094	0.0	2187
P17535.3	raXP_016021987.1	0.934	347	23	0	1	347	1	346	1.101e-186	583
P17936.2	raXP_036086438.1	0.761	294	69	0	1	289	5	298	6.22e-146	462
P28069.1	raXP_016001312.1	0.965	291	10	0	1	291	1	291	2.455e-182	567
P42229.1	raXP_016006349.1	0.945	794	44	0	1	794	1	793	0.0	1513
P42338.1	raXP_016006690.1	0.972	1064	30	0	7	1070	1	1064	0.0	2132
P51692.2	raXP_036078374.1	0.96	788	31	0	1	787	1	788	0.0	1532
P61278.1	raXP_015991725.1	0.982	116	2	0	1	116	1	116	5.8500000000000005e-65	219
Q02880.3	raXP_015980349.1	0.966	1626	55	0	1	1626	1	1620	0.0	3137
Q13526.1	raXP_016009114.2	0.969	163	5	0	1	163	1	163	1.126e-98	319
Q9Y4H2.2	raXP_036084702.1	0.873	1340	170	0	1	1338	1	1340	0.0	2214
XHV15032.1	raXP_016006438.2	0.733	1452	382	0	1	1452	4	1436	0.0	1909
XHV15035.1	raXP_036084327.1	0.589	2288	935	0	1	2277	1	2288	0.0	2313
XP_054180712.1	raXP_015999052.1	0.88	92	11	0	1	92	1	92	1.614e-46	164
XP_054194228.1	raXP_036090739.1	0.944	376	21	0	1	376	57	432	8.578e-238	736
NP_000112.1	pvXP_011378624.1	0.832	501	84	0	1	501	1	500	6.05e-276	850
NP_000544.2	pvXP_011371577.1	0.732	1432	379	0	1	1432	1	1417	0.0	2096
NP_000577.2	pvXP_011373467.1	0.651	152	52	0	1	152	1	151	7.726000000000001e-56	195
NP_000648.2	pvXP_011359363.1	0.903	195	18	0	1	195	1	189	5.736e-111	357
NP_001073285.1	pvXP_023380586.1	0.904	1367	130	0	18	1370	55	1421	0.0	2587
NP_001119603.1	pvXP_011377965.1	0.888	1233	136	0	1	1233	1	1217	0.0	2257
NP_001123914.1	pvXP_011379077.1	0.993	151	1	0	1	151	1	151	3.605e-94	307
NP_001124339.1	pvXP_023391126.1	0.97	373	11	0	18	390	1	373	6.401999999999999e-238	734
NP_001180305.1	pvXP_011384851.1	0.473	710	250	0	1	710	1	475	4.2300000000000005e-163	548
NP_001229389.1	pvXP_011369003.2	0.722	676	171	0	1	616	78	753	1.178e-315	971
NP_001230013.1	pvXP_023382899.1	0.948	814	42	0	37	850	36	846	0.0	1525
NP_001265547.1	pvXP_023389851.1	0.747	361	91	0	1	359	147	507	1.752e-171	540
NP_001274177.1	pvXP_023376753.1	0.785	1042	213	0	1	1042	373	1364	0.0	1623
NP_001277214.1	pvXP_011375662.1	0.941	238	14	0	6	243	46	283	3.738e-154	483
NP_001278787.1	pvXP_023384752.1	0.919	1369	111	0	1	1366	1	1369	0.0	2622
NP_001278791.1	pvXP_011369610.1	0.817	186	33	0	1	180	1	186	1.899e-95	310
NP_001278826.1	pvXP_011385149.1	0.353	82	38	0	28	109	35	93	4.691e-06	49
NP_001291646.4	pvXP_011359917.1	0.995	403	2	0	174	576	1	403	4.0579999999999996e-273	846
NP_001303939.1	pvXP_011353023.1	0.937	191	12	0	1	191	1	190	2.688e-119	381
NP_001306120.2	pvXP_011353584.1	0.831	345	58	0	1	345	89	433	4.554000000000001e-208	645
NP_001309136.1	pvXP_011370311.1	0.977	261	6	0	223	483	168	428	8.533000000000001e-160	513
NP_001309864.1	pvXP_011384138.1	0.881	901	102	0	1	858	1	901	0.0	1548
NP_001333870.1	pvXP_023393227.1	0.877	352	42	0	558	909	1	346	1.037e-197	645
NP_001338708.1	pvXP_023376234.1	0.633	726	239	0	1	651	1	726	2.036e-265	827
NP_001338763.1	pvXP_023391158.1	0.9	2398	240	0	660	3056	1	2398	0.0	4368
NP_001341605.1	pvXP_011376693.1	0.917	675	56	0	20	694	1	674	0.0	1309
NP_001341799.1	pvXP_011359121.1	0.92	440	35	0	15	453	1	440	1.3410000000000002e-251	777
NP_001341856.1	pvXP_011379755.1	1.0	761	0	0	1	761	46	806	0.0	1525
NP_001341946.1	pvXP_023393087.1	0.913	900	78	0	49	945	226	1125	0.0	1647
NP_001341969.1	pvXP_011365726.1	0.996	271	1	0	5	275	158	428	1.4020000000000002e-184	573
NP_001342049.1	pvXP_011358169.1	0.895	603	63	0	1	603	14	616	0.0	1104
NP_001351113.1	pvXP_011365760.1	0.933	778	52	0	1	778	1	777	0.0	1466
NP_001361554.1	pvXP_011354123.1	0.986	593	8	0	1	592	1	593	0.0	1210
NP_001361577.1	pvXP_011364094.1	0.956	603	26	0	1	602	1	603	0.0	1170
NP_001369360.1	pvXP_023377627.1	0.949	475	24	0	1	475	1	475	7.155e-310	946
NP_001369556.1	pvXP_023387160.1	0.911	970	86	0	1	968	1	970	0.0	1777
NP_001369725.1	pvXP_011381326.1	0.907	1254	114	0	1	1226	1	1254	0.0	2391
NP_001371922.1	pvXP_011379512.1	1.0	715	0	0	1	715	1	715	0.0	1452
NP_001380876.1	pvXP_011373286.1	0.923	169	13	0	1	169	1	169	3.7620000000000004e-98	322
NP_001393707.1	pvXP_023394372.1	0.517	316	151	0	462	777	369	681	4.2129999999999997e-94	335
NP_001393912.1	pvXP_011364691.1	0.966	664	23	0	1	664	1	664	0.0	1187
NP_001394198.1	pvXP_023385660.1	0.872	173	22	0	121	292	1	173	3.799e-95	316
NP_001397663.1	pvXP_023379438.1	0.585	221	72	0	14	234	249	423	1.148e-69	241
NP_001400936.1	pvXP_011385143.1	0.986	153	2	0	1	153	1	153	1.638e-97	315
NP_001609.2	pvXP_023386768.1	0.842	1015	160	0	1	1014	1	1015	0.0	1678
NP_001955.1	pvXP_011360736.1	0.939	543	33	0	1	543	1	539	6.04e-314	962
NP_002599.1	pvXP_011367402.1	0.908	241	22	0	1	241	1	241	1.081e-142	450
NP_004371.2	pvXP_011374799.1	0.95	2442	122	0	1	2442	1	2432	0.0	4514
NP_004786.2	pvXP_011360163.1	0.851	982	146	0	31	1012	1	982	0.0	1801
NP_005216.1	pvXP_011376574.1	0.924	437	33	0	1	437	1	436	5.728e-254	782
NP_005339.3	pvXP_011369249.1	0.987	554	7	0	180	732	1	554	0.0	1050
NP_005535.1	pvXP_011362377.1	0.909	1242	113	0	1	1242	1	1238	0.0	2211
NP_006252.4	pvXP_011360450.1	0.805	226	44	0	1	226	1	226	1.076e-113	366
NP_072054.1	pvXP_011366884.1	0.589	216	72	0	1	177	1	216	1.175e-68	233
O60934.1	pvXP_023377861.1	0.704	672	199	0	83	754	1	672	4.1069999999999995e-284	887
P01100.1	pvXP_011369143.1	0.955	380	17	0	1	380	1	380	1.066e-225	698
P01138.3	pvXP_023391248.1	0.868	244	32	0	1	241	1	244	3.567e-138	437
P01286.1	pvXP_011364891.1	0.805	108	20	0	1	108	1	106	1.132e-44	160
P08138.1	pvXP_011363410.1	0.965	405	14	0	23	427	1	405	2.6649999999999998e-267	820
P10599.3	pvXP_011363234.1	0.885	105	12	0	1	105	1	105	5.148e-59	201
P11387.2	pvXP_011364911.1	0.981	767	15	0	1	765	1	767	0.0	1465
P16885.4	pvXP_023384358.1	0.899	1265	127	0	1	1265	19	1280	0.0	2356
P17535.3	pvXP_011375366.1	0.57	301	129	0	47	347	35	334	1.9579999999999999e-75	261
P17936.2	pvXP_011385982.2	0.757	132	31	0	2	131	42	173	1.4960000000000001e-58	210
P28069.1	pvXP_011354717.1	0.965	291	10	0	1	291	1	291	2.455e-182	567
P42229.1	pvXP_011379583.1	0.77	774	168	0	1	774	1	732	0.0	1144
P42338.1	pvXP_011383339.1	0.968	1070	34	0	1	1070	1	1070	0.0	2136
P51692.2	pvXP_011379583.1	0.819	787	134	0	1	787	1	740	0.0	1252
P61278.1	pvXP_011380119.1	0.991	116	1	0	1	116	1	116	1.6530000000000002e-65	220
Q02880.3	pvXP_023388035.1	0.972	1545	43	0	82	1626	1	1542	0.0	3015
Q13526.1	pvXP_011378540.1	0.969	163	5	0	1	163	1	163	1.126e-98	319
Q9Y4H2.2	pvXP_011372231.1	0.881	1340	159	0	1	1338	1	1340	0.0	2230
XHV15032.1	pvXP_023379691.1	0.741	1452	374	0	1	1452	1	1445	0.0	1952
