qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
NP_001112359.1	rfXP_032960378.1	0.911	495	44	0	1	495	1	495	2.988e-301	922
NP_001112360.1	rfXP_032960377.1	0.81	496	84	0	1	444	1	496	4.123e-264	812
NP_001121070.1	rfXP_032975466.1	0.889	181	20	0	57	236	1	181	5.0510000000000004e-102	332
NP_001123518.1	rfXP_032968554.1	0.703	91	27	0	5	95	6	96	1.646e-38	141
NP_001129071.1	rfXP_032955455.1	0.972	442	12	0	1	442	1	442	9.634e-293	895
NP_001129383.1	rfXP_032954247.1	0.835	170	28	0	1	170	6	175	4.1549999999999997e-94	306
NP_001129687.1	rfXP_032969236.1	0.763	228	52	0	1	228	1	220	8.432e-98	320
NP_001132970.1	rfXP_032973909.1	0.989	199	2	0	1	199	1	199	1.6919999999999998e-125	398
NP_001132972.1	rfXP_032973872.1	0.992	255	2	0	1	255	1	255	2.953e-166	519
NP_001132973.1	rfXP_032973872.1	0.991	226	2	0	1	226	30	255	7.385e-147	461
NP_001132974.1	rfXP_032973872.1	0.991	226	2	0	1	226	30	255	7.385e-147	461
NP_001136016.1	rfXP_032957623.1	0.84	200	31	0	1	200	1	195	1.818e-92	303
NP_001137.2	rfXP_032982723.1	0.963	498	18	0	1	498	1	498	0.0	990
NP_001137277.1	rfXP_032974835.1	0.975	248	6	0	1	247	83	330	1.4220000000000002e-159	499
NP_001137278.1	rfXP_032974835.1	0.975	248	6	0	1	247	83	330	1.4220000000000002e-159	499
NP_001137279.1	rfXP_032974835.1	0.975	248	6	0	1	247	83	330	1.4220000000000002e-159	499
NP_001137280.1	rfXP_032974835.1	0.975	248	6	0	1	247	83	330	1.4220000000000002e-159	499
NP_001137281.1	rfXP_032974835.1	0.92	277	22	0	3	276	54	330	3.074e-166	520
NP_001137282.1	rfXP_032974835.1	0.927	330	24	0	1	329	1	330	8.144e-206	637
NP_001137283.1	rfXP_032974835.1	0.975	248	6	0	1	247	83	330	1.4220000000000002e-159	499
NP_001137284.1	rfXP_032974835.1	0.975	248	6	0	1	247	83	330	1.4220000000000002e-159	499
NP_001137285.1	rfXP_032974835.1	0.975	248	6	0	1	247	83	330	1.4220000000000002e-159	499
NP_001137286.1	rfXP_032974835.1	0.975	248	6	0	1	247	83	330	1.4220000000000002e-159	499
NP_001137288.1	rfXP_032974835.1	0.975	248	6	0	1	247	83	330	1.4220000000000002e-159	499
NP_001137453.1	rfXP_032969708.1	0.934	459	30	0	1	458	1	459	6.39e-307	936
NP_001137454.1	rfXP_032969726.1	0.934	458	30	0	1	457	1	458	5.532999999999999e-306	934
NP_001137455.2	rfXP_032969726.1	0.77	458	87	0	1	378	1	458	1.573e-237	732
NP_001138.1	rfXP_032960377.1	0.911	496	44	0	1	496	1	496	4.729e-302	925
NP_001138364.1	rfXP_032951947.1	0.961	155	6	0	1	155	1	155	1.199e-100	324
NP_001138406.1	rfXP_032951947.1	0.961	155	6	0	1	155	1	155	1.199e-100	324
NP_001138407.1	rfXP_032951947.1	0.961	155	6	0	1	155	1	155	1.199e-100	324
NP_001139117.1	rfXP_032960508.1	0.758	290	64	0	1	266	1	290	9.508e-127	406
NP_001153212.1	rfXP_032959547.1	0.765	205	48	0	1	205	1	205	5.557e-98	319
NP_001153467.1	rfXP_032960228.1	0.969	261	8	0	131	391	221	481	1.373e-156	510
NP_001153471.1	rfXP_032960228.1	0.969	262	8	0	147	408	220	481	1.025e-156	511
NP_001153473.1	rfXP_032960228.1	0.965	262	9	0	113	374	220	481	5.228e-157	510
NP_001153477.1	rfXP_032960217.1	0.95	163	8	0	34	196	244	406	2.2119999999999999e-94	309
NP_001153480.1	rfXP_032960232.1	0.972	252	7	0	169	420	15	266	9.712e-154	492
NP_001157030.1	rfXP_032970932.1	0.755	229	55	0	1	227	1	229	5.153e-113	364
NP_001159445.1	rfXP_032987312.1	0.935	450	29	0	50	499	276	725	1.315e-278	857
NP_001159684.1	rfXP_032975172.1	0.967	215	7	0	1	215	1	215	3.3989999999999996e-141	444
NP_001161362.1	rfXP_032967155.1	0.824	554	97	0	1	553	1	554	5e-324	992
NP_001164161.1	rfXP_032977801.1	0.849	868	122	0	1	807	1	868	0.0	1591
NP_001165093.1	rfXP_032952381.1	0.889	136	15	0	181	316	1	135	3.8419999999999997e-75	259
NP_001165094.1	rfXP_032952390.1	0.914	141	12	0	1	141	1	140	1.9199999999999998e-81	273
NP_001165095.1	rfXP_032952366.1	0.944	215	12	0	1	215	1	214	6.177e-134	423
NP_001165096.1	rfXP_032952374.1	0.942	209	12	0	1	209	1	208	3.969e-129	409
NP_001165097.1	rfXP_032952381.1	0.937	191	12	0	1	191	1	190	6.57e-120	381
NP_001165098.1	rfXP_032952381.1	0.93	173	12	0	1	173	1	172	2.4390000000000003e-108	347
NP_001165099.1	rfXP_032952390.1	0.918	147	12	0	1	147	1	146	2.2250000000000003e-87	285
NP_001165100.1	rfXP_032952381.1	0.935	185	12	0	1	185	1	184	1.161e-115	369
NP_001165101.1	rfXP_032952381.1	0.889	136	15	0	1	136	1	135	5.469e-78	258
NP_001165599.1	rfXP_032956139.1	0.76	1330	313	0	1	1330	48	1354	0.0	1851
NP_001165896.1	rfXP_032955728.1	0.756	364	80	0	4	332	4	367	3.287e-179	561
NP_001166242.1	rfXP_032983068.1	0.741	228	58	0	1	228	1	225	3.289e-105	342
NP_001166243.1	rfXP_032983063.1	0.742	229	58	0	1	229	1	226	9.755e-106	344
NP_001167607.1	rfXP_032988672.1	0.77	170	39	0	1	170	35	203	7.51e-84	276
NP_001171068.1	rfXP_032946681.1	0.83	136	23	0	1	136	1	136	6.376e-61	219
NP_001171069.1	rfXP_032946669.1	0.856	132	19	0	1	132	1	132	2.194e-61	219
NP_001171601.1	rfXP_032961162.1	0.766	1213	273	0	1	1166	1	1213	0.0	1962
NP_001171602.1	rfXP_032961162.1	0.771	1213	267	0	1	1165	1	1213	0.0	1977
NP_001171605.1	rfXP_032985877.1	0.875	88	11	0	1	88	1	88	5.653e-46	166
NP_001171618.1	rfXP_032946912.1	0.646	195	56	0	10	168	1	195	1.221e-70	238
NP_001171864.1	rfXP_032952315.1	0.882	838	92	0	1	784	1	838	0.0	1384
NP_001172026.1	rfXP_032975469.1	0.89	110	12	0	1	110	14	123	3.6089999999999997e-60	205
NP_001172027.1	rfXP_032975469.1	0.89	110	12	0	1	110	14	123	3.6089999999999997e-60	205
NP_001172085.1	rfXP_032949918.1	0.696	178	54	0	30	207	6	183	8.311e-75	252
NP_001172086.1	rfXP_032949918.1	0.494	178	63	0	30	154	6	183	3.182e-40	150
NP_001177397.1	rfXP_032966563.1	0.957	211	9	0	18	228	1	211	1.2900000000000002e-131	417
NP_001177398.1	rfXP_032966563.1	0.829	211	31	0	18	202	1	211	5.345e-109	351
NP_001177871.1	rfXP_032944581.1	0.692	91	28	0	1	91	1	91	2.118e-34	130
NP_001183980.1	rfXP_032975821.1	0.956	575	25	0	1	569	1	575	0.0	1028
NP_001185552.1	rfXP_032947181.1	0.782	234	48	0	1	222	1	234	4.0929999999999997e-113	364
NP_001185553.1	rfXP_032947181.1	0.778	217	45	0	1	205	18	234	2.7880000000000002e-104	337
NP_001186788.1	rfXP_032982724.1	0.963	497	18	0	1	497	1	497	1e-323	987
NP_001186815.1	rfXP_032982421.1	0.699	133	39	0	1	133	1	132	1.4110000000000001e-55	193
NP_001186816.1	rfXP_032982420.1	0.641	159	56	0	1	159	1	158	5.413e-60	207
NP_001186817.1	rfXP_032982418.1	0.64	75	26	0	3	77	9	81	2.606e-22	96
NP_001188288.1	rfXP_032990482.1	0.56	150	65	0	1	148	1	150	1.2e-42	156
NP_001191.1	rfXP_032951174.1	0.949	396	20	0	1	396	1	395	4.02e-251	772
NP_001191273.1	rfXP_032947903.1	0.367	135	77	0	58	192	157	278	7.777e-15	78
NP_001191313.1	rfXP_032952366.1	0.927	165	12	0	1	165	1	164	9.416e-97	314
NP_001191314.1	rfXP_032952366.1	0.927	165	12	0	181	345	1	164	6.852e-94	315
NP_001191431.1	rfXP_032983046.1	0.77	222	50	0	1	220	1	222	1.2730000000000001e-98	323
NP_001191432.1	rfXP_032983046.1	0.77	222	50	0	1	220	1	222	1.2730000000000001e-98	323
NP_001192.2	rfXP_032962565.1	0.88	475	57	0	1	472	1	475	3.9799999999999996e-273	840
NP_001193.2	rfXP_032965438.1	0.975	409	10	0	1	408	1	409	1.733e-269	826
NP_001193673.1	rfXP_032980115.1	0.764	908	214	0	1	906	1	908	0.0	1489
NP_001193674.1	rfXP_032980115.1	0.71	908	246	0	1	849	1	908	0.0	1357
NP_001193941.1	rfXP_032962854.1	0.87	155	19	0	1	149	16	170	2.2310000000000002e-86	282
NP_001230140.1	rfXP_032977140.1	0.715	192	54	0	1	189	1	192	7.968e-83	274
NP_001230662.1	rfXP_032977811.1	0.962	188	7	0	1	188	1	188	3.132e-117	374
NP_001235.1	rfXP_032977994.1	0.782	234	51	0	1	234	1	234	4.055e-117	376
NP_001243034.1	rfXP_032988955.1	0.991	365	3	0	1	365	1	365	6.88e-252	772
NP_001243474.1	rfXP_032966826.1	0.96	1140	46	0	1	1140	1	1140	0.0	2494
NP_001244134.1	rfXP_032951947.1	0.961	155	6	0	1	155	1	155	1.199e-100	324
NP_001244136.1	rfXP_032951947.1	0.961	155	6	0	1	155	1	155	1.199e-100	324
NP_001244137.1	rfXP_032951947.1	0.961	155	6	0	1	155	1	155	1.199e-100	324
NP_001244138.1	rfXP_032951947.1	0.961	155	6	0	1	155	1	155	1.199e-100	324
NP_001244139.1	rfXP_032951947.1	0.961	155	6	0	1	155	1	155	1.199e-100	324
NP_001252516.1	rfXP_032990568.1	0.796	64	13	0	1	64	1	64	1.02e-27	114
NP_001254647.1	rfXP_032984784.1	0.933	120	8	0	1	120	1	120	9.201e-65	218
NP_001257349.1	rfXP_032973595.1	0.569	79	33	0	1	79	14	91	1.063e-19	92
NP_001257350.1	rfXP_032973595.1	0.569	79	33	0	1	79	14	91	1.7070000000000002e-20	93
NP_001257479.1	rfXP_032977656.1	0.93	143	10	0	1	143	1	143	4.557e-90	293
NP_001257480.1	rfXP_032977656.1	0.93	143	10	0	1	143	1	143	4.557e-90	293
NP_001257481.1	rfXP_032977656.1	0.566	143	37	0	1	87	1	143	1.533e-38	141
NP_001257918.1	rfXP_032962316.1	0.878	123	15	0	27	149	3	124	9.974000000000001e-69	232
NP_001257919.1	rfXP_032962316.1	0.552	122	36	0	27	107	3	124	1.368e-34	131
NP_001257920.1	rfXP_032962316.1	0.5	122	36	0	27	98	3	124	1.3760000000000001e-28	113
NP_001257921.1	rfXP_032962316.1	0.479	122	37	0	27	98	3	124	2.1770000000000002e-26	107
NP_001257922.1	rfXP_032962316.1	0.426	122	36	0	27	89	3	124	2.2300000000000003e-20	89
NP_001258662.1	rfXP_032987953.1	0.666	693	223	0	22	689	31	723	0.0	1032
NP_001258867.1	rfXP_032983168.1	0.943	2845	159	0	1	2845	1	2789	0.0	5797
NP_001264919.1	rfXP_032985877.1	0.842	38	6	0	1	38	1	38	2.286e-12	67
NP_001265027.1	rfXP_032966563.1	0.955	159	7	0	1	159	53	211	1.653e-98	318
NP_001265402.1	rfXP_032976246.1	0.892	373	40	0	1	373	1	373	3.3469999999999995e-240	742
NP_001265497.1	rfXP_032956747.1	0.577	97	39	0	36	132	129	222	3.956e-28	114
NP_001265566.1	rfXP_032983046.1	0.769	139	32	0	1	138	84	222	6.422e-58	201
NP_001265567.1	rfXP_032983046.1	0.769	139	32	0	1	138	84	222	6.422e-58	201
NP_001273973.1	rfXP_032952381.1	0.932	163	11	0	1	163	29	190	1.759e-100	324
NP_001275753.1	rfXP_032952941.1	0.771	368	84	0	1	366	1	368	2.2389999999999998e-185	580
NP_001276926.1	rfXP_032946669.1	0.861	159	22	0	1	159	1	159	4.372e-79	269
NP_001276927.1	rfXP_032946692.1	0.809	173	32	0	1	173	1	171	3.26e-78	270
NP_001276932.1	rfXP_032946692.1	0.809	173	32	0	141	313	1	171	3.428e-77	273
NP_001276951.1	rfXP_032946681.1	0.83	136	23	0	1	136	1	136	6.376e-61	219
NP_001276955.1	rfXP_032946669.1	0.856	132	19	0	1	132	1	132	2.194e-61	219
NP_001276956.1	rfXP_032946669.1	0.861	159	22	0	1	159	1	159	4.372e-79	269
NP_001276957.1	rfXP_032946692.1	0.809	173	32	0	1	173	1	171	3.26e-78	270
NP_001278397.1	rfXP_032947688.1	0.836	92	14	0	1	87	1	92	1.153e-42	153
NP_001278398.1	rfXP_032947688.1	0.921	64	5	0	1	64	1	64	6.395e-31	118
NP_001278399.1	rfXP_032947688.1	0.921	64	5	0	1	64	1	64	6.395e-31	118
NP_001278400.1	rfXP_032947688.1	0.893	66	7	0	1	66	1	66	1.6390000000000002e-30	119
NP_001278401.1	rfXP_032947688.1	0.777	81	18	0	1	81	1	81	6.273e-31	120
NP_001278402.1	rfXP_032947688.1	0.777	81	16	0	1	71	1	81	5.344e-31	119
NP_001278403.1	rfXP_032947687.1	0.92	25	2	0	1	25	1	25	0.0004776	41
NP_001278404.1	rfXP_032947688.1	0.921	64	5	0	1	64	1	64	5.811e-30	117
NP_001278790.1	rfXP_032975466.1	0.889	181	20	0	1	180	1	181	7.162999999999999e-103	332
NP_001278791.1	rfXP_032975466.1	0.889	181	20	0	1	180	1	181	7.162999999999999e-103	332
NP_001278809.1	rfXP_032948417.1	0.996	299	1	0	1	299	96	394	4.006e-210	648
NP_001278826.1	rfXP_032975469.1	0.89	110	12	0	1	110	14	123	3.6089999999999997e-60	205
NP_001308.1	rfXP_032947352.1	0.614	217	83	0	1	217	1	216	3.947e-79	265
NP_001321.1	rfXP_032957622.1	0.84	201	31	0	1	201	1	196	1.389e-92	303
NP_001390.1	rfXP_032974235.1	0.939	394	24	0	1	391	1	394	2.728e-230	711
NP_001400.3	rfXP_032971847.1	0.789	1407	288	0	168	1531	2	1408	0.0	2584
NP_001401.2	rfXP_032983168.1	0.921	2789	219	0	1	2778	1	2789	0.0	5641
NP_001423.1	rfXP_032961156.1	0.845	155	24	0	15	169	9	163	4.763e-84	277
NP_001450.2	rfXP_032983046.1	0.77	222	50	0	1	220	1	222	1.2730000000000001e-98	323
NP_001454.2	rfXP_032968872.1	0.975	325	8	0	1	325	1	325	2.559e-209	647
NP_001483.3	rfXP_032989524.1	0.81	363	69	0	10	372	9	371	2.411e-183	575
NP_001502.1	rfXP_032962204.1	0.773	75	17	0	1	75	1	75	1.902e-26	108
NP_001519.1	rfXP_032961894.1	0.862	539	74	0	118	655	1	539	0.0	1032
NP_001553.1	rfXP_032977140.1	0.73	193	52	0	1	193	1	192	1.021e-86	286
NP_001556.2	rfXP_032962014.1	0.734	98	26	0	1	98	1	98	1.512e-39	145
NP_001648.1	rfXP_032962195.1	0.79	253	53	0	1	252	1	253	3.584e-117	377
NP_001700.2	rfXP_032974835.1	0.975	248	6	0	1	247	83	330	1.4220000000000002e-159	499
NP_001709.1	rfXP_032969810.1	0.91	513	45	0	1	513	1	501	3.86e-308	943
NP_001710.1	rfXP_032951323.1	0.986	431	6	0	1	431	1	431	1.887e-288	882
NP_001711.2	rfXP_032969546.1	0.905	402	38	0	1	402	1	402	1.212e-252	777
NP_001720.1	rfXP_032961197.1	0.758	178	42	0	1	178	1	173	2.902e-81	269
NP_001873.2	rfXP_032966844.1	0.9	322	32	0	1	322	4	325	5.469e-202	626
NP_001936.1	rfXP_032952777.1	0.918	208	17	0	1	208	1	208	3.778e-119	380
NP_001954.2	rfXP_032961163.1	0.794	1103	226	0	110	1207	8	1110	0.0	1888
NP_001997.5	rfXP_032990257.1	0.843	287	45	0	3	288	87	373	1.641e-144	458
NP_001998.1	rfXP_032975946.1	0.932	206	14	0	1	206	1	206	1.177e-121	387
NP_002000.1	rfXP_032963955.1	0.958	194	8	0	1	194	1	194	7.1e-126	399
NP_002001.1	rfXP_032960985.1	1.0	208	0	0	1	208	1	208	2.016e-139	439
NP_002050.1	rfXP_032947352.1	0.642	217	77	0	1	217	1	216	4.795e-81	271
NP_002080.1	rfXP_032962204.1	0.773	75	17	0	1	75	1	75	2.2680000000000003e-28	113
NP_002081.2	rfXP_032962204.1	0.76	75	18	0	1	75	1	75	2.85e-27	110
NP_002160.1	rfXP_032979153.1	0.732	176	47	0	1	176	1	176	1.6969999999999998e-80	268
NP_002161.2	rfXP_032979154.1	0.693	176	54	0	1	176	1	176	4.899e-68	232
NP_002162.1	rfXP_032979153.1	0.717	177	50	0	1	177	1	177	1.979e-75	253
NP_002163.2	rfXP_032979153.1	0.711	177	51	0	1	177	1	177	1.403e-78	262
NP_002164.1	rfXP_032979153.1	0.734	177	47	0	1	177	1	177	1.922e-78	262
NP_002166.2	rfXP_032979153.1	0.721	176	49	0	1	176	1	176	2.985e-76	256
NP_002167.1	rfXP_032979833.1	0.636	187	67	0	1	187	1	186	4.4819999999999995e-68	232
NP_002168.1	rfXP_032979510.1	0.634	194	70	0	1	194	1	193	4.664e-68	232
NP_002172.2	rfXP_032968969.1	0.955	408	18	0	1	408	1	407	1.254e-261	803
NP_002178.2	rfXP_032952481.1	0.817	329	60	0	1	328	1	329	5.794e-177	554
NP_002179.2	rfXP_032951489.1	0.64	142	47	0	15	146	1	142	3.1519999999999996e-47	169
NP_002181.1	rfXP_032950206.1	0.748	155	38	0	1	155	1	153	1.1060000000000001e-72	243
NP_002182.1	rfXP_032968023.1	0.81	364	69	0	3	366	5	367	3.0079999999999997e-188	589
NP_002183.1	rfXP_032943939.1	0.931	426	29	0	1	426	1	426	1.628e-263	809
NP_002184.2	rfXP_032968217.1	0.977	407	9	0	1	407	1	407	1.298e-273	837
NP_002300.1	rfXP_032953134.1	0.915	202	17	0	1	202	1	202	9.445999999999999e-125	396
NP_002332.1	rfXP_032958942.1	0.833	244	40	0	1	244	1	241	2.427e-120	386
NP_002382.1	rfXP_032977656.1	0.93	143	10	0	1	143	1	143	4.557e-90	293
NP_002407.1	rfXP_032962013.1	0.734	128	33	0	1	125	1	128	2.272e-47	169
NP_002497.2	rfXP_032948947.1	0.875	240	30	0	1	240	1	240	1.976e-139	441
NP_002518.1	rfXP_032973420.1	0.964	257	9	0	1	257	1	257	3.3380000000000005e-163	510
NP_002598.4	rfXP_032952548.1	0.88	193	23	0	1	193	1	193	8.365e-106	342
NP_002599.1	rfXP_032973915.1	0.929	241	17	0	1	241	1	241	1.866e-145	458
NP_002610.1	rfXP_032961191.1	0.716	106	28	0	1	101	1	106	1.165e-38	142
NP_002611.1	rfXP_032961191.1	0.65	106	36	0	1	104	1	106	4.205e-33	126
NP_002623.2	rfXP_032962853.1	0.88	176	20	0	1	170	16	191	2.7910000000000002e-98	318
NP_002695.1	rfXP_032961190.1	0.662	77	26	0	51	127	142	218	3.825e-27	111
NP_002816.1	rfXP_032954496.1	0.976	168	4	0	1	168	1	168	4.887e-105	337
NP_002951.1	rfXP_032949574.1	0.881	101	12	0	1	101	1	101	9.449000000000001e-58	197
NP_002952.1	rfXP_032948946.1	0.97	101	3	0	1	101	1	101	2.327e-60	205
NP_002953.2	rfXP_032949157.1	0.923	92	7	0	1	92	1	92	1.214e-47	168
NP_002954.2	rfXP_032949447.1	0.602	98	39	0	1	98	1	98	6.881e-33	126
NP_002955.2	rfXP_032949090.1	0.696	89	27	0	1	89	1	89	1.189e-39	145
NP_002956.1	rfXP_032949639.1	0.635	107	38	0	6	111	3	109	4.235e-35	133
NP_002957.1	rfXP_032949474.1	0.989	97	1	0	1	97	1	97	7.404e-61	206
NP_002972.1	rfXP_032945083.1	0.518	83	39	0	1	82	1	83	3.352e-20	89
NP_002973.1	rfXP_032946543.1	0.646	99	35	0	1	99	1	99	1.024e-34	131
NP_002974.1	rfXP_032947686.1	0.688	93	28	0	1	92	1	93	2.0670000000000002e-35	132
