qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
59463.ENSMLUP00000011196	rfXP_032984803.1	0.826	759	131	0	2	757	2	760	0.0	1229
59463.ENSMLUP00000011227	rfXP_032983309.1	0.914	293	25	0	5	296	1	293	3.403e-170	533
59463.ENSMLUP00000011717	rfXP_032945859.1	0.803	449	88	0	1	449	1	448	6.656e-201	631
59463.ENSMLUP00000012090	rfXP_032955476.1	0.921	345	27	0	5	349	23	364	2.76e-208	646
59463.ENSMLUP00000013453	rfXP_032947164.1	0.887	541	61	0	123	663	1	541	0.0	1016
59463.ENSMLUP00000013787	rfXP_032952375.1	0.63	286	97	0	1	263	97	382	3.006e-91	303
59463.ENSMLUP00000014213	rfXP_032945966.1	1.0	394	0	0	89	482	15	408	4.826999999999999e-249	781
59463.ENSMLUP00000016071	rfXP_032971383.1	0.738	463	121	0	1	462	1	463	5.4210000000000006e-214	668
59463.ENSMLUP00000016363	rfXP_032965734.1	0.887	391	44	0	1	387	1	391	2.0119999999999997e-232	717
59463.ENSMLUP00000016529	rfXP_032947163.1	0.819	663	120	0	1	663	1	663	0.0	1143
59463.ENSMLUP00000022559	rfXP_032952376.1	0.949	157	8	0	1	157	123	279	7.547e-95	307
59463.ENSMLUP00000000083	drXP_053766493.1	0.971	284	8	0	1	284	94	377	1.627e-185	576
59463.ENSMLUP00000001427	drXP_024433875.1	0.878	190	23	0	24	212	1	190	4.5290000000000005e-109	351
59463.ENSMLUP00000001789	drXP_024410096.1	0.963	524	19	0	1	524	1	524	0.0	1044
59463.ENSMLUP00000002616	drXP_024425024.1	0.946	428	23	0	1	427	1	428	6.989e-271	831
59463.ENSMLUP00000002847	drXP_024421388.1	0.799	209	40	0	1	209	1	199	1.6229999999999998e-103	335
59463.ENSMLUP00000003315	drXP_024420605.2	0.866	1224	163	0	1	1219	2	1225	0.0	2168
59463.ENSMLUP00000003322	drXP_045047578.2	0.972	324	9	0	4	327	145	468	4.554e-214	661
59463.ENSMLUP00000004009	drXP_024418601.1	0.933	242	16	0	1	242	1	241	1.179e-143	453
59463.ENSMLUP00000004202	drXP_024428890.2	0.955	449	20	0	1	449	1	449	1.169e-267	824
59463.ENSMLUP00000005054	drXP_053769596.1	0.967	760	25	0	1	759	1	760	0.0	1439
59463.ENSMLUP00000005277	drXP_053771512.1	0.933	346	23	0	1	346	34	379	4.5100000000000006e-208	645
59463.ENSMLUP00000005366	drXP_053772323.1	0.796	1416	282	0	1	1385	6	1421	0.0	2221
59463.ENSMLUP00000005595	drXP_024428890.2	0.96	307	12	0	1	307	144	450	3.396e-179	560
59463.ENSMLUP00000008027	drXP_024436450.2	0.92	327	25	0	1	309	21	347	1.106e-195	607
59463.ENSMLUP00000009180	drXP_024414685.1	0.955	566	25	0	10	575	1	565	0.0	1022
59463.ENSMLUP00000009404	drXP_024427405.1	0.893	423	45	0	1	423	1	423	4.153e-245	756
59463.ENSMLUP00000010380	drXP_053777195.1	0.864	385	52	0	7	391	37	421	4.853e-223	691
59463.ENSMLUP00000011160	drXP_024416550.1	0.92	756	60	0	7	762	3	756	0.0	1476
59463.ENSMLUP00000011196	drXP_024425231.1	0.815	759	140	0	2	757	2	760	0.0	1217
59463.ENSMLUP00000011227	drXP_024425273.2	0.921	294	23	0	5	297	1	294	5.009e-174	544
59463.ENSMLUP00000011717	drXP_024409255.1	0.872	461	57	0	1	461	1	445	1.381e-226	706
59463.ENSMLUP00000012090	drXP_045040527.2	0.913	346	30	0	4	349	22	365	2.2200000000000002e-209	649
59463.ENSMLUP00000013453	drXP_045055206.2	0.888	513	57	0	1	513	1	513	1.246e-311	962
59463.ENSMLUP00000013787	drXP_024432590.2	0.636	286	95	0	1	263	97	382	2.7199999999999998e-90	300
59463.ENSMLUP00000014213	drXP_024420519.1	1.0	429	0	0	1	429	21	449	1.329e-279	869
59463.ENSMLUP00000016071	drXP_024410613.2	0.755	463	113	0	1	462	1	463	4.2480000000000003e-221	689
59463.ENSMLUP00000016363	drXP_024434372.2	0.883	387	45	0	1	387	1	387	1.825e-231	715
59463.ENSMLUP00000016529	drXP_045055206.2	0.849	513	77	0	1	513	1	513	3.7169999999999996e-297	920
59463.ENSMLUP00000022559	drXP_024432590.2	0.923	157	12	0	1	157	226	382	7.13e-91	296
59463.ENSMLUP00000000083	raXP_015999162.1	0.968	284	9	0	1	284	94	377	2.0260000000000003e-184	573
59463.ENSMLUP00000001427	raXP_015990781.2	0.84	212	34	0	2	212	2	213	1.067e-117	376
59463.ENSMLUP00000001789	raXP_016004729.2	0.946	524	28	0	1	524	1	524	0.0	1034
59463.ENSMLUP00000002616	raXP_016014391.1	0.962	427	16	0	1	427	1	427	2.861e-278	852
59463.ENSMLUP00000002847	raXP_016009829.1	0.774	209	46	0	1	209	1	203	7.1380000000000005e-102	331
59463.ENSMLUP00000003315	raXP_016010199.2	0.848	1224	185	0	1	1219	1	1224	0.0	2114
59463.ENSMLUP00000003322	raXP_015997976.2	0.978	325	7	0	4	327	170	494	6.242e-214	661
59463.ENSMLUP00000004009	raXP_015999463.2	0.906	204	19	0	39	242	1	203	5.312e-116	373
59463.ENSMLUP00000004202	raXP_016006474.2	0.944	449	25	0	1	449	1	449	1.802e-265	817
59463.ENSMLUP00000005054	raXP_016015693.1	0.971	760	22	0	1	759	1	760	0.0	1435
59463.ENSMLUP00000005277	raXP_015992905.1	0.925	346	26	0	1	346	34	379	1.443e-206	640
59463.ENSMLUP00000005366	raXP_036084611.1	0.81	1392	263	0	1	1386	6	1397	0.0	2237
59463.ENSMLUP00000005595	raXP_016006474.2	0.941	307	18	0	1	307	144	450	3.4770000000000004e-176	551
59463.ENSMLUP00000008027	raXP_016003904.1	0.923	327	24	0	1	309	21	347	2.287e-196	609
59463.ENSMLUP00000009180	raXP_015978729.1	0.959	569	23	0	7	575	7	574	0.0	1036
59463.ENSMLUP00000009404	raXP_015996560.2	0.817	423	76	0	1	423	1	416	1.7149999999999999e-220	685
59463.ENSMLUP00000010380	raXP_015995376.2	0.857	392	55	0	4	390	28	419	1.5179999999999998e-224	695
59463.ENSMLUP00000011160	raXP_015987888.2	0.938	754	47	0	9	762	5	756	0.0	1497
59463.ENSMLUP00000011196	raXP_036088371.1	0.831	498	84	0	1	498	12	509	4.754e-264	829
59463.ENSMLUP00000011227	raXP_036088415.1	0.918	293	24	0	5	296	1	293	3.089e-169	530
59463.ENSMLUP00000011717	raXP_016006487.2	0.862	475	65	0	1	475	1	473	1.5030000000000001e-230	717
59463.ENSMLUP00000012090	raXP_016006050.1	0.904	345	33	0	5	349	23	365	5.848e-206	639
59463.ENSMLUP00000013453	raXP_015997557.2	0.888	663	74	0	1	663	1	663	0.0	1244
59463.ENSMLUP00000013787	raXP_036080377.1	0.689	205	58	0	75	263	106	310	2.595e-74	254
59463.ENSMLUP00000014213	raXP_015991808.2	0.997	410	1	0	20	429	1	410	5.306e-265	827
59463.ENSMLUP00000016071	raXP_016004931.2	0.706	462	133	0	1	462	1	454	6.987e-204	639
59463.ENSMLUP00000016363	raXP_015990984.1	0.899	387	39	0	1	387	1	387	2.695e-235	726
59463.ENSMLUP00000016529	raXP_015997557.2	0.823	663	117	0	1	663	1	663	0.0	1152
59463.ENSMLUP00000022559	raXP_036080377.1	0.942	157	9	0	1	157	154	310	9.427999999999999e-94	304
59463.ENSMLUP00000000083	pvXP_011366803.1	0.971	282	8	0	3	284	1	282	1.84e-183	570
59463.ENSMLUP00000001427	pvXP_023381416.1	0.92	189	15	0	24	212	1	189	2.0050000000000002e-117	376
59463.ENSMLUP00000001789	pvXP_011356324.1	0.917	524	43	0	1	524	1	521	4.313e-320	978
59463.ENSMLUP00000002616	pvXP_023385989.1	0.967	427	14	0	1	427	1	427	1.3510000000000001e-280	859
59463.ENSMLUP00000002847	pvXP_011361195.1	0.774	209	46	0	1	209	1	203	9.784000000000001e-102	330
59463.ENSMLUP00000003315	pvXP_011357230.1	0.858	1223	173	0	1	1219	29	1251	0.0	2147
59463.ENSMLUP00000003322	pvXP_011357616.1	0.771	350	75	0	1	327	136	485	4.317e-168	528
59463.ENSMLUP00000004009	pvXP_011362316.1	0.933	242	16	0	1	242	1	242	7.816000000000001e-143	451
59463.ENSMLUP00000004202	pvXP_011381398.1	0.949	414	21	0	1	414	1	414	3.4320000000000003e-246	762
59463.ENSMLUP00000005054	pvXP_023386725.1	0.869	718	84	0	42	759	99	740	0.0	1176
59463.ENSMLUP00000005277	pvXP_011362607.1	0.913	346	30	0	1	346	34	379	2.0249999999999998e-203	631
59463.ENSMLUP00000005366	pvXP_011371577.1	0.795	1412	284	0	1	1386	6	1417	0.0	2207
59463.ENSMLUP00000005595	pvXP_011381398.1	0.948	271	14	0	1	271	144	414	6.77e-157	496
59463.ENSMLUP00000008027	pvXP_011359430.1	0.91	280	23	0	48	309	1	280	1.9850000000000002e-162	511
59463.ENSMLUP00000009180	pvXP_023384443.1	0.97	570	17	0	6	575	5	573	0.0	1046
59463.ENSMLUP00000009404	pvXP_011371263.1	0.846	423	65	0	1	423	1	422	1.0709999999999999e-228	709
59463.ENSMLUP00000010380	pvXP_011373329.1	0.859	307	43	0	85	391	2	307	2.51e-178	561
59463.ENSMLUP00000011160	pvXP_011365053.1	0.937	754	47	0	9	762	5	756	0.0	1496
59463.ENSMLUP00000011196	pvXP_023391126.1	0.786	372	79	0	42	413	1	372	1.759e-177	578
59463.ENSMLUP00000011227	pvXP_011366253.1	0.931	293	20	0	5	296	1	293	8.541e-173	540
59463.ENSMLUP00000011717	pvXP_011379562.1	0.804	450	88	0	1	449	1	450	2.868e-202	635
59463.ENSMLUP00000012090	pvXP_011365554.1	0.904	345	33	0	5	349	23	365	2.273e-206	640
59463.ENSMLUP00000013453	pvXP_023386162.1	0.883	548	64	0	1	548	1	548	0.0	1022
59463.ENSMLUP00000013787	pvXP_023388557.1	0.689	205	58	0	75	263	29	233	2.595e-74	254
59463.ENSMLUP00000014213	pvXP_011379860.1	0.995	482	2	0	1	482	21	502	1.654e-312	964
59463.ENSMLUP00000016071	pvXP_023388381.1	0.723	407	110	0	56	462	1	399	2.382e-181	574
59463.ENSMLUP00000016363	pvXP_011368972.1	0.909	387	35	0	1	387	1	387	1.7439999999999999e-237	732
59463.ENSMLUP00000016529	pvXP_023386162.1	0.846	547	84	0	1	547	1	547	1.348e-318	982
59463.ENSMLUP00000022559	pvXP_023388558.1	0.949	157	8	0	1	157	1	157	3.657e-94	305
59463.ENSMLUP00000000083	pgXP_039715138.1	0.968	284	9	0	1	284	94	377	2.0260000000000003e-184	573
59463.ENSMLUP00000001427	pgXP_039706701.1	0.921	190	15	0	23	212	43	232	4.143e-118	377
59463.ENSMLUP00000001789	pgXP_039710232.1	0.95	524	26	0	1	524	1	524	0.0	1034
59463.ENSMLUP00000002616	pgXP_039731941.1	0.967	427	14	0	1	427	1	427	1.3510000000000001e-280	859
59463.ENSMLUP00000002847	pgXP_039713374.1	0.769	209	47	0	1	209	1	203	1.219e-100	327
59463.ENSMLUP00000003315	pgXP_039703228.1	0.858	1223	173	0	1	1219	29	1251	0.0	2151
59463.ENSMLUP00000003322	pgXP_039727061.1	0.981	324	6	0	4	327	145	468	1.949e-215	665
59463.ENSMLUP00000004009	pgXP_039738780.1	0.929	242	17	0	1	242	1	242	9.735e-142	447
59463.ENSMLUP00000004202	pgXP_039729753.1	0.948	449	23	0	1	449	1	449	1.059e-266	821
59463.ENSMLUP00000005054	pgXP_039725816.1	0.971	760	22	0	1	759	1	760	0.0	1434
59463.ENSMLUP00000005277	pgXP_039717391.1	0.893	261	28	0	1	261	34	294	2.1329999999999997e-149	475
59463.ENSMLUP00000005366	pgXP_039702365.1	0.808	1423	266	0	1	1386	6	1428	0.0	2262
59463.ENSMLUP00000005595	pgXP_039729753.1	0.944	307	17	0	1	307	144	450	3.832e-177	554
59463.ENSMLUP00000008027	pgXP_039698376.1	0.917	327	26	0	1	309	21	347	2.8459999999999998e-195	606
59463.ENSMLUP00000009180	pgXP_039722978.1	0.972	546	15	0	7	552	7	551	0.0	1005
59463.ENSMLUP00000009404	pgXP_039737823.1	0.843	423	66	0	1	423	1	422	2.011e-228	708
59463.ENSMLUP00000010380	pgXP_039721823.1	0.848	395	59	0	2	391	26	420	1.886e-223	692
59463.ENSMLUP00000011160	pgXP_039723858.1	0.938	754	47	0	9	762	5	756	0.0	1497
59463.ENSMLUP00000011196	pgXP_039722132.1	0.813	759	141	0	2	757	2	760	0.0	1212
59463.ENSMLUP00000011227	pgXP_039722139.1	0.931	293	20	0	5	296	1	293	6.232e-173	541
59463.ENSMLUP00000011717	pgXP_039729736.1	0.87	475	61	0	1	475	1	469	5.211999999999999e-233	724
59463.ENSMLUP00000012090	pgXP_039739437.1	0.904	345	33	0	5	349	3	345	2.273e-206	640
59463.ENSMLUP00000013453	pgXP_039730598.1	0.886	663	75	0	1	663	1	663	0.0	1242
59463.ENSMLUP00000013787	pgXP_039734888.1	0.689	205	58	0	75	263	106	310	2.595e-74	254
59463.ENSMLUP00000014213	pgXP_039706604.1	0.997	341	1	0	89	429	15	355	3.021e-215	683
59463.ENSMLUP00000016071	pgXP_039698121.1	0.719	462	127	0	1	462	1	454	7.6290000000000005e-208	651
59463.ENSMLUP00000016363	pgXP_039698502.1	0.909	387	35	0	1	387	1	387	1.7439999999999999e-237	732
59463.ENSMLUP00000016529	pgXP_039730598.1	0.826	663	115	0	1	663	1	663	0.0	1152
59463.ENSMLUP00000022559	pgXP_039734888.1	0.949	157	8	0	1	157	154	310	3.657e-94	305
59463.ENSMLUP00000000083	paXP_006912343.1	0.968	284	9	0	1	284	94	377	2.0260000000000003e-184	573
59463.ENSMLUP00000001427	paXP_015455545.1	0.915	190	16	0	23	212	43	232	5.679e-118	377
59463.ENSMLUP00000001789	paXP_006924536.1	0.948	524	27	0	1	524	1	524	0.0	1030
59463.ENSMLUP00000002616	paXP_024898165.1	0.967	427	14	0	1	427	1	427	1.3510000000000001e-280	859
59463.ENSMLUP00000002847	paXP_006909323.1	0.769	209	47	0	1	209	1	203	3.139e-100	326
59463.ENSMLUP00000003315	paXP_006922427.2	0.858	1223	173	0	1	1219	29	1251	0.0	2149
59463.ENSMLUP00000003322	paXP_006921000.1	0.966	324	11	0	4	327	145	468	5.146000000000001e-212	655
59463.ENSMLUP00000004009	paXP_006916440.1	0.933	242	16	0	1	242	1	242	7.816000000000001e-143	451
59463.ENSMLUP00000004202	paXP_006924730.1	0.948	449	23	0	1	449	1	449	1.059e-266	821
59463.ENSMLUP00000005054	paXP_006926112.1	0.968	760	24	0	1	759	1	760	0.0	1431
59463.ENSMLUP00000005277	paXP_006918013.1	0.922	346	27	0	1	346	34	379	6.975e-206	638
59463.ENSMLUP00000005366	paXP_006916392.1	0.81	1423	263	0	1	1386	6	1428	0.0	2269
59463.ENSMLUP00000005595	paXP_006924730.1	0.944	307	17	0	1	307	144	450	3.832e-177	554
59463.ENSMLUP00000008027	paXP_006919993.1	0.92	327	25	0	1	309	21	347	5.886999999999999e-196	608
59463.ENSMLUP00000009180	paXP_006908094.1	0.971	569	16	0	7	575	7	574	0.0	1046
59463.ENSMLUP00000009404	paXP_006922897.1	0.848	423	64	0	1	423	1	422	1.62e-229	711
59463.ENSMLUP00000010380	paXP_006923760.1	0.802	409	77	0	2	391	23	431	2.01e-214	666
59463.ENSMLUP00000011160	paXP_006904386.1	0.937	754	47	0	9	762	5	756	0.0	1494
59463.ENSMLUP00000011196	paXP_024902552.1	0.813	759	141	0	2	757	2	760	0.0	1212
59463.ENSMLUP00000011227	paXP_015444810.1	0.931	293	20	0	5	296	1	293	8.541e-173	540
59463.ENSMLUP00000011717	paXP_006924699.1	0.864	475	64	0	1	475	1	469	8.011e-231	718
59463.ENSMLUP00000012090	paXP_024900574.1	0.901	284	28	0	3	286	38	319	5.11e-166	524
59463.ENSMLUP00000013453	paXP_006922338.1	0.886	663	75	0	1	663	1	663	0.0	1239
59463.ENSMLUP00000013787	paXP_024905335.1	0.611	287	102	0	1	263	121	407	7.837999999999999e-88	293
59463.ENSMLUP00000014213	paXP_024898058.1	0.997	394	1	0	89	482	15	408	6.606999999999999e-249	780
59463.ENSMLUP00000016071	paXP_015446900.1	0.72	407	111	0	56	462	1	399	8.375e-181	572
59463.ENSMLUP00000016363	paXP_006919578.1	0.909	387	35	0	1	387	1	387	1.7439999999999999e-237	732
59463.ENSMLUP00000016529	paXP_006922338.1	0.823	663	117	0	1	663	1	663	0.0	1148
59463.ENSMLUP00000022559	paXP_024905335.1	0.949	157	8	0	1	157	251	407	3.657e-94	305
59463.ENSMLUP00000000083	pkXP_036306523.1	0.989	284	3	0	1	284	94	377	1.4379999999999998e-187	582
59463.ENSMLUP00000001427	pkXP_036302719.1	0.989	189	2	0	24	212	1	189	8.056999999999999e-125	397
59463.ENSMLUP00000001789	pkXP_036302572.1	0.977	524	12	0	1	524	1	524	0.0	1062
59463.ENSMLUP00000002616	pkXP_045432385.1	0.969	427	13	0	1	427	1	427	4.32e-279	854
59463.ENSMLUP00000002847	pkXP_036302573.1	0.889	209	22	0	1	209	1	199	7.668e-116	371
59463.ENSMLUP00000003315	pkXP_036308020.1	0.883	1003	117	0	222	1219	1	1003	0.0	1808
59463.ENSMLUP00000003322	pkXP_036295060.1	0.99	324	3	0	4	327	145	468	3.239e-217	670
59463.ENSMLUP00000004009	pkXP_045443435.1	0.799	204	39	0	39	242	1	194	3.603e-99	325
59463.ENSMLUP00000004202	pkXP_036263632.1	0.951	457	22	0	1	449	1	457	1.949e-269	829
59463.ENSMLUP00000005054	pkXP_036271341.1	0.994	760	5	0	1	759	1	760	0.0	1472
59463.ENSMLUP00000005277	pkXP_045428022.1	0.933	346	23	0	1	346	34	379	1.0529999999999999e-206	641
59463.ENSMLUP00000005366	pkXP_036314135.1	0.899	1417	140	0	1	1386	6	1422	0.0	2542
59463.ENSMLUP00000005595	pkXP_036263632.1	0.977	307	7	0	1	307	152	458	2.42e-182	569
59463.ENSMLUP00000008027	pkXP_036273992.1	0.932	327	21	0	1	309	21	347	2.024e-198	615
59463.ENSMLUP00000009180	pkXP_036284360.1	0.987	570	7	0	6	575	3	572	0.0	1072
59463.ENSMLUP00000009404	pkXP_036298830.1	0.924	424	32	0	1	423	1	424	1.633e-258	795
59463.ENSMLUP00000010380	pkXP_036313685.1	0.879	399	47	0	2	391	9	407	1.4209999999999998e-233	721
59463.ENSMLUP00000011160	pkXP_036305808.1	0.958	754	32	0	9	762	5	758	0.0	1535
59463.ENSMLUP00000011196	pkXP_036272319.2	0.83	760	129	0	1	757	29	788	0.0	1238
59463.ENSMLUP00000011227	pkXP_036272368.1	0.952	293	14	0	5	296	1	293	2.863e-178	556
59463.ENSMLUP00000011717	pkXP_036263611.1	0.916	478	40	0	1	475	1	478	9.774e-252	778
59463.ENSMLUP00000012090	pkXP_036296085.1	0.844	371	54	0	1	349	4	374	8.202e-203	630
59463.ENSMLUP00000013453	pkXP_036307678.1	0.936	663	42	0	1	663	1	663	0.0	1309
59463.ENSMLUP00000013787	pkXP_036280301.1	0.684	205	59	0	75	263	106	310	4.865e-74	253
59463.ENSMLUP00000014213	pkXP_036300663.1	0.991	487	4	0	174	660	65	551	7.793e-318	979
59463.ENSMLUP00000016071	pkXP_036316803.1	0.866	462	62	0	1	462	1	461	5.982e-253	781
59463.ENSMLUP00000016363	pkXP_036265305.1	0.935	387	25	0	1	387	1	386	1.3390000000000001e-244	752
59463.ENSMLUP00000016529	pkXP_036307681.1	0.918	663	54	0	1	663	1	663	0.0	1274
59463.ENSMLUP00000022559	pkXP_036280301.1	0.955	157	7	0	1	157	154	310	2.928e-95	308
59463.ENSMLUP00000000083	phXP_045691911.1	0.968	284	9	0	1	284	94	377	1.0780000000000001e-184	574
59463.ENSMLUP00000001427	phXP_045707315.1	0.901	193	19	0	24	212	1	193	1.507e-114	367
59463.ENSMLUP00000001789	phXP_045715589.1	0.954	524	24	0	1	524	1	524	0.0	1031
59463.ENSMLUP00000002616	phXP_045687553.1	0.939	427	26	0	1	427	1	427	6.34e-270	828
59463.ENSMLUP00000002847	phXP_045703068.1	0.794	209	41	0	1	209	1	199	5.2080000000000005e-102	331
59463.ENSMLUP00000003315	phXP_045680450.1	0.862	1224	168	0	1	1219	1	1224	0.0	2161
59463.ENSMLUP00000003322	phXP_045710189.1	0.962	324	12	0	4	327	145	468	1.172e-213	660
59463.ENSMLUP00000004009	phXP_045677680.1	0.938	243	15	0	1	242	1	243	2.4370000000000001e-144	455
59463.ENSMLUP00000004202	phXP_045692366.1	0.955	449	20	0	1	449	1	449	7.731e-267	821
59463.ENSMLUP00000005054	phXP_045699260.1	0.968	760	24	0	1	759	1	760	0.0	1439
59463.ENSMLUP00000005277	phXP_045702296.1	0.916	346	29	0	1	346	34	379	1.31e-205	638
59463.ENSMLUP00000005366	phXP_045677464.1	0.784	1433	299	0	1	1386	6	1438	0.0	2204
59463.ENSMLUP00000005595	phXP_045692366.1	0.96	307	12	0	1	307	144	450	4.6539999999999994e-179	559
59463.ENSMLUP00000008027	phXP_045705558.1	0.923	327	24	0	1	309	21	347	2.287e-196	609
59463.ENSMLUP00000009180	phXP_045681526.1	0.954	566	26	0	10	575	1	565	0.0	1021
59463.ENSMLUP00000009404	phXP_045697522.1	0.89	410	45	0	1	410	1	410	4.873e-237	733
59463.ENSMLUP00000010380	phXP_045686107.1	0.862	392	54	0	1	391	27	418	5.901e-225	696
59463.ENSMLUP00000011160	phXP_045709182.1	0.926	753	56	0	10	762	6	756	0.0	1482
59463.ENSMLUP00000011196	phXP_045701093.1	0.82	759	136	0	2	757	2	760	0.0	1223
59463.ENSMLUP00000011227	phXP_045701187.1	0.914	293	25	0	5	296	1	293	5.658000000000001e-172	538
59463.ENSMLUP00000011717	phXP_045693148.1	0.817	449	81	0	1	449	1	446	4.2979999999999994e-206	646
59463.ENSMLUP00000012090	phXP_045673108.1	0.901	346	34	0	4	349	22	365	5.183e-208	645
59463.ENSMLUP00000013453	phXP_045680629.1	0.88	551	66	0	113	663	31	581	0.0	1019
59463.ENSMLUP00000013787	phXP_045680737.1	0.633	286	96	0	1	263	97	382	9.576e-90	299
59463.ENSMLUP00000014213	phXP_045707297.1	1.0	428	0	0	2	429	5	432	6.396e-279	867
59463.ENSMLUP00000016071	phXP_045715842.1	0.693	469	142	0	1	462	1	469	5.778e-199	625
59463.ENSMLUP00000016363	phXP_045704050.1	0.894	387	41	0	1	387	1	386	1.6189999999999998e-233	721
59463.ENSMLUP00000016529	phXP_045680628.1	0.823	663	117	0	1	663	1	663	0.0	1138
59463.ENSMLUP00000022559	phXP_045680737.1	0.923	157	12	0	1	157	226	382	7.13e-91	296
59463.ENSMLUP00000000083	pdXP_028375016.1	0.968	284	9	0	1	284	94	377	1.0780000000000001e-184	574
59463.ENSMLUP00000001427	pdXP_028360749.1	0.91	191	17	0	24	212	1	191	4.2690000000000005e-115	369
59463.ENSMLUP00000001789	pdXP_035881363.1	0.954	524	24	0	1	524	1	524	0.0	1032
59463.ENSMLUP00000002616	pdXP_028375516.1	0.936	427	27	0	1	427	1	427	1.631e-269	827
59463.ENSMLUP00000002847	pdXP_035882395.1	0.78	209	44	0	1	209	1	200	5.36e-99	322
59463.ENSMLUP00000003315	pdXP_028390175.1	0.857	1224	174	0	1	1219	1	1224	0.0	2148
59463.ENSMLUP00000003322	pdXP_028368820.1	0.962	324	12	0	4	327	145	468	1.172e-213	660
59463.ENSMLUP00000004009	pdXP_028382052.2	0.926	204	15	0	39	242	1	204	1.8259999999999999e-118	380
59463.ENSMLUP00000004202	pdXP_028376247.1	0.957	449	19	0	1	449	1	449	1.451e-266	820
59463.ENSMLUP00000005054	pdXP_028364317.1	0.968	760	24	0	1	759	1	760	0.0	1437
59463.ENSMLUP00000005277	pdXP_035878097.1	0.919	346	28	0	1	346	34	379	3.7139999999999996e-206	639
59463.ENSMLUP00000005366	pdXP_035867530.1	0.809	1400	264	0	2	1385	7	1406	0.0	2235
59463.ENSMLUP00000005595	pdXP_028376247.1	0.96	307	12	0	1	307	144	450	4.6539999999999994e-179	559
59463.ENSMLUP00000008027	pdXP_028380653.1	0.923	327	24	0	1	309	21	347	2.287e-196	609
59463.ENSMLUP00000009180	pdXP_028371519.1	0.955	566	25	0	10	575	1	565	0.0	1022
59463.ENSMLUP00000009404	pdXP_028386799.1	0.878	427	51	0	1	423	1	427	1.8559999999999998e-240	743
59463.ENSMLUP00000010380	pdXP_028389239.1	0.867	392	52	0	1	391	27	418	4.749e-226	699
59463.ENSMLUP00000011160	pdXP_028376370.1	0.924	756	57	0	7	762	3	756	0.0	1483
59463.ENSMLUP00000011196	pdXP_028385790.1	0.82	759	136	0	2	757	2	760	0.0	1223
59463.ENSMLUP00000011227	pdXP_028385851.1	0.908	293	27	0	5	297	1	293	6.39e-170	532
59463.ENSMLUP00000011717	pdXP_028375175.2	0.891	475	52	0	1	475	1	475	3.0199999999999997e-237	736
59463.ENSMLUP00000012090	pdXP_035871977.1	0.89	346	38	0	4	349	22	365	2.826e-205	637
59463.ENSMLUP00000013453	pdXP_035889055.1	0.894	133	14	0	531	663	1	133	2.052e-70	259
59463.ENSMLUP00000013787	pdXP_028383086.1	0.633	286	96	0	1	263	97	382	9.576e-90	299
59463.ENSMLUP00000014213	pdXP_028360552.2	1.0	410	0	0	20	429	1	410	3.875e-265	827
59463.ENSMLUP00000016071	pdXP_028369249.1	0.673	468	151	0	1	462	1	468	2.3219999999999997e-190	600
59463.ENSMLUP00000016363	pdXP_028375112.1	0.894	390	41	0	1	387	1	390	6.933999999999999e-235	724
59463.ENSMLUP00000016529	pdXP_035889055.1	0.706	133	39	0	531	663	1	133	8.739e-50	196
