qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
NP_110447.2	XP_036174072.1	90.909	957	87	0	1	957	1	957	0.0	1565.0
NP_115907.2	XP_036182601.1	88.532	218	17	1	239	448	1	218	6.659999999999999e-104	316.0
NP_116277.2	XP_036185674.1	86.746	1841	219	5	23	1860	26	1844	0.0	2490.0
NP_149162.2	XP_036156974.1	96.333	1418	50	1	1	1418	72	1487	0.0	2419.0
NP_203699.1	XP_036161589.1	93.022	1691	115	1	1	1691	1	1688	0.0	1617.0
NP_378667.1	XP_036161322.1	81.169	1694	312	3	1	1690	1	1691	0.0	2062.0
NP_476505.3	XP_036175508.1	83.156	1033	166	5	1	1031	1	1027	0.0	1689.0
NP_476506.3	XP_036175507.1	83.712	1234	193	5	1	1232	1	1228	0.0	2018.0
NP_476507.3	XP_036175509.1	80.627	2679	391	13	1	2570	1	2660	0.0	4223.0
NP_476508.2	XP_036175507.1	81.623	3080	438	13	1	2971	1	3061	0.0	4924.0
NP_478054.2	XP_036206159.1	91.83	918	75	0	1	918	1	918	0.0	1475.0
NP_478055.2	XP_036206158.1	91.971	822	66	0	1	822	1	822	0.0	1305.0
NP_511040.2	XP_036173182.1	92.722	632	46	0	45	676	289	920	0.0	714.0
NP_542196.2	XP_036200025.1	93.41	1821	103	3	1	1818	1	1807	0.0	2328.0
NP_542197.3	XP_036200025.1	93.041	1480	88	7	226	1690	328	1807	0.0	1627.0
NP_542376.2	XP_036174184.1	92.017	1879	148	1	23	1899	1187	3065	0.0	3223.0
NP_542410.2	XP_036212186.1	96.378	1629	59	0	1	1629	1	1629	0.0	2840.0
NP_542411.2	XP_036212185.1	87.788	1736	131	6	1	1736	1	1655	0.0	2685.0
NP_542412.2	XP_036212186.1	95.152	1650	59	1	1	1650	1	1629	0.0	2830.0
NP_542988.3	XP_036192848.1	76.945	707	59	7	19	645	19	701	0.0	711.0
NP_542990.3	XP_036192848.1	84.748	695	67	5	19	686	19	701	0.0	763.0
NP_542991.3	XP_036192846.1	82.197	719	62	5	19	695	19	713	0.0	731.0
NP_542992.3	XP_036192846.1	81.047	707	65	5	19	668	19	713	0.0	735.0
NP_542995.3	XP_036192846.1	71.146	707	77	8	19	610	19	713	0.0	627.0
NP_569712.2	XP_036205437.1	76.992	1343	262	7	1	1336	1	1303	0.0	1368.0
NP_597714.2	XP_036165987.1	90.661	439	39	2	1	439	1	437	0.0	575.0
NP_690848.1	XP_036193447.1	85.486	1626	207	5	1	1626	1	1597	0.0	1704.0
NP_690850.2	XP_036204354.1	84.588	1674	251	2	42	1714	7	1674	0.0	2471.0
NP_694996.5	XP_036188539.1	76.049	2526	597	4	1	2524	1	2520	0.0	3952.0
NP_775736.2	XP_036169442.1	87.661	543	58	3	1	540	1	537	0.0	602.0
NP_942014.1	XP_036182601.1	88.532	218	17	1	239	448	1	218	2.39e-103	315.0
XP_005246122.1	XP_036175506.1	81.497	3086	443	13	1	2977	1	3067	0.0	4944.0
XP_005246338.1	XP_036176132.1	80.179	1226	242	1	4	1229	1	1225	0.0	1086.0
XP_005247178.1	XP_036188538.1	85.531	2260	326	1	2	2260	3	2262	0.0	3949.0
XP_005250867.1	XP_036193447.1	86.55	1606	207	4	1	1606	1	1597	0.0	1718.0
XP_005251116.1	XP_036194064.1	91.573	1780	149	1	1	1780	1	1779	0.0	3034.0
XP_005270535.1	XP_036208615.1	95.626	663	29	0	41	703	41	703	0.0	723.0
XP_005270536.1	XP_036208615.1	95.925	638	26	0	1	638	66	703	0.0	679.0
XP_006710428.1	XP_036208257.1	92.722	687	50	0	3	689	2	688	0.0	796.0
XP_006715395.1	XP_036172394.1	91.324	680	59	0	1	680	1	680	0.0	677.0
XP_006715396.1	XP_036172394.1	91.324	680	59	0	1	680	1	680	0.0	677.0
XP_006716576.1	XP_036193447.1	86.242	974	131	1	346	1319	627	1597	0.0	709.0
XP_006716714.1	XP_036194062.1	91.537	1796	151	1	1	1796	1	1795	0.0	3065.0
XP_006724679.1	XP_036161589.1	93.022	1691	115	1	1	1691	1	1688	0.0	1617.0
